class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,minor,trivial,high,middle,low,non
test\java\org\apache\hadoop\hbase\io\hfile\TestCachedBlockQueue.java,109,85,74,1,2,0,20,108,128,409,352,761,4567.222516,0.035496985,112.6863417,257293.7544,794.116526,2,2,0,5,24,1,test\java\org\apache\hadoop\hbase\io\hfile\TestCachedBlockQueue.java,2,1,2,50,,,1,50,0.686106,66.666664,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,,,1,50,0.686106,66.666664,0.5,0.25,0,0,2,0.343053,0.000332,2,0,0.343053,0,0.5,1,0.000035,0.004897,2.347562,0.454227,340472,208544,0.171233,0.279557,34.124882,1,0.058433,0.001712,0,0,0,1,0.5,0.953125,0.023586,0.375,1,0,0,0,0,1,0,0,0
main\java\org\apache\hadoop\hbase\io\hfile\CachedBlockQueue.java,65,40,23,4,9,3,41,27,68,102,64,166,752.8349669,0.619890545,15.47988995,4285.166862,13.22582365,9,1,0,4,17,1,main\java\org\apache\hadoop\hbase\io\hfile\CachedBlockQueue.java,2,1,2,50,,,1,50,0.686106,66.666664,0.5,0.25,0,0,1,0,0,,0,0,1,100,0.343053,100,0,,0,,1,0,0,,0,0,1,100,0.686106,100,0,,0,,2,0.343053,0.000332,1,1,0.171527,0.171527,0.5,1,0.000035,0.004897,0.67712,0.131015,339889,209127,0.171527,0.278778,33.124886,2,0.056721,0.003425,0,0,0,1,0.5,0.953125,0.023586,0.375,1,0,0,0,0,1,0,0,0
main\java\org\apache\hadoop\hbase\io\hfile\CachedBlock.java,75,52,22,3,12,1,46,35,81,104,61,165,740.7411405,0.806456409,22.10215593,3860.4554,11.9149858,12,1,1,6,21,20,main\java\org\apache\hadoop\hbase\io\hfile\CachedBlock.java,4,1,12,8.333333,,,3,75,2.401372,77.777779,5.5,0.458333,3,25,3,1,6,16.666666,,,2,66.666664,1.200686,77.777779,2.5,0.416667,0,0,1,0,0,,0,0,1,100,1.543739,100,0,,0,,4,0.686106,0.000664,1,3,0.171527,0.51458,0.083333,6,0.001117,0.158004,-0.326173,-0.063111,84065,209483,0.693511,0.278304,38.078266,94.065445,0.065203,0.161071,455,0.134097,0.650958,3.5,0.875,0.40625,0.054754,0.25,1,0,0,0,0,1,0,0,0
test\java\org\apache\hadoop\hbase\zookeeper\TestZooKeeperNodeTracker.java,261,190,121,2,5,1,27,99,126,379,304,683,4256.42814,0.141937559,28.38444688,64175.56628,198.0727354,5,1,0,22,74,0,test\java\org\apache\hadoop\hbase\zookeeper\TestZooKeeperNodeTracker.java,8,21,56,37.5,,,1,12.5,59.176674,52.272728,17.5,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,56,37.5,,,1,12.5,59.176674,52.272728,17.5,0.3125,0,0,8,1.372213,0.001329,8,0,1.372213,0,0.375,28,0.030295,4.284417,17.95228,3.473562,340472,208112,0.171233,0.280138,80.174248,1,0.137285,0.001712,0,0,0.019875,4.75,0.59375,0.168315,0.008432,0.155338,1,0,3,1,0,1,3,1,0
test\java\org\apache\hadoop\hbase\HBaseTestingUtility.java,1203,647,407,6,128,4,740,882,1622,2164,1449,3613,18985.07551,20.02091113,315.0657959,145450.4398,448.9211104,128,1,0,60,685,2255,test\java\org\apache\hadoop\hbase\HBaseTestingUtility.java,101,606,10100,6,,,2,1.980198,78.044594,17.015707,4747,0.47,1936.026611,19.168581,71,44,4970,0.885312,,,37,52.112675,44.939964,27.724867,2463,0.495573,160.5,3.229376,33,165,1056,15.625,,,1,3.030303,73.413376,22.15321,445.5,0.421875,502.491669,47.584438,101,17.324184,0.016777,33,71,5.660378,12.178388,0.06,5050,0.191556,27.090055,15.327705,2.965737,83035,208494,0.702114,0.279624,113.703644,199.283173,0.194698,0.341238,48737.05469,14.363747,3.928249,91.548073,0.906417,0.032619,0.174061,0.51709,1,1,5,1,0,2,5,1,0
main\java\org\apache\hadoop\hbase\util\Bytes.java,1215,647,408,7,146,3,1122,653,1775,2681,1498,4179,21015.8191,65.38596705,667.0217819,387038.8755,1194.564431,146,1,0,27,80,2305,main\java\org\apache\hadoop\hbase\util\Bytes.java,230,1278,52670,2.426429,,,9,3.913043,83.361923,12.776025,25696,0.487868,2552.137451,4.845524,230,1278,52670,2.426429,,,9,3.913043,83.361923,12.776025,25696,0.487868,2552.137451,4.845524,2,1,2,50,,,1,50,47.512863,82.195847,0.5,0.25,1,50,230,39.451115,0.038206,2,230,0.343053,39.451115,0.024264,26335,0.313809,44.379341,1.926597,0.372775,82459,209195,0.707018,0.278687,48.338009,330.583374,0.082771,0.566067,6987.019043,2.059209,25.077917,220.713364,0.959623,0.018857,0.226945,0.611767,0,0,4,0,0,0,4,0,0
main\java\org\apache\hadoop\hbase\util\Threads.java,100,56,30,4,15,2,88,59,147,163,99,262,1205.229237,2.47675093,30.192531,7309.792141,22.56108685,15,1,0,8,18,21,main\java\org\apache\hadoop\hbase\util\Threads.java,16,40,240,16.666666,,,1,6.25,54.888508,43.360435,100,0.416667,0.5,0.208333,15,25,210,11.904762,,,1,6.666667,42.024014,47.665371,92.5,0.440476,0,0,1,0,0,,0,0,1,100,38.421955,100,0,,0,,16,2.744425,0.002658,1,15,0.171527,2.572899,0.166667,120,0.042086,5.951803,-1.323616,-0.256105,83089,209264,0.701657,0.278595,45.675751,166.866638,0.078212,0.285731,3.394444,0.001,0.134682,12.71875,0.794922,0.08974,0.028732,0.176169,1,0,0,0,0,1,0,0,0
test\java\org\apache\hadoop\hbase\master\TestActiveMasterManager.java,224,156,93,4,9,1,36,97,133,279,241,520,3001.220147,0.389055854,29.83459713,38279.62239,118.1469827,9,1,0,13,76,4,test\java\org\apache\hadoop\hbase\master\TestActiveMasterManager.java,8,24,56,42.857143,,,1,12.5,46.140652,57.478634,16,0.285714,7,12.5,2,1,2,50,,,1,50,2.058319,63.157894,0.5,0.25,0,0,6,15,30,50,,,1,16.666666,46.140652,59.910912,7.5,0.25,0,0,8,1.372213,0.001329,6,2,1.02916,0.343053,0.428571,28,0.02288,3.235764,13.973638,2.70374,83866,208695,0.695157,0.279355,78.840904,101.145149,0.135002,0.173194,424.404724,0.12508,0.003241,4.4375,0.554688,0.193002,0.010541,0.235779,2,0,0,1,0,2,0,1,0
main\java\org\apache\hadoop\hbase\zookeeper\ZooKeeperWatcher.java,360,193,118,10,41,4,134,193,327,499,323,822,4425.888089,9.770570468,49.64070012,29385.41424,90.69572296,41,1,0,21,39,108,main\java\org\apache\hadoop\hbase\zookeeper\ZooKeeperWatcher.java,34,129,1122,11.497326,,,2,5.882353,55.74614,35.249458,496.5,0.442513,190.902374,17.014473,32,117,992,11.794354,,,2,6.25,55.403088,36.089386,437.5,0.441028,137.616669,13.872648,7,11,42,26.190475,,,1,14.285714,44.596912,62.650604,15.5,0.369048,29.5,70.238098,34,5.831904,0.005648,7,32,1.200686,5.488851,0.114973,561,0.056095,7.932963,0.720337,0.139377,82797,208883,0.704132,0.279104,64.808456,208.999741,0.110973,0.357876,11430.76563,3.368866,0.56836,27.551281,0.810332,0.078695,0.140815,0.456215,1,1,5,0,0,2,5,0,0
main\java\org\apache\hadoop\hbase\zookeeper\ZooKeeperNodeTracker.java,149,93,51,4,23,3,94,69,163,197,107,304,1487.898361,1.630936247,28.89407882,8968.399298,27.68024475,23,2,6,8,41,20,main\java\org\apache\hadoop\hbase\zookeeper\ZooKeeperNodeTracker.java,15,49,210,23.333334,,,1,6.666667,47.855919,51.192661,80.5,0.383333,10.75,5.119048,11,14,110,12.727273,,,1,9.090909,47.512863,61.555557,48,0.436364,0,0,4,9,12,75,1.25,2,1,25,8.919382,54.736843,1.5,0.125,0,0,15,2.572899,0.002492,4,11,0.686106,1.886792,0.233333,105,0.02812,3.976763,0.732186,0.14167,82869,209091,0.70352,0.278826,52.478489,190.499741,0.08986,0.326198,646.39093,0.190504,0.048111,11.066667,0.737778,0.137936,0.074614,0.37155,1,0,6,0,0,1,6,0,0
main\java\org\apache\hadoop\hbase\zookeeper\ZKUtil.java,1058,542,336,6,119,4,646,730,1376,1777,1312,3089,15893.86387,11.20127114,267.0464546,112137.1378,346.102277,119,1,0,25,81,879,main\java\org\apache\hadoop\hbase\zookeeper\ZKUtil.java,29,114,812,14.039409,,,1,3.448276,66.552315,35.336975,349,0.429803,151.53334,18.661741,22,47,462,10.173161,,,1,4.545455,34.819897,43.939392,207.5,0.449134,72.449997,15.681818,11,25,110,22.727272,,,1,9.090909,62.435677,50.555557,42.5,0.386364,37.833332,34.39394,29,4.974271,0.004817,11,22,1.886792,3.773585,0.140394,406,0.057603,8.146265,-5.450318,-1.054575,83090,208871,0.701649,0.27912,67.891777,168.866577,0.116253,0.289155,2406.702881,0.709302,0.244419,23.060606,0.795193,0.08202,0.111867,0.411587,3,1,6,0,0,4,6,0,0
main\java\org\apache\hadoop\hbase\zookeeper\ZKConfig.java,213,154,118,10,28,3,88,176,264,486,373,859,5455.407047,0.945420445,31.31864088,54068.41925,166.8778372,28,1,0,16,15,3,main\java\org\apache\hadoop\hbase\zookeeper\ZKConfig.java,11,25,110,22.727272,,,2,18.181818,49.74271,54.924244,42.5,0.386364,10.333333,9.393939,9,12,72,16.666666,,,3,33.333332,21.955402,63.681591,30,0.416667,0,0,2,1,2,50,,,1,50,43.396225,77.370033,0.5,0.25,0,0,11,1.886792,0.001827,2,9,0.343053,1.543739,0.227273,55,0.026354,3.727066,0.494069,0.095597,83146,208905,0.701176,0.279074,60.325127,156.366699,0.103296,0.267751,131.033234,0.038618,0.189103,8.318182,0.756198,0.141261,0.014296,0.235686,1,0,1,0,3,1,1,3,0
main\java\org\apache\hadoop\hbase\zookeeper\ZooKeeperListener.java,43,13,1,1,5,0,23,15,38,23,17,40,118.469075,2.30499229,17.27946793,354.6826739,1.094699611,5,1,9,2,16,10,main\java\org\apache\hadoop\hbase\zookeeper\ZooKeeperListener.java,6,10,30,33.333332,,,1,16.666666,11.835335,52.272728,10,0.333333,0.5,1.666667,6,10,30,33.333332,,,1,16.666666,11.835335,52.272728,10,0.333333,0.5,1.666667,1,0,0,,0,0,1,100,5.831904,100,0,,0,,6,1.02916,0.000997,1,6,0.171527,1.02916,0.333333,15,0.007327,1.036251,1.718871,0.332582,83195,209109,0.700763,0.278802,49.245152,147.233368,0.084324,0.252112,0.285714,0.000084,0.00114,3.428571,0.571429,0.252262,0.124801,0.167175,1,0,0,0,0,1,0,0,0
main\java\org\apache\hadoop\hbase\avro\generated\AColumn.java,21,21,10,3,7,1,29,31,60,64,39,103,507.702823,0.12914877,32.73437705,8757.041249,27.02790509,7,2,0,2,14,2,main\java\org\apache\hadoop\hbase\avro\generated\AColumn.java,1,0,0,,0,0,1,100,4.116638,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,4.116638,100,0,,0,,1,0.171527,0.000166,1,0,0.171527,0,,0,0.000055,0.007831,100.009903,19.35078,340472,339307,0.171233,0.171821,2.5,1,0.004281,0.001712,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
test\java\org\apache\hadoop\hbase\regionserver\TestWideScanner.java,108,91,70,4,8,4,44,69,113,191,137,328,1931.17074,0.203963749,19.97427825,18313.57434,56.52337759,8,3,0,23,499,2,test\java\org\apache\hadoop\hbase\regionserver\TestWideScanner.java,11,43,110,39.090908,,,1,9.090909,65.523155,35.56797,33.5,0.304545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,43,110,39.090908,,,1,9.090909,65.523155,35.56797,33.5,0.304545,0,0,11,1.886792,0.001827,11,0,1.886792,0,0.390909,55,0.055198,7.806221,61.560703,11.911297,340472,208195,0.171233,0.280026,76.152351,1,0.130398,0.001712,0,0,0.003091,6.909091,0.628099,0.112573,0.001419,0.111848,1,0,1,0,0,1,1,0,0
test\java\org\apache\hadoop\hbase\HBaseTestCase.java,638,427,233,15,58,8,244,246,490,811,515,1326,6969.818933,11.48674871,92.10201479,67979.93726,209.8146212,58,2,18,28,481,229,test\java\org\apache\hadoop\hbase\HBaseTestCase.java,40,196,1560,12.564102,,,1,2.5,73.413376,26.161369,682,0.437179,186.925003,11.982371,26,11,650,1.692308,,,15,57.692307,19.725557,38.851353,319.5,0.491538,17,2.615385,15,57,210,27.142857,,,1,6.666667,70.497429,30.220589,76.5,0.364286,7.666667,3.650794,40,6.861063,0.006645,15,26,2.572899,4.459691,0.125641,780,0.099651,14.092723,36.397293,7.042463,83809,208712,0.695629,0.279332,81.642853,120.838142,0.139799,0.206915,2321.267822,0.684122,0.862064,32.609756,0.815244,0.059741,0.117419,0.408227,2,0,0,0,0,2,0,0,0
main\java\org\apache\hadoop\hbase\HColumnDescriptor.java,650,344,213,12,82,3,386,395,781,1007,659,1666,8338.106299,13.81675797,162.5546459,61676.91796,190.3608579,82,1,1,27,68,724,main\java\org\apache\hadoop\hbase\HColumnDescriptor.java,67,250,4422,5.653551,,,2,2.985075,69.982849,25.123152,2086,0.471732,149.78334,3.38723,63,181,3906,4.633896,,,3,4.761905,59.862778,26.122755,1862.5,0.476831,0,0,4,2,12,16.666666,,,2,50,41.509434,84.027779,5,0.416667,0,0,67,11.492281,0.01113,4,63,0.686106,10.806175,0.056536,2211,0.127779,18.070665,-9.110513,-1.762781,82961,209029,0.70274,0.278909,54.441048,203.283218,0.093221,0.348088,1694.961426,0.499538,1.826157,61.776119,0.922032,0.033314,0.159286,0.303609,1,0,2,1,0,1,2,1,0
main\java\org\apache\hadoop\hbase\HConstants.java,343,96,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,12,0,main\java\org\apache\hadoop\hbase\HConstants.java,1,0,0,,0,0,1,100,12.692967,100,0,,0,,1,0,0,,0,0,1,100,12.692967,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.171527,0.000166,0,1,0,0.171527,,0,0.004849,0.68574,0.000456,0.000088,83157,340472,0.701083,0.171233,1,115.48822,0.001712,0.197754,0,0,0,1,1,1,1,0,1,1,3,0,0,2,3,0,0
main\java\org\apache\hadoop\hbase\HRegionInfo.java,629,355,224,8,79,2,325,272,597,1053,620,1673,8358.551071,6.214192767,190.0976745,135973.4048,419.6710024,79,2,2,20,106,679,main\java\org\apache\hadoop\hbase\HRegionInfo.java,96,536,9120,5.877193,,,2,2.083333,76.84391,18.167072,4292,0.470614,925.338501,10.146255,90,375,8010,4.681648,,,4,4.444445,69.639793,20.148884,3817.5,0.476592,55.021069,0.686905,7,10,42,23.809525,,,2,28.571428,61.063465,52.740742,16,0.380952,17,40.476189,96,16.466553,0.015947,7,90,1.200686,15.437393,0.058772,4560,0.176864,25.012346,-3.810509,-0.73729,82694,209001,0.705009,0.278946,58.541054,245.333145,0.100242,0.420091,4183.350586,1.232914,3.590828,87.819588,0.914787,0.033174,0.165259,0.522444,3,0,6,0,0,3,6,0,0
main\java\org\apache\hadoop\hbase\HTableDescriptor.java,648,401,247,9,98,3,458,394,852,1180,752,1932,9501.324694,16.98655176,175.575862,72452.57055,223.6190449,98,1,1,30,97,1021,main\java\org\apache\hadoop\hbase\HTableDescriptor.java,96,488,9120,5.350877,,,1,1.041667,75.643227,19.401672,4316,0.473246,998.591675,10.94947,93,345,8556,4.032258,,,1,1.075269,69.125214,20.656075,4105.5,0.479839,858.25,10.030972,4,4,12,33.333332,,,1,25,45.626072,68.911919,4,0.333333,0.5,4.166667,96,16.466553,0.015947,4,93,0.686106,15.951973,0.053509,4560,0.17937,25.366737,-0.108395,-0.020973,82753,208846,0.704506,0.279153,63.849205,239.349854,0.109331,0.409846,16649.70117,4.906987,2.870116,88.422684,0.92107,0.031308,0.189881,0.440041,1,0,2,0,0,1,2,0,0
main\java\org\apache\hadoop\hbase\KeyValue.java,1919,1009,589,13,148,2,955,730,1685,2649,1531,4180,20494.67242,31.69692625,374.0949493,185041.6198,571.1161104,148,1,0,26,141,4636,main\java\org\apache\hadoop\hbase\KeyValue.java,113,625,12656,4.938369,,,3,2.654867,77.87307,17.909269,6015.5,0.475308,1392.380127,11.00174,110,518,11990,4.320267,,,3,2.727273,73.927956,19.537624,5736,0.478399,18.009523,0.150205,4,4,12,33.333332,,,1,25,57.632935,60.107334,4,0.333333,6,50,113,19.382504,0.018771,4,110,0.686106,18.867924,0.049384,6328,0.186221,26.33567,2.141436,0.414344,82681,209014,0.70512,0.278929,55.857716,256.349915,0.095647,0.438955,11048.97461,3.256345,7.366867,103.846489,0.918995,0.030877,0.192957,0.564391,2,0,5,0,0,2,5,0,0
main\java\org\apache\hadoop\hbase\client\Put.java,499,267,168,8,61,3,346,305,651,1034,619,1653,8506.140467,37.69265195,132.9075783,68934.00813,212.7592843,61,1,0,19,104,402,main\java\org\apache\hadoop\hbase\client\Put.java,56,182,3080,5.909091,,,1,1.785714,67.40995,27.140884,1449,0.470455,76.916664,2.497294,52,93,2652,3.506787,,,6,11.538462,54.545456,29.201101,1279.5,0.482466,0,0,4,3,12,25,,,2,50,44.25386,71.866295,4.5,0.375,0,0,56,9.605489,0.009302,4,52,0.686106,8.919382,0.059091,1540,0.114406,16.179434,6.668818,1.290341,83231,209231,0.70046,0.278639,46.164181,178.671371,0.079048,0.305944,217.566208,0.064121,0.994257,51.267857,0.915497,0.036564,0.138277,0.271167,1,0,0,0,1,1,0,1,0
main\java\org\apache\hadoop\hbase\client\Scan.java,583,338,219,7,72,4,335,310,645,1082,628,1710,9145.905244,28.86880392,129.8324945,93650.98,289.0462346,72,1,1,26,77,608,main\java\org\apache\hadoop\hbase\client\Scan.java,71,256,4970,5.150906,,,2,2.816901,69.125214,24.784748,2357,0.474245,276.283325,5.559021,66,130,4290,3.030303,,,3,4.545455,57.632935,27.294882,2080,0.484848,142,3.310023,6,7,30,23.333334,,,2,33.333332,46.826759,65,11.5,0.383333,6,20,71,12.178388,0.011794,6,66,1.02916,11.320755,0.051509,2485,0.125075,17.688255,-10.865541,-2.102359,82964,209072,0.702714,0.278851,54.218979,202.583267,0.092841,0.346889,1517.495117,0.447235,1.928385,65.638885,0.924491,0.034086,0.143101,0.365744,1,0,1,0,0,1,1,0,0
main\java\org\apache\hadoop\hbase\io\hfile\Compression.java,236,181,89,3,6,2,29,21,50,57,38,95,440.842012,0.306494949,17.9897989,3891.677651,12.01135077,6,1,0,4,15,3,main\java\org\apache\hadoop\hbase\io\hfile\Compression.java,10,15,90,16.666666,,,1,10,49.571182,66.284401,37.5,0.416667,2,2.222222,9,9,72,12.5,,,2,22.222221,23.15609,63.679245,31.5,0.4375,0,0,1,0,0,,0,0,1,100,38.421955,100,0,,0,,10,1.715266,0.001661,1,9,0.171527,1.543739,0.166667,45,0.024132,3.412735,-1.319844,-0.255375,83353,209262,0.699435,0.278598,45.809086,142.852295,0.07844,0.24461,29.089373,0.008573,0.283361,7.7,0.77,0.129632,0.011006,0.131563,0,0,2,0,0,0,2,0,0
main\java\org\apache\hadoop\hbase\regionserver\HRegion.java,3246,1918,1287,16,342,6,1421,1787,3208,5551,3483,9034,53282.54368,27.16219101,558.514558,523007.9139,1614.221956,342,1,1,88,658,6413,main\java\org\apache\hadoop\hbase\regionserver\HRegion.java,74,498,5402,9.218808,,,2,2.702703,76.84391,18.443804,2452,0.453906,1219.879517,22.581999,40,72,1560,4.615385,,,1,2.5,46.998283,31.712963,744,0.476923,143.833328,9.220085,37,105,1332,7.882883,,,5,13.513514,73.070328,26.023212,613.5,0.460586,542.5,40.72823,74,12.692967,0.012292,37,40,6.346484,6.861063,0.092188,2701,0.161294,22.810389,1.946246,0.376576,83297,208618,0.699905,0.279458,98.68457,167.25473,0.16898,0.286395,9015.996094,2.657187,2.450522,64.233765,0.868024,0.03796,0.087484,0.531468,7,14,13,2,2,21,13,4,0
main\java\org\apache\hadoop\hbase\regionserver\StoreFile.java,1048,618,353,11,63,3,242,273,515,756,481,1237,6494.715246,2.935014444,87.37524194,39811.9083,122.8762602,63,1,0,37,113,335,main\java\org\apache\hadoop\hbase\regionserver\StoreFile.java,23,99,506,19.565218,,,1,4.347826,69.125214,35.10453,203.5,0.402174,78.283333,15.471014,14,25,182,13.736263,,,1,7.142857,32.07547,48.697918,78.5,0.431319,11,6.043956,10,21,90,23.333334,,,1,10,63.636364,48.119324,34.5,0.383333,4.25,4.722222,23,3.945112,0.003821,10,14,1.715266,2.401372,0.195652,253,0.063864,9.031744,-13.983418,-2.705633,83343,208809,0.699519,0.279203,71.015869,146.668945,0.121603,0.251145,1954.619751,0.576064,0.310907,17.5,0.76087,0.089895,0.047377,0.386539,2,0,6,1,0,2,6,1,0
main\java\org\apache\hadoop\hbase\regionserver\wal\HLog.java,1378,840,506,12,154,4,708,846,1554,2293,1394,3687,20500.20209,12.30763916,274.0988846,163143.3784,503.5289456,154,1,0,65,163,1805,main\java\org\apache\hadoop\hbase\regionserver\wal\HLog.java,54,321,2862,11.215933,,,1,1.851852,74.614067,23.274479,1270.5,0.44392,452.327789,15.804605,40,51,1560,3.269231,,,6,15,39.279587,29.548388,754.5,0.483654,86.5,5.544872,16,39,240,16.25,,,3,18.75,69.811317,36.502243,100.5,0.41875,16.083334,6.701389,54,9.262436,0.00897,16,40,2.744425,6.861063,0.112159,1431,0.124555,17.614712,18.246229,3.530438,83492,208672,0.69827,0.279386,82.10479,151.647537,0.14059,0.25967,9666.416016,2.848878,1.044574,45.5,0.842593,0.049349,0.089008,0.498341,5,11,8,1,1,16,8,2,0
main\java\org\apache\hadoop\hbase\zookeeper\HQuorumPeer.java,101,81,60,10,15,3,62,124,186,294,221,515,3196.562463,0.444241709,41.33723258,36267.35589,111.9362836,15,1,0,19,19,6,main\java\org\apache\hadoop\hbase\zookeeper\HQuorumPeer.java,3,2,6,33.333332,,,1,33.333332,11.492281,87.012985,2,0.333333,0,0,1,0,0,,0,0,1,100,0.857633,100,0,,0,,3,2,6,33.333332,,,1,33.333332,11.492281,87.012985,2,0.333333,0,0,3,0.51458,0.000498,3,1,0.51458,0.171527,0.333333,3,0.004062,0.574425,1384.239014,267.834534,339889,207761,0.171527,0.280611,59.108456,2,0.101213,0.003425,0,0,0.000581,1.75,0.583333,0.499767,0.094115,0.193492,1,0,0,0,0,1,0,0,0
main\java\org\apache\hadoop\hbase\HBaseConfiguration.java,59,33,17,2,7,1,38,28,66,65,48,113,472.1872559,13.41892462,11.42113437,1551.002609,4.787045091,7,2,0,3,16,10,main\java\org\apache\hadoop\hbase\HBaseConfiguration.java,61,172,3660,4.699453,,,5,8.196721,64.837051,27.213823,1744,0.476503,198.583328,5.425774,59,95,3422,2.776154,,,12,20.338984,56.946827,31.26177,1663.5,0.486119,0,0,2,1,2,50,,,1,50,43.396225,77.370033,0.5,0.25,0,0,61,10.463121,0.010133,2,59,0.343053,10.120069,0.046995,1830,0.095527,13.509572,0.383892,0.074279,83131,208905,0.701303,0.279074,60.325123,194.471329,0.103296,0.332999,1570.755127,0.462932,3.017736,56.967213,0.933889,0.034138,0.113777,0.310811,1,0,3,0,1,1,3,1,0
main\java\org\apache\hadoop\hbase\io\hfile\SimpleBlockCache.java,58,43,18,2,9,1,41,37,78,70,50,120,515.5747167,0.84649822,20.15883019,2705.842826,8.351366747,9,1,0,7,19,11,main\java\org\apache\hadoop\hbase\io\hfile\SimpleBlockCache.java,1,0,0,,0,0,1,100,0.51458,100,0,,0,,1,0,0,,0,0,1,100,0.51458,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.171527,0.000166,0,1,0,0.171527,,0,0.000333,0.047103,0.000001,0,339889,340472,0.171527,0.171233,1,2,0.001712,0.003425,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0
test\java\org\apache\hadoop\hbase\util\TestHBaseFsck.java,72,52,38,4,6,3,28,60,88,151,117,268,1556.499124,0.329432986,13.30077008,12706.26906,39.2168798,6,1,0,16,366,1,test\java\org\apache\hadoop\hbase\util\TestHBaseFsck.java,14,48,182,26.373627,,,1,7.142857,66.89537,32.284767,67,0.368132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,48,182,26.373627,,,1,7.142857,66.89537,32.284767,67,0.368132,0,0,14,2.401372,0.002326,14,0,2.401372,0,0.263736,91,0.060703,8.584721,80.787811,15.631524,340472,206843,0.171233,0.281856,95.72982,1,0.163921,0.001712,0,0,0.027873,9.892857,0.706633,0.088558,0.002589,0.111577,1,0,4,0,0,1,4,0,0
main\java\org\apache\hadoop\hbase\HServerInfo.java,237,148,74,4,33,2,155,127,282,356,219,575,2560.255141,3.743967859,60.07948501,12776.82113,39.43463313,33,1,0,13,50,216,main\java\org\apache\hadoop\hbase\HServerInfo.java,26,62,650,9.538462,,,1,3.846154,38.765007,39.718803,294,0.452308,20.116667,3.094872,24,41,552,7.427536,,,2,8.333333,37.735847,41.984734,255.5,0.462862,0,0,2,0,2,0,,,2,100,6.861063,88.888885,1,0.5,0,0,26,4.459691,0.004319,2,24,0.343053,4.116638,0.095385,325,0.03666,5.184531,3.131538,0.605917,81358,338724,0.716586,0.172117,3.5,168.733215,0.005993,0.288927,555.002625,0.16357,0.608068,22.346153,0.859467,0.068213,0.025172,0.305434,1,0,1,0,0,1,1,0,0
main\java\org\apache\hadoop\hbase\client\HTable.java,1242,710,402,6,80,4,618,570,1188,1441,898,2339,11796.42439,28.00806736,313.4140444,120925.0111,373.2253428,80,1,0,48,251,1307,main\java\org\apache\hadoop\hbase\client\HTable.java,82,404,6642,6.082505,,,1,1.219512,73.927956,19.981455,3119,0.469587,878.921448,13.232782,61,57,3660,1.557377,,,7,11.47541,40.651802,28.867235,1801.5,0.492213,59,1.612022,22,55,462,11.904762,,,1,4.545455,69.639793,30.051813,203.5,0.440476,11.2,2.424242,82,14.06518,0.013621,22,61,3.773585,10.463121,0.060825,3321,0.150539,21.289389,17.501431,3.386328,83279,208816,0.700056,0.279193,78.558403,176.238068,0.134518,0.301778,3470.687256,1.022878,2.066856,74.259033,0.905598,0.036323,0.150383,0.491677,2,0,8,0,0,2,8,0,0
