class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,minor,trivial,high,middle,low,non
hbase-server\src\test\java\org\apache\hadoop\hbase\rest\HBaseRESTTestingUtility.java,57,41,29,3,6,2,23,47,70,102,74,176,998.9970052,1.974041943,5.651334346,4848.78199,14.96537651,6,1,0,5,211,1,hbase-server\src\test\java\org\apache\hadoop\hbase\rest\HBaseRESTTestingUtility.java,14,10,182,5.494505,,,5,35.714287,48.163265,64.598541,86,0.472527,24,13.186813,11,0,110,0,,,11,100,4.081633,38.46154,55,0.5,0,0,3,1,6,16.666666,,,2,66.666664,45.646259,71.38298,2.5,0.416667,0,0,14,0.952381,0.000768,3,11,0.204082,0.748299,0.054945,91,0.014873,2.103429,-5.126496,-1.547026,2146200,1418720,0.068493,0.103615,130.587906,12,0.088775,0.008158,64.159996,0.002971,0.03623,12.892858,0.920918,0.080255,0.008644,0.054291,0,1,0,0,0,1,0,0,0
hbase-server\src\main\java\org\apache\hadoop\hbase\rest\filter\GzipFilter.java,45,41,23,5,9,2,33,49,82,123,90,213,1172.929106,0.175664316,24.60444056,16655.01606,51.40437056,9,1,0,10,18,2,hbase-server\src\main\java\org\apache\hadoop\hbase\rest\filter\GzipFilter.java,3,2,6,33.333332,,,2,66.666664,0.544218,72.727272,2,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.333332,,,2,66.666664,0.544218,72.727272,2,0.333333,0,0,3,0.204082,0.000165,3,0,0.204082,0,0.333333,3,0.000016,0.002303,-44.256424,-13.355286,2162370,1413448,0.067981,0.104001,102.726097,1,0.069834,0.00068,0,0,0.000185,2.333333,0.777778,0.603427,0.074701,0.31746,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\rest\RESTServlet.java,70,42,16,2,11,1,23,18,41,43,28,71,310.9090341,0.483572927,8.608894028,1407.732009,4.34485188,11,1,0,4,214,30,hbase-server\src\main\java\org\apache\hadoop\hbase\rest\RESTServlet.java,21,61,420,14.523809,,,2,9.523809,32.857143,66.346153,179.5,0.427381,35.166668,8.373015,17,36,272,13.235294,,,4,23.529411,5.646258,39.523811,118,0.433824,0,0,4,2,12,16.666666,,,2,50,30.068027,85.328186,5,0.416667,0,0,21,1.428571,0.001152,4,17,0.272109,1.156463,0.145238,210,0.010367,1.466119,-2.905593,-0.876823,2112408,1420075,0.069589,0.103516,142.168854,26.333334,0.096648,0.017902,3850.580322,0.178315,0.073968,16.571428,0.789116,0.09565,0.020558,0.395304,0,1,0,1,0,1,0,1,0
hbase-server\src\main\java\org\apache\hadoop\hbase\rest\ResourceConfig.java,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,12,0,hbase-server\src\main\java\org\apache\hadoop\hbase\rest\ResourceConfig.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.000069,0.000021,2162370,2162370,0.067981,0.067981,1,1,0.00068,0.00068,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\util\AbstractHBaseTool.java,144,104,62,5,23,2,129,126,255,267,191,458,2148.881055,2.708269459,63.9101668,13676.45455,42.21127946,23,1,4,11,31,91,hbase-server\src\main\java\org\apache\hadoop\hbase\util\AbstractHBaseTool.java,10,12,90,13.333333,,,1,10,47.687077,61.87114,39,0.433333,15,16.666666,6,1,30,3.333333,,,5,83.333336,2.857143,63.636364,14.5,0.483333,0,0,4,3,12,25,,,1,25,46.802723,64.479851,4.5,0.375,0,0,10,0.680272,0.000549,4,6,0.272109,0.408163,0.133333,45,0.013837,1.956793,-1.491525,-0.450098,2150612,1422897,0.068353,0.10331,144.887894,8,0.098496,0.005438,169.981262,0.007872,0.007014,8.15,0.815,0.129113,0.034381,0.116131,0,0,1,0,0,0,1,0,0
hbase-common\src\main\java\org\apache\hadoop\hbase\HBaseConfiguration.java,127,81,51,3,16,2,96,86,182,193,131,324,1487.143409,28.50733486,59.62071193,14376.94347,44.37328232,16,2,0,10,22,45,hbase-common\src\main\java\org\apache\hadoop\hbase\HBaseConfiguration.java,125,396,15500,2.554839,,,7,5.6,63.061226,25.203915,7552,0.487226,460.485718,2.970876,122,231,14762,1.564829,,,26,21.311476,52.857143,28.244274,7265.5,0.492176,0,0,3,1,6,16.666666,,,2,66.666664,45.442177,72.06041,2.5,0.416667,0,0,125,8.503402,0.006859,3,122,0.204082,8.299319,0.025548,7750,0.081623,11.543184,-3.341549,-1.008381,412826,1424657,0.356082,0.103183,125.171211,487.274567,0.085093,0.331254,4512.186523,0.208953,1.543049,120.075996,0.960608,0.020085,0.241047,0.278678,0,1,2,0,0,1,2,0,0
hbase-common\src\main\java\org\apache\hadoop\hbase\io\ImmutableBytesWritable.java,228,129,62,4,29,2,154,93,247,324,173,497,2162.816815,4.934491935,75.46789863,15677.21083,48.38645318,29,1,0,12,27,96,hbase-common\src\main\java\org\apache\hadoop\hbase\io\ImmutableBytesWritable.java,29,22,812,2.70936,,,13,44.827587,20.680273,50.165016,395,0.486453,0,0,29,22,812,2.70936,,,13,44.827587,20.680273,50.165016,395,0.486453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1.972789,0.001591,0,29,0,1.972789,0.027094,406,0.013547,1.915826,-0.120348,-0.036318,411911,2162370,0.356873,0.067981,1,380.962708,0.00068,0.258982,0,0,0.066855,27.724138,0.956005,0.043082,0.006661,0.111591,0,0,2,1,0,0,2,1,0
hbase-client\src\main\java\org\apache\hadoop\hbase\client\Result.java,647,317,185,6,76,2,367,306,673,1178,652,1830,9255.20315,7.885980104,156.0759722,74344.26392,229.4576047,76,1,0,21,114,446,hbase-client\src\main\java\org\apache\hadoop\hbase\client\Result.java,111,442,12210,3.619984,,,2,1.801802,61.904762,24.904215,5884,0.4819,116.917854,0.957558,108,293,11556,2.535479,,,9,8.333333,51.632652,25.948717,5631.5,0.487323,0,0,3,2,6,33.333332,,,1,33.333332,37.823128,76.26886,2,0.333333,0,0,111,7.551021,0.006091,3,108,0.204082,7.346939,0.0362,6105,0.088784,12.556014,-2.430829,-0.733553,412570,1425404,0.356303,0.103129,94.870605,494.651154,0.064494,0.336269,645.185486,0.029878,0.542339,104.459457,0.941076,0.022563,0.221849,0.285066,1,0,0,0,0,1,0,0,0
hbase-server\src\test\java\org\apache\hadoop\hbase\util\MultiThreadedAction.java,313,230,139,12,26,4,101,111,212,383,254,637,3396.95683,1.37864024,74.4927722,48471.71271,149.6040516,26,1,2,16,58,60,hbase-server\src\test\java\org\apache\hadoop\hbase\util\MultiThreadedAction.java,12,28,132,21.212122,,,1,8.333333,59.183674,52.346569,52,0.393939,14.416667,10.921718,6,9,30,30,,,1,16.666666,2.44898,47.36842,10.5,0.35,0,0,6,4,30,13.333333,,,2,33.333332,58.843536,54.539722,13,0.433333,0,0,12,0.816327,0.000658,6,6,0.408163,0.408163,0.212121,66,0.020123,2.845814,-4.843349,-1.46158,2144738,1420208,0.06854,0.103506,130.667618,9.666667,0.088829,0.006571,55.885242,0.002588,0.071753,7.791667,0.649306,0.143468,0.020398,0.295737,0,0,0,0,0,0,0,0,1
hbase-common\src\main\java\org\apache\hadoop\hbase\util\test\LoadTestDataGenerator.java,65,12,1,1,7,0,49,24,73,77,26,103,374.6128735,1.266406239,38.68945884,2597.201978,8.016055488,7,1,2,2,19,21,hbase-common\src\main\java\org\apache\hadoop\hbase\util\test\LoadTestDataGenerator.java,5,6,20,30,,,2,40,2.040816,53.57143,7,0.35,4,20,4,6,12,50,,,1,25,1.768708,50.980392,3,0.25,0,0,1,0,0,,0,0,1,100,0.340136,100,0,,0,,5,0.340136,0.000274,1,4,0.068027,0.272109,0.3,10,0.001616,0.22858,-0.194518,-0.0587,2143275,1422986,0.068587,0.103304,78.82917,8.666667,0.053589,0.005892,16.666666,0.000772,0.000794,2.6,0.52,0.291349,0.008774,0.2025,0,0,0,0,0,0,0,0,1
hbase-common\src\main\java\org\apache\hadoop\hbase\util\test\LoadTestKVGenerator.java,75,39,22,2,8,1,69,49,118,144,85,229,1050.909999,1.09578052,25.47535886,5824.961399,17.97827592,8,1,0,7,23,9,hbase-common\src\main\java\org\apache\hadoop\hbase\util\test\LoadTestKVGenerator.java,5,1,20,5,,,4,80,34.149658,96.53846,9.5,0.475,5,25,3,0,6,0,,,3,100,1.292517,100,3,0.5,0,0,2,0,2,0,,,2,100,33.605442,98.602791,1,0.5,0,0,5,0.340136,0.000274,2,3,0.136054,0.204082,0.05,10,0.006195,0.876134,-1.20658,-0.36411,2138878,1423952,0.068728,0.103234,93.380135,8.566667,0.063481,0.005824,1012.666687,0.046895,0.145676,4.6,0.92,0.206553,0.001141,0.01579,0,0,0,0,0,0,0,0,1
hbase-common\src\main\java\org\apache\hadoop\hbase\util\Threads.java,207,119,71,4,24,2,163,133,296,355,226,581,2826.095044,6.913017684,81.89240175,34198.31026,105.5503403,24,1,0,16,23,66,hbase-common\src\main\java\org\apache\hadoop\hbase\util\Threads.java,58,255,3306,7.713249,,,1,1.724138,61.020409,30.232557,1525.5,0.461434,2.977778,0.090072,57,202,3192,6.328321,,,4,7.017544,50.544216,31.166107,1495,0.468358,0,0,1,0,0,,0,0,1,100,39.659863,100,0,,0,,58,3.945578,0.003183,1,57,0.068027,3.877551,0.077132,1653,0.058563,8.282122,-1.042137,-0.314486,412340,1425257,0.356502,0.103139,98.329269,483.434387,0.066845,0.328643,5.55943,0.000257,0.278877,51.612068,0.889863,0.031469,0.089515,0.254126,1,0,1,2,0,1,1,2,0
hbase-common\src\main\java\org\apache\hadoop\hbase\util\Bytes.java,1836,991,615,8,211,3,1556,900,2456,3664,2043,5707,28309.36684,229.5802496,829.7010501,423032.8606,1305.656977,211,1,0,36,111,4699,hbase-common\src\main\java\org\apache\hadoop\hbase\util\Bytes.java,493,3321,242556,1.369168,,,13,2.636917,82.925171,11.517385,119617.5,0.493154,14621.67481,6.028164,489,3024,238632,1.267223,,,14,2.862986,80.204079,11.839726,117804,0.493664,0,0,4,0,12,0,,,4,100,41.360546,97.124603,6,0.5,0,0,493,33.537415,0.027052,4,489,0.272109,33.265305,0.013692,121278,0.278088,39.327545,-1.982815,-0.598355,411177,1424923,0.35751,0.103163,114.583496,794.199585,0.077895,0.539905,76296.125,3.53316,20.159636,481.995941,0.977679,0.011917,0.334672,0.590542,0,0,4,0,1,0,4,1,0
hbase-server\src\test\java\org\apache\hadoop\hbase\filter\TestColumnPaginationFilter.java,52,30,13,1,5,0,22,31,53,41,43,84,357.4484485,0.632288607,16.2934793,2048.703732,6.323159668,5,1,0,8,46,9,hbase-server\src\test\java\org\apache\hadoop\hbase\filter\TestColumnPaginationFilter.java,4,3,12,25,,,2,50,22.653061,83.042397,4.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,,,2,50,22.653061,83.042397,4.5,0.375,0,0,4,0.272109,0.000219,4,0,0.272109,0,0.25,6,0.004656,0.658484,-14.781009,-4.460474,2162370,1421965,0.067981,0.103378,123.554153,1,0.083993,0.00068,0,0,0.004029,2.75,0.6875,0.259623,0.000265,0.018971,0,0,1,0,0,0,1,0,0
