class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,minor,trivial,high,middle,low,non
main\java\org\apache\hadoop\hbase\replication\ReplicationZookeeper.java,688,433,274,6,85,3,445,557,1002,1391,950,2341,12209.62306,6.030253542,205.3600154,98036.11981,302.5806167,85,1,0,28,156,239,main\java\org\apache\hadoop\hbase\replication\ReplicationZookeeper.java,15,38,210,18.095238,,,1,6.666667,66.882278,50.439026,86,0.409524,35,16.666666,6,3,30,10,,,3,50,4.398448,60.714287,13.5,0.45,0,0,9,21,72,29.166666,,,1,11.111111,66.752914,53.250774,25.5,0.354167,0,0,15,1.940492,0.001735,9,6,1.164295,0.776197,0.180952,105,0.027836,3.936651,-1.864846,-1.584077,111014,372003,0.696309,0.207794,81.771393,131.97258,0.105648,0.170507,761.095215,0.127539,0.096072,11.4,0.76,0.112119,0.031274,0.270744,0,1,2,0,0,1,2,0,0
main\java\org\apache\hadoop\hbase\util\Bytes.java,1560,851,534,7,168,3,1264,760,2024,3031,1711,4742,23743.02655,89.49884667,690.8709689,392830.2392,1212.43901,168,1,0,31,90,3022,main\java\org\apache\hadoop\hbase\util\Bytes.java,317,1846,100172,1.84283,,,9,2.839117,87.192757,12.168262,49163,0.490786,4907.169434,4.898744,316,1835,99540,1.84348,,,9,2.848101,87.192757,12.201303,48852.5,0.490783,4604.560059,4.625839,2,1,2,50,,,1,50,51.875809,97.094429,0.5,0.25,1,50,317,41.009056,0.036656,2,316,0.258732,40.879688,0.018428,50086,0.311317,44.026821,-2.301385,-1.954893,108594,372364,0.711826,0.207593,59.218769,467.000244,0.07651,0.603359,17525.5293,2.9368,22.552973,306.987427,0.968415,0.017177,0.325638,0.62251,1,0,0,0,0,1,0,0,0
main\java\org\apache\hadoop\hbase\util\Threads.java,99,54,28,4,15,2,85,57,142,153,92,245,1104.005999,2.917864368,26.92475097,5400.473633,16.6681285,15,1,0,8,18,21,main\java\org\apache\hadoop\hbase\util\Threads.java,23,80,506,15.810277,,,1,4.347826,64.683052,39.494473,213,0.420949,0.5,0.098814,22,59,462,12.770563,,,1,4.545455,46.571796,41.474655,201.5,0.436147,0,0,1,0,0,,0,0,1,100,51.487709,100,0,,0,,23,2.97542,0.00266,1,22,0.129366,2.846054,0.158103,253,0.046246,6.540128,-1.798922,-1.528079,109978,372363,0.702868,0.207593,58.8521,216.620041,0.076036,0.279871,3.45,0.000578,0.081116,18.02174,0.783554,0.067403,0.032641,0.215417,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\zookeeper\ClusterId.java,42,37,16,3,9,2,40,35,75,70,51,121,529.4411391,1.455251631,16.71234093,2855.058303,8.811908343,9,1,0,5,68,9,main\java\org\apache\hadoop\hbase\zookeeper\ClusterId.java,6,10,30,33.333332,,,1,16.666666,51.746441,70.175438,10,0.333333,2.5,8.333333,2,0,2,0,,,2,100,13.583441,94.594597,1,0.5,0,0,4,5,12,41.666668,,,1,25,46.571796,78.431374,3.5,0.291667,0,0,6,0.776197,0.000694,4,2,0.517464,0.258732,0.333333,15,0.016204,2.29166,-1.501025,-1.275033,110435,372028,0.699959,0.20778,76.964317,158.103165,0.099437,0.204268,20.122473,0.003372,0.002534,4.166667,0.694444,0.190536,0.000752,0.068853,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\replication\regionserver\ReplicationSourceManager.java,560,360,214,7,41,2,165,252,417,681,437,1118,6293.350452,2.144044305,63.39846323,47421.96722,146.3640963,41,1,0,27,94,58,main\java\org\apache\hadoop\hbase\replication\regionserver\ReplicationSourceManager.java,8,12,56,21.428572,,,1,12.5,52.52264,81.037926,22,0.392857,6,10.714286,5,1,20,5,,,4,80,4.010349,62,9.5,0.475,0,0,3,3,6,50,,,1,33.333332,52.005177,89.135254,1.5,0.25,0,0,8,1.034929,0.000925,3,5,0.388098,0.646831,0.214286,28,0.014493,2.049678,-7.097047,-6.028528,111031,372034,0.696202,0.207777,76.254799,129.889252,0.09852,0.167816,168.87619,0.028299,0.002642,5.625,0.703125,0.195099,0.07345,0.206934,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\replication\regionserver\ReplicationSourceMetrics.java,86,49,29,2,5,1,29,46,75,113,69,182,858.5133733,0.652773051,17.25719935,5809.757741,17.93135105,5,1,0,8,22,3,main\java\org\apache\hadoop\hbase\replication\regionserver\ReplicationSourceMetrics.java,5,6,20,30,,,1,20,4.65718,63.157894,7,0.35,2.5,12.5,1,0,0,,0,0,1,100,2.069858,100,0,,0,,4,5,12,41.666668,,,1,25,2.97542,56.097561,3.5,0.291667,0,0,5,0.646831,0.000578,4,1,0.517464,0.129366,0.3,10,0.001807,0.255549,0.395568,0.336012,597529,371222,0.129366,0.208231,76.194061,2,0.098442,0.002584,20.884523,0.0035,0.018886,3.7,0.74,0.318345,0.061377,0.2325,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\replication\ReplicationPeer.java,107,51,20,2,12,1,27,23,50,44,33,77,315.2831038,0.665768143,13.92626111,1382.651152,4.267441828,12,1,0,10,67,45,main\java\org\apache\hadoop\hbase\replication\ReplicationPeer.java,5,7,20,35,,,1,20,53.040104,82.494972,6.5,0.325,0.5,2.5,3,1,6,16.666666,,,2,66.666664,3.622251,75.675674,2.5,0.416667,0,0,2,1,2,50,,,1,50,52.393272,88.04348,0.5,0.25,0,0,5,0.646831,0.000578,2,3,0.258732,0.388098,0.35,10,0.012744,1.802245,-1.379727,-1.171997,111637,372151,0.692423,0.207711,69.376244,108.956657,0.089633,0.140771,1.866667,0.000313,0.000524,2.9,0.58,0.263708,0.0118,0.142868,0,0,1,0,0,0,1,0,0
main\java\org\apache\hadoop\hbase\metrics\MetricsRate.java,56,46,23,2,9,1,51,47,98,111,65,176,778.9467639,1.995088076,18.93225342,3467.830879,10.70318172,9,2,0,4,18,13,main\java\org\apache\hadoop\hbase\metrics\MetricsRate.java,11,17,110,15.454545,,,1,9.090909,58.86158,71.993668,46.5,0.422727,4.333333,3.939394,10,11,90,12.222222,,,1,10,21.604139,71.367523,39.5,0.438889,1,1.111111,2,0,2,0,,,2,100,52.781372,98.07692,1,0.5,1,50,11,1.423027,0.001272,2,10,0.258732,1.293661,0.154545,55,0.015985,2.260562,-1.178904,-1.00141,110583,372234,0.699022,0.207665,64.496948,165.584381,0.083329,0.213933,121.457893,0.020353,0.200707,8.208333,0.746212,0.160839,0.115843,0.251677,0,1,0,0,0,1,0,0,0
test\java\org\apache\hadoop\hbase\regionserver\TestServerCustomProtocol.java,329,264,176,2,13,1,137,245,382,771,609,1380,7386.976966,1.011092039,123.1602823,125062.9252,385.9966828,13,1,0,22,464,19,test\java\org\apache\hadoop\hbase\regionserver\TestServerCustomProtocol.java,9,21,72,29.166666,,,1,11.111111,68.04657,43.760399,25.5,0.354167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,72,29.166666,,,1,11.111111,68.04657,43.760399,25.5,0.354167,0,0,9,1.164295,0.001041,9,0,1.164295,0,0.291667,36,0.034936,4.94069,-8.893775,-7.554743,598302,370159,0.129199,0.208829,103.19294,1,0.133324,0.001292,0,0,0.018845,6.111111,0.679012,0.139944,0.02499,0.108177,0,2,0,0,0,2,0,0,0
test\java\org\apache\hadoop\hbase\HBaseTestingUtility.java,1496,810,516,6,148,4,844,1024,1868,2487,1707,4194,21906.37932,29.78205696,330.0899892,146690.1984,452.747526,148,1,0,63,837,3121,test\java\org\apache\hadoop\hbase\HBaseTestingUtility.java,176,1123,30800,3.646104,,,2,1.136364,84.476067,15.477601,14838.5,0.481769,3572.133545,11.597836,144,57,20592,0.276807,,,89,61.805557,48.512291,22.123894,10267.5,0.498616,241,1.170357,34,137,1122,12.210339,,,1,2.941176,79.430786,23.651772,492.5,0.438948,85.666664,7.635175,176,22.768435,0.020352,34,144,4.398448,18.628719,0.036461,15400,0.221513,31.326733,-1.283718,-1.090443,109682,371441,0.704765,0.208108,144.733322,276.978241,0.186994,0.357853,54099.3125,9.065566,5.365565,165.39888,0.939766,0.027402,0.300937,0.574436,2,0,9,1,0,2,9,1,0
main\java\org\apache\hadoop\hbase\HRegionInfo.java,758,444,288,9,96,2,373,337,710,1378,793,2171,11000.40682,7.803552211,192.117417,136021.8541,419.8205372,96,2,2,26,145,843,main\java\org\apache\hadoop\hbase\HRegionInfo.java,398,2059,158006,1.303115,,,8,2.01005,90.556274,11.804384,77973.5,0.493484,22831.38281,14.449694,397,2056,157212,1.307788,,,8,2.015113,90.556274,11.810359,77578,0.493461,22279.38281,14.171554,9,13,72,18.055555,,,2,22.222221,53.686935,56.927299,29.5,0.409722,59,81.944443,398,51.487709,0.046022,9,397,1.164295,51.358345,0.013031,79003,0.344104,48.663712,-2.852283,-2.422848,108484,372073,0.712547,0.207755,75.319008,512.250061,0.097311,0.661822,72681.13281,12.179372,37.478649,389.144104,0.977749,0.013466,0.3043,0.625651,1,0,1,2,1,1,1,3,0
main\java\org\apache\hadoop\hbase\HRegionLocation.java,103,63,29,4,16,1,45,25,70,94,43,137,573.8535859,1.172179633,22.98323076,3973.242411,12.26309386,16,1,0,5,34,16,main\java\org\apache\hadoop\hbase\HRegionLocation.java,19,33,342,9.649123,,,2,10.526316,59.637775,50.108696,154.5,0.451754,26,7.602339,16,17,240,7.083333,,,3,18.75,33.764553,51.992031,111.5,0.464583,0,0,3,0,6,0,,,3,100,52.652004,97.368423,3,0.5,0,0,19,2.457956,0.002197,3,16,0.388098,2.069858,0.096491,171,0.031319,4.429226,-0.388982,-0.330417,109951,372353,0.70304,0.207599,60.518768,210.090256,0.07819,0.271434,764.677551,0.128139,0.196694,16.394737,0.862881,0.078604,0.051542,0.180943,0,0,0,0,0,0,0,0,1
test\java\org\apache\hadoop\hbase\MiniHBaseCluster.java,483,277,147,4,50,3,246,267,513,559,382,941,4567.116005,7.963746972,93.40899036,25037.50591,77.27625281,50,1,0,24,267,268,test\java\org\apache\hadoop\hbase\MiniHBaseCluster.java,48,247,2256,10.948582,,,1,2.083333,75.032341,27.724665,1004.5,0.445257,107.309525,4.756628,38,37,1406,2.631579,,,1,2.631579,35.18758,35.931309,684.5,0.486842,1,0.071124,11,40,110,36.363636,,,1,9.090909,72.703751,37.193913,35,0.318182,1.333333,1.212121,48,6.209573,0.00555,11,38,1.423027,4.915912,0.109486,1128,0.090287,12.768531,8.247472,7.005746,110231,371518,0.701255,0.208065,126.533432,199.253342,0.16348,0.257433,3205.153809,0.537096,0.164288,39.714287,0.827381,0.051525,0.167083,0.362085,0,0,0,1,0,0,0,1,0
main\java\org\apache\hadoop\hbase\client\Get.java,395,228,142,6,48,4,222,207,429,713,409,1122,6142.886366,30.80610061,75.49137788,59517.80543,183.6969304,48,3,0,25,69,281,main\java\org\apache\hadoop\hbase\client\Get.java,52,185,2652,6.975867,,,2,3.846154,64.941788,30.295715,1233.5,0.465121,103.51667,3.903343,47,121,2162,5.59667,,,3,6.382979,52.52264,31.570763,1020.5,0.472017,0,0,5,5,20,25,,,1,20,42.173351,87.870621,7.5,0.375,0,0,52,6.727037,0.006013,5,47,0.646831,6.080207,0.069759,1326,0.080997,11.454672,-2.204769,-1.872823,109808,372629,0.703956,0.207445,53.004765,241.543945,0.068482,0.312072,450.351746,0.075467,0.269962,46.35577,0.891457,0.038864,0.113947,0.290448,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\client\HTable.java,1493,884,512,7,107,4,765,719,1484,1913,1172,3085,15782.27161,34.61040528,389.9817094,152126.7161,469.5269015,107,1,1,55,261,1827,main\java\org\apache\hadoop\hbase\client\HTable.java,103,560,10506,5.330287,,,1,0.970874,78.654594,21.001728,4973,0.473349,912.027405,8.681014,84,92,6972,1.319564,,,6,7.142857,46.054333,27.769112,3440,0.493402,82,1.176133,20,43,380,11.315789,,,2,10,72.445023,34.419178,168.5,0.443421,11.333333,2.982456,103,13.324709,0.01191,20,84,2.587322,10.866753,0.053303,5253,0.141967,20.077114,-12.83416,-10.90187,109851,372197,0.70368,0.207686,79.49762,248.123581,0.10271,0.320573,4327.806641,0.725222,1.434283,93.923073,0.911875,0.035675,0.232454,0.516386,0,0,7,0,1,0,7,1,0
main\java\org\apache\hadoop\hbase\client\Put.java,382,206,133,8,47,3,297,265,562,901,538,1439,7459.806284,50.11138804,102.2028471,53746.50144,165.8842637,47,4,0,16,113,230,main\java\org\apache\hadoop\hbase\client\Put.java,87,327,7482,4.370489,,,1,1.149425,69.081497,24.394701,3577.5,0.478148,199.399994,2.665063,81,161,6480,2.484568,,,11,13.580247,56.14489,26.382978,3159.5,0.487577,0,0,6,8,30,26.666666,,,1,16.666666,46.442432,65.992645,11,0.366667,0,0,87,11.254851,0.01006,6,81,0.776197,10.478655,0.043705,3741,0.120773,17.079937,-2.633025,-2.236601,109819,372579,0.703885,0.207473,54.998821,254.503448,0.071058,0.328816,384.194733,0.064381,0.793146,81.160919,0.932884,0.02992,0.211585,0.324799,0,0,1,0,0,0,1,0,0
main\java\org\apache\hadoop\hbase\client\coprocessor\Batch.java,128,53,29,4,5,2,46,59,105,175,117,292,1669.624608,0.080366034,129.7579427,117668.0864,363.1731062,5,1,0,7,13,1,main\java\org\apache\hadoop\hbase\client\coprocessor\Batch.java,2,1,2,50,,,1,50,51.746441,98.280098,0.5,0.25,0,0,1,0,0,,0,0,1,100,1.164295,100,0,,0,,1,0,0,,0,0,1,100,51.487709,100,0,,0,,2,0.258732,0.000231,1,1,0.129366,0.129366,0.5,1,0.009794,1.385075,-1.823738,-1.549159,597529,371594,0.129366,0.208023,59.052101,2,0.076295,0.002584,0,0,0,1.25,0.625,0.559875,0.007598,0.056787,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\coprocessor\CoprocessorHost.java,620,410,206,6,35,2,173,265,438,602,431,1033,5794.160414,2.938575965,72.76025146,41649.8688,128.5489778,35,1,3,32,43,65,main\java\org\apache\hadoop\hbase\coprocessor\CoprocessorHost.java,17,31,272,11.397058,,,1,5.882353,61.448902,54.161915,120.5,0.443015,17.833334,6.556373,14,12,182,6.593407,,,4,28.571428,24.967659,51.604279,85,0.467033,0,0,3,2,6,33.333332,,,2,66.666664,53.945667,82.902588,2,0.333333,0,0,17,2.199224,0.001966,3,14,0.388098,1.811126,0.113971,136,0.030727,4.345419,-2.668903,-2.267077,110310,372357,0.700752,0.207596,60.318768,174.486526,0.077931,0.225435,24.039286,0.004028,0.068853,14.558824,0.856401,0.080206,0.033362,0.142643,0,1,2,1,0,1,2,1,0
main\java\org\apache\hadoop\hbase\ipc\ProtocolSignature.java,210,123,63,3,23,2,147,100,247,310,191,501,2388.030092,2.213464754,76.43860012,21931.06268,67.68846505,23,1,0,14,25,69,main\java\org\apache\hadoop\hbase\ipc\ProtocolSignature.java,5,2,20,10,,,3,60,23.544632,75.833336,9,0.45,0,0,5,2,20,10,,,3,60,23.544632,75.833336,9,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.646831,0.000578,0,5,0,0.646831,0.1,10,0.007576,1.07144,0.00567,0.004816,108794,598302,0.710517,0.129199,1,168.836563,0.001292,0.218135,0,0,0.043878,4.4,0.88,0.244807,0.017369,0.098848,0,1,0,0,0,1,0,0,0
main\java\org\apache\hadoop\hbase\util\JVMClusterUtil.java,219,144,81,13,31,4,92,113,205,348,213,561,3189.305152,0.414342322,40.45900388,33512.68037,103.4341987,31,1,0,19,58,6,main\java\org\apache\hadoop\hbase\util\JVMClusterUtil.java,27,123,702,17.521368,,,1,3.703704,63.777489,38.818897,289.5,0.412393,26.5,3.774929,20,38,380,10,,,1,5,28.589909,41.776939,171,0.45,0,0,7,12,42,28.571428,,,1,14.285714,60.802071,63.427799,15,0.357143,0,0,27,3.492885,0.003122,7,20,0.905563,2.587322,0.175214,351,0.052374,7.406769,-0.706807,-0.600392,110250,371560,0.701134,0.208042,119.383415,189.320023,0.154242,0.2446,379.451263,0.063586,0.029733,20.148148,0.746228,0.074422,0.078115,0.334209,0,0,1,0,0,0,1,0,0
main\java\org\apache\hadoop\hbase\HColumnDescriptor.java,739,399,256,12,94,3,434,461,895,1199,795,1994,10060.52487,19.78839012,183.0087987,77146.12551,238.1053256,94,1,1,26,71,879,main\java\org\apache\hadoop\hbase\HColumnDescriptor.java,96,375,9120,4.111842,,,2,2.083333,70.633896,23.373287,4372.5,0.479441,200.733337,2.201023,92,277,8372,3.308648,,,3,3.26087,60.155239,24.043434,4047.5,0.483457,0,0,4,2,12,16.666666,,,2,50,43.85511,84.328362,5,0.416667,0,0,96,12.419147,0.011101,4,92,0.517464,11.901682,0.041118,4560,0.130848,18.504692,0.367629,0.312279,109249,372079,0.707558,0.207752,72.397614,294.433105,0.093537,0.380405,9224.748047,1.545816,1.383756,90,0.9375,0.027563,0.236478,0.311313,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\coprocessor\ObserverContext.java,76,37,14,2,9,1,34,14,48,52,31,83,320.4329792,19.72238912,4.638054031,276.3835355,0.853035604,9,1,0,0,19,25,main\java\org\apache\hadoop\hbase\coprocessor\ObserverContext.java,7,1,42,2.380952,,,6,85.714287,4.786546,51.388889,20.5,0.488095,0,0,7,1,42,2.380952,,,6,85.714287,4.786546,51.388889,20.5,0.488095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.905563,0.000809,0,7,0,0.905563,0.02381,21,0.0051,0.721294,0.018891,0.016046,110023,598302,0.70258,0.129199,1,145.144028,0.001292,0.187525,0,0,0.003228,6.785714,0.969388,0.147028,0.000556,0.01422,0,0,0,0,0,0,0,0,1
