class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,minor,trivial,high,middle,low,non
main\java\org\apache\hadoop\hbase\HConstants.java,324,90,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,12,0,main\java\org\apache\hadoop\hbase\HConstants.java,4,6,12,50,,,1,25,28.747433,63.926941,3,0.25,0,0,4,6,12,50,,,1,25,28.747433,63.926941,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.821355,0.000862,0,4,0,0.821355,0.5,6,0.01793,2.535741,0,0,63780,237656,0.763562,0.204918,1,114.93573,0.002049,0.235524,0,0,0.002084,2.5,0.625,0.277337,0.001544,0.052698,1,1,3,0,0,2,3,0,0
main\java\org\apache\hadoop\hbase\HServerInfo.java,223,140,71,4,33,2,155,125,280,350,216,566,2520.402239,3.633680894,61.87329674,12763.69474,39.39411957,33,1,0,13,49,217,main\java\org\apache\hadoop\hbase\HServerInfo.java,20,64,380,16.842106,,,1,5,34.086243,35.24416,158,0.415789,8.083333,2.127193,18,43,306,14.052288,,,2,11.111111,33.264889,37.241379,131.5,0.429739,0,0,2,0,2,0,,,2,100,6.160164,83.333336,1,0.5,0,0,20,4.106776,0.004312,2,18,0.410678,3.696099,0.168421,190,0.043864,6.203272,2,5.697868,63282,236196,0.769571,0.206185,3.5,121.385719,0.007172,0.248741,54.702381,0.023112,0.179079,15.675,0.78375,0.087753,0.02652,0.299786,0,0,3,0,0,0,3,0,0
main\java\org\apache\hadoop\hbase\zookeeper\HQuorumPeer.java,237,182,140,10,32,3,118,237,355,606,471,1077,6796.908107,0.648523275,61.05775062,72672.30074,224.2972245,32,1,0,23,19,14,main\java\org\apache\hadoop\hbase\zookeeper\HQuorumPeer.java,6,6,30,20,,,1,16.666666,42.094456,61.746986,12,0.4,5,16.666666,3,0,6,0,,,3,100,4.106776,95.238098,3,0.5,2,33.333332,4,3,12,25,,,1,25,41.889118,64.761902,4.5,0.375,1,8.333333,6,1.232033,0.001294,4,3,0.821355,0.616016,0.2,15,0.021027,2.973606,4,11.395736,64642,158379,0.75338,0.30749,43.184551,85.326218,0.088493,0.174849,1037.666626,0.438422,0.088091,4.357143,0.72619,0.248185,0.108102,0.162055,0,0,2,0,0,0,2,0,0
main\java\org\apache\hadoop\hbase\client\RowLock.java,38,17,7,1,4,0,21,5,26,26,11,37,138.7379853,0.750711659,5.363654832,361.4441361,1.115568321,4,1,0,0,15,2,main\java\org\apache\hadoop\hbase\client\RowLock.java,6,9,30,30,,,1,16.666666,35.318275,59.310345,10.5,0.35,0,0,6,9,30,30,,,1,16.666666,35.318275,59.310345,10.5,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1.232033,0.001294,0,6,0,1.232033,0.3,15,0.02337,3.305059,0,0,63472,237656,0.767267,0.204918,1,141.450043,0.002049,0.289857,0,0,0.00141,3.25,0.541667,0.199182,0.000402,0.093006,0,0,0,0,0,0,0,0,1
test\java\org\apache\hadoop\hbase\master\TestServerManager.java,12,12,9,1,1,0,11,14,25,56,41,97,450.4540504,0.043625947,22.9221386,10325.37018,31.86842647,1,1,0,4,14,0,test\java\org\apache\hadoop\hbase\master\TestServerManager.java,1,0,0,,0,0,1,100,5.544148,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,5.544148,100,0,,0,,1,0.205339,0.000216,1,0,0.205339,0,,0,0.002224,0.314558,1,2.848934,237656,157742,0.204918,0.308732,51.252392,1,0.105025,0.002049,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
main\java\org\apache\hadoop\hbase\master\ServerManager.java,876,544,354,12,102,5,401,535,936,1744,1072,2816,15767.92519,8.227539092,184.0860727,140338.3534,433.1430661,102,1,0,48,247,377,main\java\org\apache\hadoop\hbase\master\ServerManager.java,27,93,702,13.247863,,,4,14.814815,64.476387,34.429825,304.5,0.433761,99.033333,14.107312,7,12,42,28.571428,,,2,28.571428,17.248461,50.2994,15,0.357143,11.166667,26.587301,23,74,506,14.624506,,,3,13.043478,64.271049,36.184971,216,0.426877,40.283333,7.961133,27,5.544148,0.005821,23,7,4.722793,1.437372,0.132479,351,0.066731,9.437213,23,65.525482,64527,158065,0.754723,0.308101,76.900047,97.221466,0.157582,0.199224,2760.435059,1.166305,1.390181,20.799999,0.77037,0.074636,0.109163,0.308045,2,3,22,0,0,5,22,0,0
test\java\org\apache\hadoop\hbase\io\hfile\TestLruBlockCache.java,490,293,237,7,34,2,200,312,512,1292,1028,2320,13163.95494,1.29309019,209.0692806,375236.8326,1158.138372,34,2,0,14,72,66,test\java\org\apache\hadoop\hbase\io\hfile\TestLruBlockCache.java,2,0,2,0,,,2,100,2.258727,84.615387,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,,2,100,2.258727,84.615387,1,0.5,0,0,2,0.410678,0.000431,2,0,0.410678,0,0,1,0.001289,0.182335,2,5.697868,237656,158156,0.204918,0.307924,31.382132,1,0.064308,0.002049,0,0,0.000282,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\util\ClassSize.java,259,129,103,17,23,6,67,84,151,279,182,461,2638.371425,1.752789645,29.19220564,33148.85225,102.3112724,23,1,0,8,16,9,main\java\org\apache\hadoop\hbase\util\ClassSize.java,8,8,56,14.285714,,,3,37.5,45.585217,65.680473,24,0.428571,2.5,4.464286,7,4,42,9.523809,,,4,57.142857,26.899384,72.777779,19,0.452381,0,0,1,0,0,,0,0,1,100,32.443531,100,0,,0,,8,1.64271,0.001725,1,7,0.205339,1.437372,0.142857,28,0.022933,3.243275,1,2.848934,64013,158491,0.760783,0.307273,36.05912,135.950043,0.073892,0.278586,613.63208,0.259264,0.946582,6,0.75,0.16327,0.02093,0.130789,0,0,1,0,0,0,1,0,0
main\java\org\apache\hadoop\hbase\io\hfile\LruBlockCache.java,597,377,221,9,43,3,154,234,388,684,417,1101,6266.522857,3.122469955,59.96091092,58380.09025,180.1854637,43,1,0,23,69,245,main\java\org\apache\hadoop\hbase\io\hfile\LruBlockCache.java,5,3,20,15,,,3,60,38.603695,77.366257,8.5,0.425,4,20,3,1,6,16.666666,,,2,66.666664,14.784394,88.888885,2.5,0.416667,0,0,2,0,2,0,,,2,100,33.059547,99.382713,1,0.5,0,0,5,1.026694,0.001078,2,3,0.410678,0.616016,0.15,10,0.015748,2.227048,2,5.697868,64589,158481,0.753998,0.307292,37.249607,91.387001,0.076331,0.187268,436,0.184213,0.615128,4.2,0.84,0.211145,0.000775,0.027165,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\io\hfile\CachedBlock.java,76,53,22,3,12,1,46,35,81,104,61,165,740.7411405,0.806456409,22.10215593,3860.4554,11.9149858,12,1,1,6,21,20,main\java\org\apache\hadoop\hbase\io\hfile\CachedBlock.java,4,1,12,8.333333,,,3,75,2.669405,76.470589,5.5,0.458333,3,25,3,1,6,16.666666,,,2,66.666664,1.437372,77.777779,2.5,0.416667,0,0,1,0,0,,0,0,1,100,1.64271,100,0,,0,,4,0.821355,0.000862,1,3,0.205339,0.616016,0.083333,6,0.001292,0.182755,1,2.848934,64924,158648,0.750108,0.306969,30.024988,73.729805,0.061527,0.151086,329,0.139005,0.782766,3.5,0.875,0.40625,0.054754,0.25,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\metrics\file\TimeStampingFileContext.java,74,65,38,3,12,1,23,32,55,93,83,176,861.8953543,0.243219825,18.97008625,9967.666952,30.76440417,12,2,0,11,18,13,main\java\org\apache\hadoop\hbase\metrics\file\TimeStampingFileContext.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,237656,237656,0.204918,0.204918,1,1,0.002049,0.002049,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\mapreduce\hadoopbackport\TotalOrderPartitioner.java,357,205,102,7,25,3,125,145,270,436,325,761,4268.605716,1.504172296,65.19660891,58461.07543,180.435418,25,2,0,16,28,41,main\java\org\apache\hadoop\hbase\mapreduce\hadoopbackport\TotalOrderPartitioner.java,3,2,6,33.333332,,,1,33.333332,25.051334,78.205132,2,0.333333,1,16.666666,1,0,0,,0,0,1,100,1.848049,100,0,,0,,2,1,2,50,,,1,50,24.229979,80.27211,0.5,0.25,0,0,3,0.616016,0.000647,2,1,0.410678,0.205339,0.333333,3,0.010516,1.487153,2,5.697868,64241,158490,0.758083,0.307275,36.346836,105.602509,0.074481,0.216399,229.868256,0.097121,0.003173,1.833333,0.611111,0.368904,0.00547,0.05044,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\util\Threads.java,91,53,29,4,14,2,79,55,134,152,91,243,1134.920882,1.633742805,29.14780474,7485.514979,23.10344129,14,1,0,8,17,15,main\java\org\apache\hadoop\hbase\util\Threads.java,8,14,56,25,,,1,12.5,43.942505,56.763927,21,0.375,0,0,7,7,42,16.666666,,,1,14.285714,24.024641,53.424656,17.5,0.416667,0,0,1,0,0,,0,0,1,100,32.443531,100,0,,0,,8,1.64271,0.001725,1,7,0.205339,1.437372,0.25,28,0.029478,4.168852,1,2.848934,64677,158489,0.752972,0.307277,36.142456,95.613968,0.074062,0.19593,0,0,0.009406,5.375,0.671875,0.151183,0.003832,0.097635,0,0,1,0,0,0,1,0,0
main\java\org\apache\hadoop\hbase\rest\RowSpec.java,345,314,208,13,72,4,230,176,406,874,508,1382,7595.410677,1.749128636,131.0890167,118250.6954,364.9712821,72,1,0,14,39,224,main\java\org\apache\hadoop\hbase\rest\RowSpec.java,6,8,30,26.666666,,,1,16.666666,43.326488,81.467178,11,0.366667,3.5,11.666667,5,7,20,35,,,1,20,6.98152,51.515152,6.5,0.325,0,0,1,0,0,,0,0,1,100,39.63039,100,0,,0,,6,1.232033,0.001294,1,5,0.205339,1.026694,0.266667,15,0.015556,2.199928,1,2.848934,230847,158139,0.210962,0.307957,31.480938,10.5,0.06451,0.021516,7.299603,0.003084,0.029976,4.25,0.708333,0.24587,0.009552,0.209356,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\HColumnDescriptor.java,603,321,199,11,76,3,368,370,738,948,622,1570,7773.743206,12.54765136,154.1809019,58308.14594,179.9634134,76,1,1,27,65,611,main\java\org\apache\hadoop\hbase\HColumnDescriptor.java,57,192,3192,6.015038,,,2,3.508772,70.431213,26.364336,1500,0.469925,110.949997,3.475877,53,133,2756,4.825835,,,3,5.660378,58.110882,26.926737,1311.5,0.475871,0,0,4,2,12,16.666666,,,2,50,42.299793,82.400002,5,0.416667,0,0,57,11.704312,0.01229,4,53,0.821355,10.882957,0.06015,1596,0.133053,18.816488,4,11.395736,63986,158439,0.761104,0.307374,40.311153,160.933258,0.082605,0.329781,1962.942627,0.829359,2.107257,51.263157,0.899354,0.036885,0.134965,0.296424,0,1,0,0,1,1,0,1,0
main\java\org\apache\hadoop\hbase\rest\RowResource.java,276,254,171,10,49,4,196,338,534,925,616,1541,9334.942678,1.451428886,77.24310399,90762.97637,280.1326431,49,2,0,23,170,4,main\java\org\apache\hadoop\hbase\rest\RowResource.java,25,79,600,13.166667,,,1,4,63.449692,38.432835,260.5,0.434167,85.333336,14.222222,10,10,90,11.111111,,,1,10,9.240247,43.26923,40,0.444444,0,0,15,23,210,10.952381,,,1,6.666667,61.396305,42.714287,93.5,0.445238,0,0,25,5.13347,0.00539,15,10,3.080082,2.053388,0.131667,300,0.050122,7.08832,15,42.734009,232786,149542,0.209205,0.325661,62.919075,11,0.128933,0.022541,263.652008,0.111395,0.976421,19.280001,0.7712,0.087452,0.023524,0.451243,0,0,1,0,0,0,1,0,0
main\java\org\apache\hadoop\hbase\client\Delete.java,315,170,108,5,36,3,210,194,404,600,361,961,4860.773922,8.368311978,79.38903911,39799.16621,122.8369327,36,1,0,16,72,161,main\java\org\apache\hadoop\hbase\client\Delete.java,23,59,506,11.660079,,,1,4.347826,65.503082,36.921295,223.5,0.4417,16.166666,3.194993,20,19,380,5,,,4,20,44.9692,38.692581,180.5,0.475,0,0,3,1,6,16.666666,,,2,66.666664,44.558521,72.818794,2.5,0.416667,0,0,23,4.722793,0.004959,3,20,0.616016,4.106776,0.116601,253,0.07555,10.684338,3,8.546802,64049,158591,0.760355,0.307079,34.184505,136.950058,0.07005,0.280635,11.603653,0.004903,0.260646,18.456522,0.802457,0.061753,0.028129,0.167915,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\client\HTablePool.java,123,67,34,3,14,1,96,74,170,184,125,309,1354.442883,3.540972193,32.8170821,5346.594001,16.50183334,14,1,0,13,26,32,main\java\org\apache\hadoop\hbase\client\HTablePool.java,10,15,90,16.666666,,,1,10,54.414783,59.284115,37.5,0.416667,9,10,7,7,42,16.666666,,,2,28.571428,9.650924,46.534653,17.5,0.416667,0,0,3,2,6,33.333332,,,1,33.333332,49.897331,70.231216,2,0.333333,0,0,10,2.053388,0.002156,3,7,0.616016,1.437372,0.166667,45,0.028915,4.08918,3,8.546802,224060,158119,0.217352,0.307996,34.036877,16.083334,0.069748,0.032958,17.00663,0.007185,0.065209,7.05,0.705,0.131832,0.009116,0.142295,0,2,0,1,0,2,0,1,0
main\java\org\apache\hadoop\hbase\client\HTable.java,1095,636,370,6,69,4,540,499,1039,1275,782,2057,10286.01841,20.84211471,271.7099255,99298.0739,306.4755367,69,1,0,43,206,1168,main\java\org\apache\hadoop\hbase\client\HTable.java,73,344,5256,6.544901,,,1,1.369863,72.895279,20.472895,2456,0.467276,815.784546,15.521014,55,75,2970,2.525253,,,9,16.363636,51.334702,30.562347,1447.5,0.487374,53,1.784512,19,42,342,12.280702,,,2,10.526316,63.039013,33.081898,150,0.438596,9.7,2.836257,73,14.989733,0.01574,19,55,3.901437,11.293634,0.065449,2628,0.163228,23.083893,19,54.129742,63809,158183,0.763215,0.307871,63.369053,177.06662,0.129855,0.362841,24223.61719,10.234668,2.26662,64.067566,0.877638,0.039603,0.133238,0.493024,1,2,5,1,0,3,5,1,0
main\java\org\apache\hadoop\hbase\client\Put.java,499,267,168,8,61,3,346,305,651,1034,619,1653,8506.140467,32.06184062,134.6777104,69380.75801,214.138142,61,1,0,19,104,402,main\java\org\apache\hadoop\hbase\client\Put.java,53,164,2756,5.950653,,,2,3.773585,69.199181,26.535433,1296,0.470247,84.949997,3.082366,49,90,2352,3.826531,,,6,12.244898,54.209446,27.385893,1131,0.480867,0,0,4,2,12,16.666666,,,2,50,44.9692,71.568626,5,0.416667,0,0,53,10.882957,0.011427,4,49,0.821355,10.061602,0.059507,1378,0.131088,18.53858,4,11.395736,63981,158590,0.761163,0.307081,34.684502,157.616669,0.071075,0.322985,169.656616,0.071681,1.431062,47.849056,0.902812,0.036494,0.103217,0.273179,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\rest\model\CellModel.java,142,73,31,2,17,1,95,67,162,197,110,307,1279.958026,3.126951121,33.97524642,4823.117532,14.88616522,17,1,0,8,73,85,main\java\org\apache\hadoop\hbase\rest\model\CellModel.java,12,20,132,15.151515,,,2,16.666666,29.363449,61.37339,56,0.424242,12,9.090909,10,15,90,16.666666,,,2,20,13.141684,48.854961,37.5,0.416667,0,0,2,0,2,0,,,2,100,20.944559,100,1,0.5,0,0,12,2.464066,0.002587,2,10,0.410678,2.053388,0.151515,66,0.017035,2.409158,2,5.697868,227440,157148,0.214122,0.309899,34.017838,16.5,0.069709,0.033811,385.959534,0.163071,0.35827,8.833333,0.736111,0.146287,0.040901,0.293614,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\rest\model\CellSetModel.java,78,57,32,4,12,3,42,67,109,158,116,274,1420.449346,1.827405201,18.00810286,7831.95023,24.17268589,12,1,0,14,52,9,main\java\org\apache\hadoop\hbase\rest\model\CellSetModel.java,11,16,110,14.545455,,,2,18.181818,13.347023,44.52055,47,0.427273,11.5,10.454545,7,1,42,2.380952,,,6,85.714287,12.320329,50.42017,20.5,0.488095,0,0,4,2,12,16.666666,,,2,50,3.080082,55.555557,5,0.416667,0,0,11,2.258727,0.002372,4,7,0.821355,1.437372,0.145455,55,0.011625,1.644039,4,11.395736,229387,155852,0.212305,0.312476,31.241339,13,0.064019,0.026639,32.75238,0.013838,0.509669,8.227273,0.747934,0.152263,0.035444,0.268535,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\rest\model\RowModel.java,93,45,16,1,11,0,68,34,102,84,46,130,508.6122737,3.364957927,25.20586693,1972.704338,6.088593637,11,1,0,9,22,44,main\java\org\apache\hadoop\hbase\rest\model\RowModel.java,10,16,90,17.777779,,,1,10,13.141684,44.137932,37,0.411111,0.5,0.555556,9,8,72,11.111111,,,2,22.222221,12.936345,47.36842,32,0.444444,0,0,1,0,0,,0,0,1,100,2.464066,100,0,,0,,10,2.053388,0.002156,1,9,0.205339,1.848049,0.177778,45,0.011953,1.690343,1,2.848934,228413,156828,0.21321,0.310531,28.574671,15,0.058555,0.030738,0.5,0.000211,0.019275,6.95,0.695,0.172383,0.035248,0.288115,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\rest\ResourceBase.java,8,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,2,17,0,main\java\org\apache\hadoop\hbase\rest\ResourceBase.java,11,26,110,23.636364,,,1,9.090909,10.26694,36.496349,42,0.381818,0.166667,0.151515,10,17,90,18.888889,,,1,10,9.445585,39.316238,36.5,0.405556,0,0,1,0,0,,0,0,1,100,4.106776,100,0,,0,,11,2.258727,0.002372,1,10,0.205339,2.053388,0.236364,55,0.008674,1.226692,1,2.848934,232300,156160,0.209643,0.31186,34.443233,11.5,0.07058,0.023566,0.320513,0.000135,0.023371,6.409091,0.582645,0.187185,0.03299,0.407992,0,0,0,0,0,0,0,0,1
