class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,minor,trivial,high,middle,low,non
main\java\org\apache\hadoop\hbase\regionserver\CompactSplitThread.java,199,143,101,10,27,5,90,131,221,454,287,741,4388.913686,1.107331343,32.50980906,41625.28479,128.4731012,27,2,0,22,402,12,main\java\org\apache\hadoop\hbase\regionserver\CompactSplitThread.java,10,25,90,27.777779,,,1,10,52.772076,41.119999,32.5,0.361111,2.333333,2.592592,2,2,2,100,1,1,1,50,12.114989,86.764709,0,0,0,0,9,18,72,25,,,1,11.111111,52.772076,41.788616,27,0.375,1,1.388889,10,2.053388,0.002156,9,2,1.848049,0.410678,0.277778,45,0.046163,6.528375,9,25.640406,65147,158083,0.74754,0.308066,68.583313,69.091278,0.14054,0.14158,6.627778,0.0028,0.014118,6.181818,0.618182,0.140197,0.075738,0.13937,1,2,0,0,0,3,0,0,0
main\java\org\apache\hadoop\hbase\regionserver\LogRoller.java,109,95,67,12,19,4,55,74,129,233,138,371,2152.442291,0.483049591,23.73942611,20558.68401,63.45272841,19,2,0,16,106,5,main\java\org\apache\hadoop\hbase\regionserver\LogRoller.java,6,9,30,30,,,1,16.666666,56.673512,58.350952,10.5,0.35,0.5,1.666667,1,0,0,,0,0,1,100,11.909651,100,0,,0,,6,9,30,30,,,1,16.666666,56.673512,58.350952,10.5,0.35,0.5,1.666667,6,1.232033,0.001294,6,1,1.232033,0.205339,0.3,15,0.029626,4.189682,6,17.093603,65148,158103,0.747529,0.308027,64.233307,68.59127,0.131626,0.140556,7.452381,0.003149,0.100226,3.785714,0.630952,0.230502,0.101323,0.12503,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\regionserver\Store.java,1404,890,596,17,169,6,635,929,1564,2931,1781,4712,28513.46327,6.44192065,258.4853868,299619.9107,924.7528107,169,1,0,56,388,878,main\java\org\apache\hadoop\hbase\regionserver\Store.java,30,135,870,15.517241,,,1,3.333333,70.431213,28.022877,367.5,0.422414,157.233337,18.072798,12,8,132,6.060606,,,6,50,24.435318,48.57143,62,0.469697,38,28.787878,22,73,462,15.800866,,,2,9.090909,68.172485,31.291235,194.5,0.420996,65,14.069264,30,6.160164,0.006468,22,12,4.517454,2.464066,0.155172,435,0.094516,13.366511,22,62.676544,64655,158105,0.753229,0.308023,72.242828,98.813972,0.148039,0.202488,6292.717285,2.658722,0.52221,22.852942,0.761765,0.071724,0.061693,0.392743,5,1,8,2,0,6,8,2,0
main\java\org\apache\hadoop\hbase\regionserver\WrongRegionException.java,15,8,3,1,2,0,5,3,8,6,4,10,30,0.655049482,1.52660223,45.79806691,0.141352058,2,4,0,1,41,1,main\java\org\apache\hadoop\hbase\regionserver\WrongRegionException.java,3,4,6,66.666664,,,1,33.333332,20.73922,67.785233,1,0.166667,0,0,3,4,6,66.666664,,,1,33.333332,20.73922,67.785233,1,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.616016,0.000647,0,3,0,0.616016,0.666667,3,0.013442,1.900946,0,0,64186,237656,0.758732,0.204918,1,93.480659,0.002049,0.191559,0,0,0,1.666667,0.555556,0.371625,0.000302,0.055789,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\regionserver\StoreFile.java,853,502,282,9,62,3,237,261,498,701,456,1157,5959.48292,2.890100541,89.30586558,37763.41171,116.5537399,62,1,0,36,105,339,main\java\org\apache\hadoop\hbase\regionserver\StoreFile.java,21,89,420,21.190475,,,1,4.761905,68.172485,35.584137,165.5,0.394048,49.583332,11.805555,12,19,132,14.393939,,,1,8.333333,29.774128,50,56.5,0.42803,10,7.575758,10,22,90,24.444445,,,1,10,62.422997,46.76923,34,0.377778,2.333333,2.592592,21,4.312115,0.004528,10,12,2.053388,2.464066,0.211905,210,0.06973,9.861273,10,28.489338,64273,158291,0.757705,0.307661,51.329807,118.064323,0.105184,0.241935,2008.640015,0.848666,0.400425,14.090909,0.670996,0.101167,0.040869,0.413473,1,0,3,0,0,1,3,0,0
main\java\org\apache\hadoop\hbase\regionserver\RegionServerRunningException.java,17,9,3,1,2,0,5,3,8,6,4,10,30,0.5169925,1.934264036,58.02792109,0.179098522,2,4,0,1,41,1,main\java\org\apache\hadoop\hbase\regionserver\RegionServerRunningException.java,1,0,0,,0,0,1,100,11.909651,100,0,,0,,1,0,0,,0,0,1,100,11.909651,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.205339,0.000216,0,1,0,0.205339,,0,0.004601,0.650664,0,0,64662,237656,0.753147,0.204918,1,69.09127,0.002049,0.14158,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\regionserver\ShutdownHook.java,191,111,69,9,12,3,57,84,141,226,151,377,2170.919962,0.337003295,34.41162609,31944.9781,98.59561142,12,1,0,17,18,2,main\java\org\apache\hadoop\hbase\regionserver\ShutdownHook.java,5,7,20,35,,,1,20,47.638603,55.903614,6.5,0.325,0,0,1,0,0,,0,0,1,100,11.909651,100,0,,0,,4,3,12,25,,,1,25,44.147842,60.224091,4.5,0.375,0,0,5,1.026694,0.001078,4,1,0.821355,0.205339,0.35,10,0.026317,3.72176,4,11.395736,65143,158425,0.747586,0.307401,41.566704,68.94841,0.085178,0.141288,0,0,0.006876,2.8,0.56,0.216799,0.000177,0.041077,1,0,0,0,0,1,0,0,0
test\java\org\apache\hadoop\hbase\master\TestMasterTransitions.java,513,345,232,6,40,5,198,311,509,790,556,1346,7736.458423,1.838935751,80.56234461,66355.11515,204.7997381,40,1,0,36,333,44,test\java\org\apache\hadoop\hbase\master\TestMasterTransitions.java,20,88,380,23.157894,,,1,5,66.735115,28.433947,146,0.384211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,88,380,23.157894,,,1,5,66.735115,28.433947,146,0.384211,0,0,20,4.106776,0.004312,20,0,4.106776,0,0.231579,190,0.083801,11.851237,20,56.978676,237656,155109,0.204918,0.313973,82.550041,1,0.16916,0.002049,0,0,0.092934,12.625,0.63125,0.076628,0.007885,0.230791,1,0,4,0,0,1,4,0,0
main\java\org\apache\hadoop\hbase\util\Writables.java,128,64,35,3,12,1,110,65,175,201,114,315,1515.187267,3.537424807,29.29135016,8387.672897,25.88787931,12,1,0,9,20,21,main\java\org\apache\hadoop\hbase\util\Writables.java,20,62,380,16.31579,,,1,5,45.585217,34.905659,159,0.418421,2.75,0.723684,18,31,306,10.130719,,,3,16.666666,34.29158,36.147186,137.5,0.449346,0,0,2,0,2,0,,,2,100,28.747433,80.45977,1,0.5,0,0,20,4.106776,0.004312,2,18,0.410678,3.696099,0.163158,190,0.061813,8.741614,2,5.697868,64233,158583,0.758177,0.307095,34.767834,124.202362,0.071246,0.254513,5.109524,0.002159,0.064296,15.375,0.76875,0.077862,0.039313,0.214413,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\master\HMaster.java,1195,859,566,18,160,5,675,965,1640,2718,1711,4429,25956.27789,6.235804494,320.487239,261800.7589,808.0270338,160,2,3,86,882,1707,main\java\org\apache\hadoop\hbase\master\HMaster.java,75,393,5550,7.081081,,,4,5.333333,74.743324,19.25926,2578.5,0.464595,1827.661865,32.930843,39,93,1482,6.275304,,,3,7.692307,35.523613,28.038898,694.5,0.468623,831.616638,56.114487,52,197,2652,7.428356,,,4,7.692307,73.305954,22.884615,1227.5,0.462858,679.266663,25.613373,75,15.400411,0.016171,52,39,10.677618,8.008214,0.070811,2775,0.159408,22.543633,52,148.144562,64177,157969,0.758839,0.308288,99.416725,137.985641,0.203723,0.282757,26320.50586,11.12062,4.631549,66.489014,0.88652,0.040013,0.093326,0.565596,8,9,28,0,0,17,28,0,0
main\java\org\apache\hadoop\hbase\master\RegionServerOperationQueue.java,207,121,69,14,32,4,112,109,221,326,185,511,2666.271901,2.301391162,46.26398261,19422.64138,59.94642402,32,1,0,21,27,29,main\java\org\apache\hadoop\hbase\master\RegionServerOperationQueue.java,14,31,182,17.032967,,,1,7.142857,48.665298,48.367348,75.5,0.414835,25.5,14.010989,7,6,42,14.285714,,,2,28.571428,17.043121,55.333332,18,0.428571,8,19.047619,8,4,56,7.142857,,,4,50,43.737167,61.560692,26,0.464286,5.5,9.821428,14,2.874743,0.003019,8,7,1.64271,1.437372,0.17033,91,0.036497,5.161517,8,22.791471,64524,158239,0.754758,0.307762,52.745262,97.638123,0.108085,0.200078,506.100006,0.213831,0.098476,10.599999,0.757143,0.115533,0.060258,0.223498,1,0,3,0,0,1,3,0,0
main\java\org\apache\hadoop\hbase\master\RegionServerOperation.java,95,66,34,3,15,2,70,52,122,144,81,225,963.4405582,1.643181757,31.3264434,4928.28781,15.21076484,15,1,2,9,36,53,main\java\org\apache\hadoop\hbase\master\RegionServerOperation.java,6,10,30,33.333332,,,1,16.666666,40.451744,65.886284,10,0.333333,3.666667,12.222222,3,0,6,0,,,3,100,5.749486,75.675674,3,0.5,2,33.333332,4,6,12,50,,,1,25,40.451744,71.376808,3,0.25,2,16.666666,6,1.232033,0.001294,4,3,0.821355,0.616016,0.333333,15,0.02011,2.843923,4,11.395736,64875,158118,0.750674,0.307998,63.033283,76.344856,0.129167,0.156444,147.208008,0.062197,0.015203,4,0.666667,0.226233,0.073793,0.128858,0,0,1,0,0,0,1,0,0
main\java\org\apache\hadoop\hbase\master\ProcessRegionClose.java,75,48,30,5,7,1,33,33,66,112,66,178,949.0192012,0.341205556,20.46845442,14256.36791,44.00113551,7,3,0,7,70,0,main\java\org\apache\hadoop\hbase\master\ProcessRegionClose.java,5,7,20,35,,,1,20,24.435318,62.303665,6.5,0.325,6,30,1,0,0,,0,0,1,100,5.544148,100,0,,0,,4,4,12,33.333332,,,1,25,23.408625,69.512192,4,0.333333,0,0,5,1.026694,0.001078,4,1,0.821355,0.205339,0.35,10,0.015044,2.127571,4,11.395736,64883,158120,0.750582,0.307994,62.699955,74.628204,0.128484,0.152927,180,0.076051,0.001865,3,0.6,0.253382,0.015777,0.118573,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\master\ProcessServerShutdown.java,332,261,170,19,44,4,95,169,264,561,339,900,5513.09202,0.902480983,32.59524742,48053.77891,148.3141324,44,2,0,31,211,11,main\java\org\apache\hadoop\hbase\master\ProcessServerShutdown.java,16,65,240,27.083334,,,1,6.25,57.289528,38.696255,87.5,0.364583,18.166666,7.569445,1,0,0,,0,0,1,100,5.544148,100,0,,0,,16,65,240,27.083334,,,1,6.25,57.289528,38.696255,87.5,0.364583,18.166666,7.569445,16,3.285421,0.00345,16,1,3.285421,0.205339,0.270833,120,0.054522,7.710607,16,45.582943,64884,158054,0.75057,0.308123,75.116676,74.461533,0.153928,0.152585,31.164286,0.013167,0.083001,10.323529,0.645221,0.103993,0.042677,0.255207,0,0,2,0,0,0,2,0,0
main\java\org\apache\hadoop\hbase\master\ProcessRegionStatusChange.java,53,41,26,4,8,2,22,14,36,54,23,77,324.6164904,0.571378043,7.348665934,1277.375201,3.942516053,8,2,2,5,50,0,main\java\org\apache\hadoop\hbase\master\ProcessRegionStatusChange.java,7,15,42,35.714287,,,1,14.285714,24.024641,53.18182,13.5,0.321429,3,7.142857,2,0,2,0,,,2,100,2.669405,81.25,1,0.5,0,0,5,9,20,45,,,1,20,23.819302,56.862743,5.5,0.275,0,0,7,1.437372,0.001509,5,2,1.026694,0.410678,0.357143,21,0.017592,2.487819,5,14.244669,65235,158116,0.746532,0.308002,63.699955,62.374649,0.130533,0.127817,4.45,0.00188,0.002679,3.785714,0.540816,0.21853,0.023104,0.223102,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\mapred\HRegionPartitioner.java,48,40,24,6,9,3,36,42,78,120,71,191,1024.710819,0.279349013,15.30691682,8651.594021,26.70245068,9,1,0,12,90,0,main\java\org\apache\hadoop\hbase\mapred\HRegionPartitioner.java,7,11,42,26.190475,,,2,28.571428,60.574947,50.084888,15.5,0.369048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,42,26.190475,,,2,28.571428,60.574947,50.084888,15.5,0.369048,0,0,7,1.437372,0.001509,7,0,1.437372,0,0.261905,21,0.037095,5.245985,7,19.942537,237656,157834,0.204918,0.308552,49.302422,1,0.10103,0.002049,0,0,0.01799,4.214285,0.602041,0.161671,0.002183,0.062683,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\mapred\TableInputFormat.java,44,33,22,4,7,1,34,52,86,120,82,202,1098.840381,0.172404861,23.77959678,12720.64174,39.26123992,7,2,0,7,138,0,main\java\org\apache\hadoop\hbase\mapred\TableInputFormat.java,3,2,6,33.333332,,,1,33.333332,55.852158,67.493797,2,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.333332,,,1,33.333332,55.852158,67.493797,2,0.333333,0,0,3,0.616016,0.000647,3,0,0.616016,0,0.333333,3,0.022732,3.214751,3,8.546802,237656,157987,0.204918,0.308253,38.69009,1,0.079283,0.002049,0,0,0.003453,1.666667,0.555556,0.341646,0.000129,0.012357,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\mapred\TableOutputFormat.java,63,42,17,2,4,1,29,35,64,60,49,109,551.0114799,0.202852501,20.06206467,5265.891443,16.25275137,4,2,0,8,18,0,main\java\org\apache\hadoop\hbase\mapred\TableOutputFormat.java,5,6,20,30,,,1,20,46.40657,57.948719,7,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,20,30,,,1,20,46.40657,57.948719,7,0.35,0,0,5,1.026694,0.001078,5,0,1.026694,0,0.3,10,0.026356,3.727233,5,14.244669,237656,157733,0.204918,0.30875,55.885731,1,0.11452,0.002049,0,0,0.007968,3.2,0.64,0.213944,0.000177,0.034198,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\MasterNotRunningException.java,23,12,4,1,3,0,10,6,16,12,8,20,60,2.833221444,2.366000287,70.98000861,0.219074101,3,4,0,1,42,3,main\java\org\apache\hadoop\hbase\MasterNotRunningException.java,4,5,12,41.666668,,,1,25,22.381929,68.987343,3.5,0.291667,0,0,4,5,12,41.666668,,,1,25,22.381929,68.987343,3.5,0.291667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.821355,0.000862,0,4,0,0.821355,0.416667,6,0.013391,1.893812,0,0,63825,237656,0.763024,0.204918,1,109.502388,0.002049,0.22439,0,0,0.001801,2.625,0.65625,0.290487,0.005338,0.075965,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\MiniZooKeeperCluster.java,178,133,89,7,27,4,106,107,213,307,170,477,2661.19469,1.015972057,41.43580108,22554.41011,69.61237689,27,1,0,15,20,29,main\java\org\apache\hadoop\hbase\MiniZooKeeperCluster.java,6,7,30,23.333334,,,1,16.666666,43.326488,64.723923,11.5,0.383333,0,0,5,2,20,10,,,3,60,24.024641,69.64286,9,0.45,0,0,1,0,0,,0,0,1,100,32.443531,100,0,,0,,6,1.232033,0.001294,1,5,0.205339,1.026694,0.233333,15,0.023875,3.376458,1,2.848934,64489,158490,0.755168,0.307275,36.109123,102.188072,0.073994,0.209402,0,0,0.007409,3.833333,0.638889,0.193386,0.00627,0.074237,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\client\MetaScanner.java,148,85,56,13,15,5,58,88,146,289,201,490,3175.304436,0.6854845,19.75171011,39052.39949,120.5320972,15,1,0,15,81,3,main\java\org\apache\hadoop\hbase\client\MetaScanner.java,12,25,132,18.939394,,,2,16.666666,59.137577,42.729969,53.5,0.405303,12.5,9.469697,3,1,6,16.666666,,,2,66.666664,26.07803,83.006538,2.5,0.416667,1,16.666666,10,17,90,18.888889,,,2,20,55.441479,45.454544,36.5,0.405556,3,3.333333,12,2.464066,0.002587,10,3,2.053388,0.616016,0.189394,66,0.047479,6.71453,10,28.489338,64106,158303,0.759679,0.307638,51.992905,123.116768,0.106543,0.252288,1281.084351,0.541268,0.15926,8.115384,0.676282,0.114496,0.071907,0.127307,1,0,1,0,0,1,1,0,0
main\java\org\apache\hadoop\hbase\master\metrics\MasterMetrics.java,58,34,17,2,7,1,27,32,59,63,42,105,473.9385555,0.643676219,14.78086836,2305.377257,7.115361904,7,1,0,3,26,10,main\java\org\apache\hadoop\hbase\master\metrics\MasterMetrics.java,6,8,30,26.666666,,,1,16.666666,42.094456,71.929825,11,0.366667,6,20,2,2,2,100,1,1,1,50,16.427105,78.431374,0,0,0,0,4,4,12,33.333332,,,1,25,33.880905,90.163933,4,0.333333,0,0,6,1.232033,0.001294,4,2,0.821355,0.410678,0.266667,15,0.017407,2.461783,4,11.395736,64530,158319,0.754688,0.307607,45.682163,94.971474,0.093611,0.194614,1538.18335,0.649895,0.224835,3.833333,0.638889,0.226464,0.015807,0.157694,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\util\VersionInfo.java,63,31,11,2,12,0,9,16,25,30,22,52,241.4805219,0.11814338,8.464291453,2043.961517,6.308523202,12,1,0,6,18,11,main\java\org\apache\hadoop\hbase\util\VersionInfo.java,1,0,0,,0,0,1,100,15.400411,100,0,,0,,1,0,0,,0,0,1,100,15.400411,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.205339,0.000216,0,1,0,0.205339,,0,0.005313,0.751418,0,0,64048,237656,0.760367,0.204918,1,94.554802,0.002049,0.19376,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\master\RegionManager.java,1593,991,591,9,167,3,786,846,1632,2393,1494,3887,20066.90462,14.15302683,351.6453984,159173.2589,491.2754905,167,1,0,54,519,1655,main\java\org\apache\hadoop\hbase\master\RegionManager.java,29,124,812,15.270936,,,1,3.448276,62.628338,32.481361,344,0.423645,109.7873,13.520603,12,28,132,21.212122,,,1,8.333333,17.659138,40.758293,52,0.393939,37.083332,28.093435,22,77,462,16.666666,,,1,4.545455,62.628338,35.219398,192.5,0.416667,42.75,9.253246,29,5.954825,0.006253,22,12,4.517454,2.464066,0.152709,406,0.073191,10.350819,22,62.676544,64520,158040,0.754805,0.30815,78.866699,99.971451,0.161612,0.20486,1066.968262,0.450802,0.477215,22.117647,0.762677,0.087013,0.138359,0.429753,3,3,5,0,0,6,5,0,0
main\java\org\apache\hadoop\hbase\master\ZKMasterAddressWatcher.java,87,58,37,4,13,2,47,51,98,154,82,236,1143.09718,3.306489168,21.57244271,7847.577223,24.22091735,13,1,0,6,29,0,main\java\org\apache\hadoop\hbase\master\ZKMasterAddressWatcher.java,4,7,12,58.333332,,,1,25,41.273102,73.357666,2.5,0.208333,0,0,1,0,0,,0,0,1,100,15.400411,100,0,,0,,4,7,12,58.333332,,,1,25,41.273102,73.357666,2.5,0.208333,0,0,4,0.821355,0.000862,4,1,0.821355,0.205339,0.583333,6,0.017854,2.524913,4,11.395736,64534,158114,0.754641,0.308006,62.816612,94.054802,0.128723,0.192735,0,0,0,1.4,0.35,0.333769,0.160749,0.094457,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\master\MetaRegion.java,68,49,20,3,13,1,35,21,56,66,40,106,450.2055416,0.656090271,16.29047927,2185.776353,6.746223311,13,1,0,6,39,14,main\java\org\apache\hadoop\hbase\master\MetaRegion.java,21,89,420,21.190475,,,1,4.761905,51.74538,43.75,165.5,0.394048,7.75,1.845238,18,56,306,18.300653,,,1,5.555555,18.069815,30.985916,125,0.408497,0,0,3,1,6,16.666666,,,2,66.666664,44.558521,74.315071,2.5,0.416667,0,0,21,4.312115,0.004528,3,18,0.616016,3.696099,0.211905,210,0.047025,6.650326,3,8.546802,64512,158577,0.754898,0.307106,35.334499,103.054787,0.072407,0.211178,16.84697,0.007118,0.132975,15.5,0.738095,0.117085,0.109057,0.453934,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\master\NotAllMetaRegionsOnlineException.java,18,9,3,1,2,0,5,3,8,6,4,10,30,0.5169925,1.934264036,58.02792109,0.179098522,2,5,0,1,44,1,main\java\org\apache\hadoop\hbase\master\NotAllMetaRegionsOnlineException.java,3,2,6,33.333332,,,2,66.666664,17.864477,75.652176,2,0.333333,2,33.333332,2,2,2,100,1,1,1,50,15.811089,74.03846,0,0,0,0,1,0,0,,0,0,1,100,2.258727,100,0,,0,,3,0.616016,0.000647,1,2,0.205339,0.410678,0.333333,3,0.008005,1.132081,1,2.848934,64047,237169,0.760379,0.205339,2,95.054802,0.004098,0.194784,19.472172,0.008227,0.034523,2.333333,0.777778,0.351727,0.001018,0.026934,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\master\TableDelete.java,40,32,17,4,7,2,41,48,89,116,72,188,988.3119826,0.57163087,17.22404257,6953.982911,21.46291022,7,2,0,12,87,2,main\java\org\apache\hadoop\hbase\master\TableDelete.java,10,25,90,27.777779,,,1,10,61.396305,42.898136,32.5,0.361111,3,3.333333,1,0,0,,0,0,1,100,15.400411,100,0,,0,,10,25,90,27.777779,,,1,10,61.396305,42.898136,32.5,0.361111,3,3.333333,10,2.053388,0.002156,10,1,2.053388,0.205339,0.277778,45,0.047083,6.658492,10,28.489338,64534,158072,0.754641,0.308087,70.03331,94.054802,0.143511,0.192735,175.5,0.07415,0.039755,5.772727,0.577273,0.138576,0.090436,0.12395,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\master\TableOperation.java,137,112,70,4,11,2,60,49,109,121,68,189,854.7433261,2.13858089,33.81824273,4385.47353,13.53541213,11,1,4,18,59,12,main\java\org\apache\hadoop\hbase\master\TableOperation.java,13,43,156,27.564102,,,1,7.692307,51.129364,51.875,56.5,0.362179,18.866667,12.094017,5,7,20,35,,,1,20,16.221766,67.52137,6.5,0.325,0,0,9,26,72,36.111111,,,1,11.111111,51.129364,56.849316,23,0.319444,5,6.944445,13,2.669405,0.002803,9,5,1.848049,1.026694,0.275641,78,0.035592,5.033464,9,25.640406,64530,158100,0.754688,0.308033,67.149971,96.054802,0.137602,0.196834,550.263611,0.232491,0.064829,7.928571,0.60989,0.151168,0.142746,0.293801,0,0,1,0,0,0,1,0,0
main\java\org\apache\hadoop\hbase\master\AddColumn.java,21,16,5,2,3,1,22,21,43,39,29,68,302.0034354,0.417364282,9.700833394,1494.456929,4.612521385,3,3,0,8,102,0,main\java\org\apache\hadoop\hbase\master\AddColumn.java,6,9,30,30,,,1,16.666666,31.622177,48.734177,10.5,0.35,1,3.333333,1,0,0,,0,0,1,100,15.400411,100,0,,0,,6,9,30,30,,,1,16.666666,31.622177,48.734177,10.5,0.35,1,3.333333,6,1.232033,0.001294,6,1,1.232033,0.205339,0.3,15,0.02452,3.467668,6,17.093603,64534,158114,0.754641,0.308006,64.083282,94.054802,0.131318,0.192735,118.333336,0.049997,0.003748,3.071428,0.511905,0.214777,0.128688,0.076073,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\master\ModifyColumn.java,27,25,11,3,4,2,27,29,56,63,42,105,509.7702458,0.381979488,10.83082477,2930.861196,9.045867888,4,3,0,10,104,0,main\java\org\apache\hadoop\hbase\master\ModifyColumn.java,8,14,56,25,,,2,25,52.566734,50.097847,21,0.375,3,5.357143,1,0,0,,0,0,1,100,15.400411,100,0,,0,,8,14,56,25,,,2,25,52.566734,50.097847,21,0.375,3,5.357143,8,1.64271,0.001725,8,1,1.64271,0.205339,0.25,28,0.035112,4.965558,8,22.791471,64534,158104,0.754641,0.308025,65.866631,94.054802,0.134973,0.192735,476.333344,0.201255,0.351011,4.555555,0.569444,0.158408,0.099496,0.07464,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\master\DeleteColumn.java,24,21,9,2,3,1,26,30,56,71,45,116,576.4195162,0.382019294,10.8799485,3479.903454,10.74044276,3,3,0,8,105,0,main\java\org\apache\hadoop\hbase\master\DeleteColumn.java,6,9,30,30,,,1,16.666666,32.85421,55.363323,10.5,0.35,3,10,1,0,0,,0,0,1,100,15.400411,100,0,,0,,6,9,30,30,,,1,16.666666,32.85421,55.363323,10.5,0.35,3,10,6,1.232033,0.001294,6,1,1.232033,0.205339,0.3,15,0.023236,3.28601,6,17.093603,64534,158079,0.754641,0.308074,67.433281,94.054802,0.138183,0.192735,1225.604736,0.517828,0.002947,3.285714,0.547619,0.214816,0.12371,0.078281,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\master\ChangeTableState.java,122,102,64,16,21,3,65,100,165,358,225,583,3537.83436,0.659717496,30.92096066,43353.55948,133.8072823,21,2,0,19,149,2,main\java\org\apache\hadoop\hbase\master\ChangeTableState.java,11,31,110,28.181818,,,1,9.090909,49.897331,41.18644,39.5,0.359091,2.5,2.272727,1,0,0,,0,0,1,100,15.400411,100,0,,0,,11,31,110,28.181818,,,1,9.090909,49.897331,41.18644,39.5,0.359091,2.5,2.272727,11,2.258727,0.002372,11,1,2.258727,0.205339,0.281818,55,0.043484,6.149506,11,31.338272,64534,158085,0.754641,0.308062,69.116653,94.054802,0.141632,0.192735,180.865875,0.076417,0.021262,6.666667,0.606061,0.133364,0.072145,0.165938,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\master\ModifyTableMeta.java,43,36,15,2,6,1,48,61,109,103,83,186,893.6700122,0.78572984,20.85903736,4513.294992,13.92992282,6,2,0,16,102,4,main\java\org\apache\hadoop\hbase\master\ModifyTableMeta.java,11,22,110,20,,,1,9.090909,60.985626,42.489269,44,0.4,6,5.454545,1,0,0,,0,0,1,100,15.400411,100,0,,0,,11,22,110,20,,,1,9.090909,60.985626,42.489269,44,0.4,6,5.454545,11,2.258727,0.002372,11,1,2.258727,0.205339,0.2,55,0.047226,6.678701,11,31.338272,64534,158100,0.754641,0.308033,67.733307,94.054802,0.138798,0.192735,472.537292,0.199651,0.049739,7.291667,0.662879,0.122391,0.076486,0.113956,0,1,0,0,0,1,0,0,0
main\java\org\apache\hadoop\hbase\avro\generated\AFamilyDescriptor.java,36,36,20,8,17,1,29,57,86,133,83,216,1184.004116,0.149625228,31.11399493,21012.8349,64.8544287,17,2,0,5,14,2,main\java\org\apache\hadoop\hbase\avro\generated\AFamilyDescriptor.java,3,0,6,0,,,3,100,8.418891,77.35849,3,0.5,2,33.333332,1,0,0,,0,0,1,100,5.338809,100,0,,0,,2,0,2,0,,,2,100,5.338809,96.296295,1,0.5,0,0,3,0.616016,0.000647,2,1,0.410678,0.205339,0,3,0.001918,0.271215,2,5.697868,237169,236682,0.205339,0.205761,3,2,0.006148,0.004098,1.083333,0.000458,0.638538,3,1,0.333333,0,0,0,0,0,0,0,0,0,0,1
