class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,minor,trivial,high,middle,low,non
test\java\org\apache\hadoop\hbase\MiniHBaseCluster.java,482,276,146,4,50,3,246,266,512,556,380,936,4538.144703,9.937403372,87.70284082,23421.58475,72.28884182,50,1,0,24,276,268,test\java\org\apache\hadoop\hbase\MiniHBaseCluster.java,60,349,3540,9.858757,,,1,1.666667,73.758102,23.082123,1595.5,0.450706,169.346436,4.783797,49,66,2352,2.806123,,,1,2.040816,47.408207,32.590942,1143,0.485969,17.333334,0.736961,13,61,156,39.102566,,,1,7.692307,72.246223,31.84198,47.5,0.304487,16.85,10.801282,60,6.479482,0.005062,13,49,1.403888,5.291577,0.098588,1770,0.086322,12.207773,14.569905,16.415279,212316,502622,0.436142,0.184234,157.544052,302.442841,0.16995,0.32626,5762.562012,0.672764,0.200088,50.274193,0.837903,0.04091,0.164833,0.348805,0,0,1,0,0,0,1,0,0
main\java\org\apache\hadoop\hbase\regionserver\CompactSplitThread.java,241,187,124,9,37,3,146,176,322,516,338,854,4887.927957,1.558628545,62.64174772,51247.81779,158.1722771,37,1,0,23,138,61,main\java\org\apache\hadoop\hbase\regionserver\CompactSplitThread.java,10,31,90,34.444443,,,2,20,57.451405,51.750973,29.5,0.327778,18.916666,21.018518,5,3,20,15,,,3,60,17.062635,81.443298,8.5,0.425,8,40,7,23,42,54.761906,,,1,14.285714,57.23542,53.481331,9.5,0.22619,5.583333,13.293651,10,1.079914,0.000844,7,5,0.75594,0.539957,0.344444,45,0.021547,3.04721,18.001165,20.281132,212971,502679,0.434801,0.184213,147.060745,210.35527,0.158642,0.22692,819.481812,0.095672,0.011849,6.541667,0.654167,0.151893,0.08968,0.171755,0,0,2,2,0,0,2,2,0
main\java\org\apache\hadoop\hbase\constraint\ConstraintException.java,17,13,4,1,3,0,11,8,19,14,11,25,81.89147428,0.815881195,5.279991119,231.6426319,0.714946395,3,5,0,1,45,3,main\java\org\apache\hadoop\hbase\constraint\ConstraintException.java,2,0,2,0,,,2,100,2.37581,100,1,0.5,1,50,1,0,0,,0,0,1,100,0.215983,100,0,,0,,1,0,0,,0,0,1,100,2.159827,100,0,,0,,2,0.215983,0.000169,1,1,0.107991,0.107991,0,1,0.000364,0.051407,0.999471,1.12606,857476,857476,0.107991,0.107991,2,2,0.002157,0.002157,1,0.000117,0.001906,2,1,0.5,0,0,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\DoNotRetryIOException.java,25,11,4,1,3,0,11,8,19,14,11,25,81.89147428,4.017852458,2.107227248,103.0348248,0.318008719,3,4,9,1,42,3,main\java\org\apache\hadoop\hbase\DoNotRetryIOException.java,20,13,380,3.421053,,,9,45,34.557236,59.590317,183.5,0.482895,0,0,20,13,380,3.421053,,,9,45,34.557236,59.590317,183.5,0.482895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.159827,0.001687,0,20,0,2.159827,0.034211,190,0.014003,1.980295,-0.000749,-0.000843,203364,858402,0.455341,0.107875,1,259.125549,0.001079,0.279531,0,0,0.503442,19.075001,0.95375,0.067548,0.048798,0.125188,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\client\Put.java,364,196,128,8,44,3,284,258,542,882,527,1409,7330.148441,62.60953635,96.34100144,52879.25587,163.2075798,44,4,0,16,113,189,main\java\org\apache\hadoop\hbase\client\Put.java,111,453,12210,3.710074,,,5,4.504505,74.082077,21.390707,5878.5,0.48145,266.835724,2.185387,105,259,10920,2.371795,,,14,13.333333,65.33477,23.486025,5330.5,0.488141,0,0,6,8,30,26.666666,,,1,16.666666,44.816414,65.768623,11,0.366667,0,0,111,11.987041,0.009364,6,105,0.647948,11.339093,0.037101,6105,0.11618,16.430283,-0.478578,-0.539193,212164,503517,0.436455,0.183906,83.684212,344.642975,0.090274,0.371783,1975.10022,0.230588,1.667929,104.644142,0.94274,0.021765,0.195985,0.287782,1,1,0,1,0,2,0,1,0
test\java\org\apache\hadoop\hbase\ResourceCheckerJUnitRule.java,57,37,13,2,8,1,54,64,118,96,77,173,712.8574278,1.39604528,39.37204356,3811.145396,11.76279443,8,2,0,4,29,20,test\java\org\apache\hadoop\hbase\ResourceCheckerJUnitRule.java,256,250,65280,0.382966,,,101,39.453125,76.025917,20.506845,32515,0.498085,358,0.548407,255,249,64770,0.384437,,,101,39.607841,76.025917,20.518799,32260.5,0.498078,0,0,1,0,0,,0,0,1,100,0.215983,100,0,,0,,256,27.645788,0.021596,1,255,0.107991,27.537798,0.00383,32640,0.161275,22.807796,-2.27452,-2.562603,155384,855627,0.595943,0.108225,2.833333,471.800293,0.003056,0.508954,785.233337,0.091674,11.274195,254.544922,0.994316,0.007491,0.289837,0.094053,0,0,0,0,0,0,0,0,1
test\java\org\apache\hadoop\hbase\ResourceChecker.java,158,115,75,7,18,1,72,92,164,219,160,379,1807.376131,1.497955119,43.54138918,14758.13976,45.54981407,18,1,0,8,23,15,test\java\org\apache\hadoop\hbase\ResourceChecker.java,2,1,2,50,,,1,50,53.131748,78.720001,0.5,0.25,1,50,1,0,0,,0,0,1,100,27.645788,100,0,,0,,1,0,0,,0,0,1,100,39.848812,100,0,,0,,2,0.215983,0.000169,1,1,0.107991,0.107991,0.5,1,0.009493,1.342539,-2.608259,-2.938612,156142,855626,0.59305,0.108225,3,278.882965,0.003236,0.300845,28.233334,0.003296,0,1.25,0.625,0.50331,0.000001,0.003304,0,0,2,1,0,0,2,1,0
test\java\org\apache\hadoop\hbase\constraint\TestConstraints.java,166,102,71,3,9,2,74,117,191,403,273,676,3416.314278,0.509335019,76.65228241,47638.56997,147.0326234,9,1,0,18,73,15,test\java\org\apache\hadoop\hbase\constraint\TestConstraints.java,4,2,12,16.666666,,,2,50,19.006479,89.340103,5,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,16.666666,,,2,50,19.006479,89.340103,5,0.416667,0,0,4,0.431965,0.000337,4,0,0.431965,0,0.166667,6,0.00483,0.683057,-0.267865,-0.301792,858402,500535,0.107875,0.185002,93.384422,1,0.100738,0.001079,0,0,0.003211,3.125,0.78125,0.284253,0.002896,0.065233,0,0,0,1,0,0,0,1,0
main\java\org\apache\hadoop\hbase\HTableDescriptor.java,1111,570,363,10,135,3,583,575,1158,1737,1133,2870,14884.85998,32.7043412,207.6587477,121035.5446,373.5664958,135,1,1,31,108,1474,main\java\org\apache\hadoop\hbase\HTableDescriptor.java,154,931,23562,3.951277,,,2,1.298701,77.753777,16.794962,11315.5,0.480244,785.990051,3.335838,150,701,22350,3.136465,,,2,1.333333,72.138229,17.875301,10824.5,0.484318,554.02301,2.47885,5,5,20,25,,,1,20,55.723541,63.157894,7.5,0.375,2,10,154,16.630669,0.012991,5,150,0.539957,16.198704,0.039513,11781,0.15851,22.41666,-0.657819,-0.741136,211927,502936,0.436943,0.184119,118.913956,391.993042,0.128278,0.422862,17776.67969,2.075382,2.243577,144.032257,0.935274,0.022765,0.236627,0.450057,1,1,1,7,0,2,1,7,0
main\java\org\apache\hadoop\hbase\util\Pair.java,101,58,20,4,14,1,58,31,89,87,60,147,580.6913276,3.802906211,23.57923157,2687.274983,8.294058589,14,1,0,3,19,38,main\java\org\apache\hadoop\hbase\util\Pair.java,31,57,930,6.129032,,,4,12.903226,50.86393,41.829483,436.5,0.469355,0,0,31,57,930,6.129032,,,4,12.903226,50.86393,41.829483,436.5,0.469355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3.347732,0.002615,0,31,0,3.347732,0.06129,465,0.031505,4.455544,-0.088019,-0.099167,207821,858402,0.445576,0.107875,1,284.842712,0.001079,0.307274,0,0,0.583706,28.419355,0.916753,0.045807,0.014331,0.177703,0,0,0,0,0,0,0,0,1
test\java\org\apache\hadoop\hbase\constraint\TestConstraint.java,216,134,91,3,15,1,72,163,235,395,273,668,3717.735138,0.797475772,31.55019969,23669.6449,73.05445956,15,1,0,20,353,0,test\java\org\apache\hadoop\hbase\constraint\TestConstraint.java,9,15,72,20.833334,,,2,22.222221,54.967602,42.066116,28.5,0.395833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,72,20.833334,,,2,22.222221,54.967602,42.066116,28.5,0.395833,0,0,9,0.971922,0.000759,9,0,0.971922,0,0.208333,36,0.02519,3.562412,-6.63936,-7.480279,858402,500076,0.107875,0.185172,130.830643,1,0.141133,0.001079,0,0,0.040646,6.944444,0.771605,0.121706,0.00219,0.045353,0,0,1,3,0,0,1,3,0
test\java\org\apache\hadoop\hbase\constraint\WorksConstraint.java,14,7,0,1,1,0,4,3,7,4,3,7,19.65148445,0.101773482,9.825742227,193.0904206,0.595958088,1,3,1,2,12,0,test\java\org\apache\hadoop\hbase\constraint\WorksConstraint.java,1,0,0,,0,0,1,100,11.987041,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,11.987041,100,0,,0,,1,0.107991,0.000084,1,0,0.107991,0,,0,0.00255,0.360637,0.707124,0.796686,858402,502976,0.107875,0.184104,68.17852,1,0.073547,0.001079,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\constraint\Constraints.java,575,231,135,10,47,4,351,347,698,775,554,1329,6901.708422,4.641749691,144.8871883,49456.10724,152.6423063,47,1,0,25,58,288,main\java\org\apache\hadoop\hbase\constraint\Constraints.java,9,13,72,18.055555,,,1,11.111111,65.33477,49.067314,29.5,0.409722,7.5,10.416667,3,0,6,0,,,3,100,1.511879,82.352943,3,0.5,0,0,6,7,30,23.333334,,,2,33.333332,65.226784,49.671051,11.5,0.383333,0,0,9,0.971922,0.000759,6,3,0.647948,0.323974,0.180556,36,0.022521,3.184908,-3.699569,-4.168144,855624,502020,0.108225,0.184455,119.130615,4,0.128512,0.004315,165.050903,0.019269,0.058905,7.111111,0.790123,0.152601,0.033033,0.151819,0,0,0,1,0,0,0,1,0
test\java\org\apache\hadoop\hbase\constraint\CheckConfigurationConstraint.java,35,27,16,4,6,2,29,24,53,56,35,91,417.8454569,0.544440567,22.62559761,3635.402513,11.22037813,6,3,0,4,14,2,test\java\org\apache\hadoop\hbase\constraint\CheckConfigurationConstraint.java,3,1,6,16.666666,,,2,66.666664,36.717064,89.005234,2.5,0.416667,2,33.333332,1,0,0,,0,0,1,100,0.431965,100,0,,0,,2,1,2,50,,,1,50,36.50108,89.417992,0.5,0.25,0,0,3,0.323974,0.000253,2,1,0.215983,0.107991,0.166667,3,0.007512,1.062338,-2.528208,-2.848423,857476,502042,0.107991,0.184447,115.825844,2,0.124947,0.002157,120.33532,0.014049,0.009945,2.5,0.833333,0.336145,0.000025,0.004202,0,0,0,1,0,0,0,1,0
test\java\org\apache\hadoop\hbase\constraint\AllPassConstraint.java,8,5,0,1,1,0,4,3,7,4,3,7,19.65148445,0.101773482,9.825742227,193.0904206,0.595958088,1,3,0,2,12,0,test\java\org\apache\hadoop\hbase\constraint\AllPassConstraint.java,1,0,0,,0,0,1,100,11.987041,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,11.987041,100,0,,0,,1,0.107991,0.000084,1,0,0.107991,0,,0,0.00255,0.360637,0.707095,0.796653,858402,502976,0.107875,0.184104,68.17852,1,0.073547,0.001079,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\constraint\ConstraintProcessor.java,50,33,17,4,7,1,30,39,69,74,52,126,657.759378,0.22311192,20.53457385,5530.11051,17.06824231,7,2,0,17,63,1,main\java\org\apache\hadoop\hbase\constraint\ConstraintProcessor.java,4,4,12,33.333332,,,1,25,48.704105,68.024132,4,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33.333332,,,1,25,48.704105,68.024132,4,0.333333,0,0,4,0.431965,0.000337,4,0,0.431965,0,0.333333,6,0.013099,1.852434,-0.088296,-0.099479,858402,501170,0.107875,0.184768,115.947556,1,0.125078,0.001079,0,0,0.000314,2.75,0.6875,0.283625,0.003784,0.06373,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\constraint\BaseConstraint.java,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,11,0,main\java\org\apache\hadoop\hbase\constraint\BaseConstraint.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-0.000002,-0.000003,858402,858402,0.107875,0.107875,1,1,0.001079,0.001079,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\client\replication\ReplicationAdmin.java,136,68,33,3,18,1,86,64,150,152,94,246,1106.670384,2.508886795,30.57315602,5182.59306,15.99565759,18,1,0,12,130,10,main\java\org\apache\hadoop\hbase\client\replication\ReplicationAdmin.java,8,7,56,12.5,,,2,25,32.181427,71.980675,24.5,0.4375,11.5,20.535715,4,0,12,0,,,4,100,3.563715,49.253731,6,0.5,0,0,4,4,12,33.333332,,,1,25,31.85745,85.014412,4,0.333333,0,0,8,0.863931,0.000675,4,4,0.431965,0.431965,0.125,28,0.010959,1.549806,-19.784174,-22.289968,854698,502017,0.108342,0.184456,118.925888,5,0.128291,0.005394,20.133598,0.002351,0.002446,6.8125,0.851563,0.138354,0.007456,0.048188,0,0,0,0,0,0,0,0,1
main\java\org\apache\hadoop\hbase\HConstants.java,616,187,145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,12,0,main\java\org\apache\hadoop\hbase\HConstants.java,2,0,2,0,,,2,100,9.827214,98.91304,1,0.5,1,50,1,0,0,,0,0,1,100,0.431965,100,0,,0,,1,0,0,,0,0,1,100,9.50324,100,0,,0,,2,0.215983,0.000169,1,1,0.107991,0.107991,0,1,0.001755,0.248255,0.66616,0.750534,213390,503937,0.433947,0.183753,66.035248,175.224564,0.071235,0.189023,384,0.044831,0.001579,2,1,0.5,0,0,2,4,10,1,0,6,10,1,0
main\java\org\apache\hadoop\hbase\client\HConnectionManager.java,1709,1229,766,4,22,2,167,136,303,349,223,572,2823.530674,2.781100701,73.41898974,20401.73243,62.96830997,22,1,0,15,52,60,main\java\org\apache\hadoop\hbase\client\HConnectionManager.java,25,73,600,12.166667,,,1,4,61.015118,38.540245,263.5,0.439167,20.833334,3.472222,24,53,552,9.601449,,,1,4.166667,51.619869,43.573383,249.5,0.451993,19.333334,3.502415,2,1,2,50,,,1,50,49.784016,72.484276,0.5,0.25,0,0,25,2.699784,0.002109,2,24,0.215983,2.591793,0.121667,300,0.035403,5.006766,-4.808658,-5.417706,212328,502968,0.436118,0.184107,115.159172,291.526215,0.124228,0.314484,198.327164,0.023154,0.0657,20.846153,0.833846,0.063775,0.08192,0.193957,2,4,6,4,1,6,6,5,0
main\java\org\apache\hadoop\hbase\replication\ReplicationZookeeper.java,779,485,306,6,95,3,515,647,1162,1581,1091,2672,13889.26299,7.383241167,234.9640408,108641.1998,335.3123451,95,1,0,30,168,384,main\java\org\apache\hadoop\hbase\replication\ReplicationZookeeper.java,18,58,306,18.954248,,,1,5.555555,65.33477,44.485294,124,0.405229,37.75,12.336601,8,3,56,5.357143,,,5,62.5,4.427646,53.246754,26.5,0.473214,0,0,10,31,90,34.444443,,,1,10,65.226784,47.077164,29.5,0.327778,0,0,18,1.943844,0.001518,10,8,1.079914,0.863931,0.189542,153,0.026217,3.707638,-17.91011,-20.178543,213887,502864,0.432939,0.184145,127.616417,155.858536,0.137666,0.168132,820.692505,0.095814,0.076982,13.388889,0.743827,0.100301,0.036475,0.310269,1,1,3,0,0,2,3,0,0
main\java\org\apache\hadoop\hbase\zookeeper\ZooKeeperWatcher.java,404,222,131,13,46,3,141,201,342,503,337,840,4398.41123,17.43151794,50.8053614,33794.87029,104.3051552,46,1,0,24,73,160,main\java\org\apache\hadoop\hbase\zookeeper\ZooKeeperWatcher.java,69,305,4692,6.500426,,,3,4.347826,61.879051,28.507463,2193.5,0.467498,427.270325,9.106358,62,192,3782,5.076679,,,1,1.612903,41.576675,29.52454,1795,0.474617,168.607941,4.458169,10,14,90,15.555555,,,4,40,51.079914,59.051186,38,0.422222,25.5,28.333334,69,7.451404,0.005821,10,62,1.079914,6.695464,0.065004,2346,0.0588,8.315547,-8.519976,-9.599087,212626,502874,0.435506,0.184142,126.749725,279.555573,0.136731,0.30157,4207.212891,0.491181,0.670742,62.166668,0.900966,0.042109,0.149979,0.476771,0,0,2,3,0,0,2,3,0
