class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,minor,trivial,high,middle,low,non
hbase-server\src\main\java\org\apache\hadoop\hbase\errorhandling\ForeignException.java,147,81,48,3,15,1,91,104,195,266,193,459,2305.276549,2.624963244,36.89252984,15894.36167,49.05667182,15,4,0,14,83,33,hbase-server\src\main\java\org\apache\hadoop\hbase\errorhandling\ForeignException.java,21,49,420,11.666667,,,3,14.285714,5.008839,30.797102,185.5,0.441667,20,4.761905,20,49,380,12.894737,,,2,10,4.890984,30.291971,165.5,0.435526,0,0,1,0,0,,0,0,1,100,0.117855,100,0,,0,,21,1.237478,0.000979,1,20,0.058928,1.17855,0.116667,210,0.004125,0.583315,-0.523812,-0.223854,1182833,2878113,0.143469,0.058962,2.5,253.328995,0.001472,0.149193,1014.121338,0.035236,0.208649,17.523809,0.834467,0.093795,0.053598,0.351292,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\errorhandling\ForeignExceptionDispatcher.java,75,48,19,3,13,1,39,25,64,60,38,98,412.2299704,1.750617254,10.91004482,1084.700944,3.34784242,13,1,0,7,23,26,hbase-server\src\main\java\org\apache\hadoop\hbase\errorhandling\ForeignExceptionDispatcher.java,25,74,600,12.333333,,,1,4,39.245728,70.926521,263,0.438333,5.75,0.958333,23,40,506,7.905138,,,3,13.043478,4.949912,30.434782,233,0.460474,0,0,2,0,2,0,,,2,100,38.185032,97.737556,1,0.5,0,0,25,1.473188,0.001166,2,23,0.117855,1.355333,0.123333,300,0.010139,1.433849,-1.289394,-0.55103,1186226,2873025,0.143059,0.059067,4.333333,257.616058,0.002552,0.151717,118.474327,0.004116,0.178154,20.219999,0.8088,0.092334,0.05739,0.454547,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\errorhandling\TimeoutException.java,37,25,10,1,5,0,12,12,24,40,26,66,302.607525,0.211495071,4.728242579,1430.801785,4.416054891,5,3,0,1,40,6,hbase-server\src\main\java\org\apache\hadoop\hbase\errorhandling\TimeoutException.java,1,0,0,,0,0,1,100,0.294638,100,0,,0,,1,0,0,,0,0,1,100,0.294638,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.058928,0.000047,0,1,0,0.058928,,0,0.000009,0.001314,0.000024,0.00001,2879809,2881506,0.058928,0.058893,1,2,0.000589,0.001178,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
hbase-common\src\main\java\org\apache\hadoop\hbase\util\Pair.java,102,59,20,4,14,1,58,31,89,87,60,147,580.6913276,7.734223638,21.97214874,2604.020864,8.037101433,14,1,0,3,19,38,hbase-common\src\main\java\org\apache\hadoop\hbase\util\Pair.java,76,203,5700,3.561404,,,9,11.842105,46.965233,30.867544,2748.5,0.482193,0,0,76,203,5700,3.561404,,,9,11.842105,46.965233,30.867544,2748.5,0.482193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4.478491,0.003544,0,76,0,4.478491,0.035614,2850,0.046506,6.576999,0.016179,0.006914,1189585,2881506,0.142655,0.058893,1,438.543701,0.000589,0.258271,0,0,0.508794,72.157898,0.949446,0.019439,0.027982,0.183314,0,0,0,0,0,0,0,0,1
hbase-client\src\main\java\org\apache\hadoop\hbase\zookeeper\ZooKeeperWatcher.java,448,246,144,10,50,3,146,215,361,526,364,890,4713.738262,22.54762813,45.38907293,37625.24394,116.1272961,50,1,1,23,91,246,hbase-client\src\main\java\org\apache\hadoop\hbase\zookeeper\ZooKeeperWatcher.java,118,587,13806,4.251775,,,1,0.847458,57.100765,25.54706,6609.5,0.478741,1227.600708,8.891791,112,396,12432,3.185328,,,3,2.678571,41.013554,25.931446,6018,0.484073,991.267761,7.973518,10,18,90,20,,,3,30,50.559811,52.063107,36,0.4,22.700001,25.222221,118,6.953447,0.005502,10,112,0.589275,6.599882,0.042518,6903,0.064434,9.11236,-5.02241,-2.146357,1201494,1898724,0.141241,0.089376,183.902206,444.333801,0.108305,0.261681,12892.03516,0.447934,0.45792,109.172134,0.925188,0.029783,0.235845,0.490304,0,0,1,0,0,0,1,0,0
hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\Subprocedure.java,278,130,78,4,18,2,50,78,128,198,131,329,1781.842103,0.785165751,23.46056862,13394.56043,41.34123588,18,1,2,16,40,63,hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\Subprocedure.java,12,38,132,28.787878,,,1,8.333333,38.892162,83.969467,47,0.356061,12.2,9.242424,7,12,42,28.571428,,,1,14.285714,1.767826,38.96104,15,0.357143,0,0,6,10,30,33.333332,,,1,16.666666,38.361816,90.416664,10,0.333333,2,6.666667,12,0.70713,0.00056,6,7,0.353565,0.412493,0.287879,66,0.006998,0.989609,-5.453453,-2.330566,1198819,2861149,0.141556,0.059312,9.833334,211.388123,0.005791,0.124492,145.115677,0.005042,0.073929,6.576923,0.548077,0.188747,0.051893,0.460089,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\ProcedureCoordinator.java,257,126,72,6,26,2,150,153,303,351,244,595,2929.871129,3.248765045,53.56369198,18766.7291,57.92200341,26,1,0,23,37,75,hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\ProcedureCoordinator.java,13,34,156,21.794872,,,2,15.384615,39.363583,81.862747,61,0.391026,13.533334,8.675214,9,14,72,19.444445,,,1,11.111111,3.476724,46.825397,29,0.402778,0.5,0.694444,5,5,20,25,,,2,40,38.302887,92.460884,7.5,0.375,1,5,13,0.766058,0.000606,5,9,0.294638,0.530348,0.217949,78,0.007435,1.051435,-0.969561,-0.414348,1191367,2864543,0.142441,0.059242,8.166667,241.223099,0.00481,0.142063,807.103149,0.028043,0.135628,8.321428,0.64011,0.164512,0.089671,0.38713,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\ZKProcedureCoordinatorRpcs.java,228,156,111,6,27,3,132,198,330,494,368,862,4904.906064,1.069179726,58.7148774,46638.30352,143.9453812,27,1,0,15,205,5,hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\ZKProcedureCoordinatorRpcs.java,14,44,182,24.175825,,,1,7.142857,45.727757,61.343872,69,0.379121,13.833333,7.600733,3,1,6,16.666666,,,2,66.666664,3.005303,76.1194,2.5,0.416667,0,0,11,27,110,24.545454,,,1,9.090909,45.138481,63.939899,41.5,0.377273,0,0,14,0.824985,0.000653,11,3,0.648203,0.176783,0.241758,91,0.012331,1.743848,44.014557,18.809885,1203247,1898848,0.141035,0.08937,177.089264,234.756485,0.104293,0.138255,2001.634644,0.069547,0.028973,9.428572,0.673469,0.114101,0.009181,0.256152,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\ZKProcedureMemberRpcs.java,295,225,163,7,34,3,148,274,422,649,487,1136,6429.220593,2.157701059,80.28814583,69586.29166,214.7725051,34,1,0,16,206,14,hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\ZKProcedureMemberRpcs.java,14,42,182,23.076923,,,1,7.142857,56.806129,55.211914,70,0.384615,13.5,7.417583,3,1,6,16.666666,,,2,66.666664,1.355333,58.974358,2.5,0.416667,0,0,11,26,110,23.636364,,,1,9.090909,56.7472,56.414764,42,0.381818,0,0,14,0.824985,0.000653,11,3,0.648203,0.176783,0.230769,91,0.016275,2.301571,15.983836,6.830789,1203911,1898853,0.140957,0.08937,176.68927,207.888138,0.104057,0.122431,285.555786,0.009922,0.096193,9.607142,0.686224,0.112764,0.011393,0.246991,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\ProcedureMember.java,203,106,63,7,20,2,110,127,237,295,207,502,2580.842803,3.139986889,36.19654472,16089.51641,49.65900127,20,1,0,22,32,41,hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\ProcedureMember.java,11,31,110,28.181818,,,2,18.181818,38.833237,85.807289,39.5,0.359091,8.233334,7.484848,7,12,42,28.571428,,,1,14.285714,1.767826,38.46154,15,0.357143,0,0,5,5,20,25,,,2,40,38.302887,92.59259,7.5,0.375,1,5,11,0.648203,0.000513,5,7,0.294638,0.412493,0.281818,55,0.006745,0.953905,-4.763896,-2.03588,1198819,2861152,0.141556,0.059312,9,211.388123,0.0053,0.124492,224.016205,0.007783,0.128551,6.041667,0.549242,0.194375,0.061573,0.41274,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\Procedure.java,314,160,96,4,27,2,120,151,271,345,228,573,2803.351338,4.570436302,39.53285764,12347.82895,38.11058319,27,1,1,20,40,42,hbase-server\src\main\java\org\apache\hadoop\hbase\procedure\Procedure.java,13,40,156,25.641026,,,1,7.692307,39.363583,81.265205,58,0.371795,10,6.410256,9,15,72,20.833334,,,1,11.111111,3.653506,49.206348,28.5,0.395833,1,1.388889,5,6,20,30,,,1,20,38.420742,91.96051,7,0.35,1,5,13,0.766058,0.000606,5,9,0.294638,0.530348,0.25641,78,0.007385,1.044379,-1.443683,-0.616967,1191362,2864542,0.142442,0.059242,8.333334,242.056442,0.004908,0.142554,311.533478,0.010824,0.075787,7.642857,0.587912,0.176567,0.077885,0.446954,0,0,0,0,0,0,0,0,1
hbase-server\src\test\java\org\apache\hadoop\hbase\io\hfile\TestCachedBlockQueue.java,120,91,73,2,4,1,26,96,122,304,269,573,3399.14553,0.047685899,83.88545602,142520.8098,439.8790427,4,2,0,5,29,1,hbase-server\src\test\java\org\apache\hadoop\hbase\io\hfile\TestCachedBlockQueue.java,3,2,6,33.333332,,,1,33.333332,1.296405,78.571426,2,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.333332,,,1,33.333332,1.296405,78.571426,2,0.333333,0,0,3,0.176783,0.00014,3,0,0.176783,0,0.333333,3,0.000093,0.013206,2.331043,0.996185,2881506,2862855,0.058893,0.059276,6.916667,1,0.004073,0.000589,0,0,0.000717,1.666667,0.555556,0.508539,0.002817,0.234211,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\CachedBlockQueue.java,70,39,21,4,9,3,27,21,48,81,53,134,614.3849751,0.367208419,11.30328555,3659.886089,11.29594472,9,1,0,1,18,2,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\CachedBlockQueue.java,4,1,12,8.333333,,,3,75,0.94284,84.210526,5.5,0.458333,2,16.666666,3,0,6,0,,,3,100,0.824985,100,3,0.5,0,0,1,0,0,,0,0,1,100,0.294638,100,0,,0,,4,0.23571,0.000187,1,3,0.058928,0.176783,0.083333,6,0.000208,0.029363,0.748491,0.319872,2876415,2864558,0.058997,0.059241,4.9,4,0.002886,0.002356,5.5,0.000191,0.007525,3.5,0.875,0.326111,0.022284,0.133333,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\CachedBlock.java,94,65,28,3,15,1,62,42,104,136,76,212,952.3705196,0.909864835,34.01621994,6545.794428,20.20306922,15,1,1,6,22,28,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\CachedBlock.java,5,4,20,20,,,1,20,2.769593,73.4375,8,0.4,3,15,3,1,6,16.666666,,,2,66.666664,1.532115,89.655174,2.5,0.416667,0,0,2,1,2,50,,,1,50,1.885681,91.428574,0.5,0.25,0,0,5,0.294638,0.000233,2,3,0.117855,0.176783,0.2,10,0.000654,0.092491,-0.253828,-0.108475,1199162,2866246,0.141515,0.059206,5.666667,197.888016,0.003337,0.116542,14.808466,0.000515,0.019747,3.4,0.68,0.31072,0.019495,0.236503,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\BlockCacheKey.java,71,47,20,3,12,1,40,24,64,73,46,119,534.139031,1.142219992,16.20687969,3531.919979,10.90098759,12,1,0,7,19,10,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\BlockCacheKey.java,19,21,342,6.140351,,,2,10.526316,6.540955,43.023254,160.5,0.469298,36.5,10.672515,16,12,240,5,,,5,31.25,4.832057,42.931938,114,0.475,0,0,3,0,6,0,,,3,100,3.358869,85.074623,3,0.5,0,0,19,1.119623,0.000886,3,16,0.176783,0.94284,0.061404,171,0.004266,0.603362,-1.170664,-0.50029,1195626,2867938,0.141934,0.059171,6,212.535202,0.003534,0.125168,73.366135,0.002549,0.115194,16.947369,0.891967,0.077265,0.012611,0.200882,0,0,1,0,0,0,1,0,0
hbase-common\src\main\java\org\apache\hadoop\hbase\io\hfile\BlockType.java,184,99,43,4,20,2,117,104,221,226,171,397,1852.619643,2.280762833,56.50612884,12855.6417,39.67790648,20,2,1,11,37,65,hbase-common\src\main\java\org\apache\hadoop\hbase\io\hfile\BlockType.java,15,31,210,14.761905,,,1,6.666667,34.295815,75,89.5,0.42619,5,2.380952,14,23,182,12.637362,,,2,14.285714,6.482027,44.176708,79.5,0.436813,0,0,1,0,0,,0,0,1,100,31.054802,100,0,,0,,15,0.883913,0.000699,1,14,0.058928,0.824985,0.147619,105,0.007923,1.120538,-1.396132,-0.596645,1174321,2873026,0.144509,0.059067,3.833333,266.911438,0.002258,0.157192,27.5,0.000955,0.063136,11.333333,0.755556,0.102184,0.01169,0.228456,0,0,0,0,0,0,0,0,1
hbase-client\src\main\java\org\apache\hadoop\hbase\DoNotRetryIOException.java,29,14,5,1,4,0,16,11,27,20,15,35,111.8914743,12.34949523,2.839415426,102.9321639,0.317691864,4,5,22,1,47,6,hbase-client\src\main\java\org\apache\hadoop\hbase\DoNotRetryIOException.java,41,39,1640,2.378049,,,18,43.902439,25.16205,48.522728,800.5,0.48811,38,2.317073,40,38,1560,2.435897,,,18,45,24.749557,48.331417,761,0.487821,0,0,1,0,0,,0,0,1,100,0.648203,100,0,,0,,41,2.416028,0.001912,1,40,0.058928,2.357101,0.02378,820,0.01575,2.227364,0.812686,0.347306,1139163,2879809,0.148969,0.058928,2,379.353699,0.001178,0.223412,156.333466,0.005432,0.866987,39.548782,0.964604,0.031888,0.044138,0.10651,0,0,0,0,0,0,0,0,1
hbase-common\src\main\java\org\apache\hadoop\hbase\HBaseIOException.java,19,14,5,1,4,0,16,11,27,20,15,35,111.8914743,3.524243374,3.027999447,125.0364152,0.385914862,4,4,9,1,43,6,hbase-common\src\main\java\org\apache\hadoop\hbase\HBaseIOException.java,11,6,110,5.454545,,,6,54.545456,19.858574,65.183754,52,0.472727,0,0,11,6,110,5.454545,,,6,54.545456,19.858574,65.183754,52,0.472727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.648203,0.000513,0,11,0,0.648203,0.054545,55,0.006191,0.875483,-0.088905,-0.037994,1097011,2881506,0.154693,0.058893,1,353.443665,0.000589,0.208153,0,0,0.274279,10.363636,0.942149,0.108832,0.036929,0.072961,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\io\Reference.java,161,88,45,4,21,2,114,107,221,257,182,439,2146.224759,2.662197383,37.70628066,12593.52018,38.86888943,21,1,0,17,68,78,hbase-server\src\main\java\org\apache\hadoop\hbase\io\Reference.java,13,26,156,16.666666,,,3,23.076923,45.609901,55.364807,65,0.416667,23.5,15.064102,8,6,56,10.714286,,,3,37.5,13.847967,69.732941,25,0.446429,0,0,5,4,20,20,,,2,40,42.427814,67.860512,8,0.4,0,0,13,0.766058,0.000606,5,8,0.294638,0.47142,0.166667,78,0.016213,2.292856,-2.777471,-1.186969,1202488,1898907,0.141124,0.089367,167.872589,303.376007,0.098865,0.178667,530.829712,0.018444,0.035023,10.153846,0.781065,0.095976,0.007397,0.111829,0,0,1,0,0,0,1,0,0
hbase-common\src\main\java\org\apache\hadoop\hbase\KeyValue.java,2505,1224,688,10,173,3,1051,880,1931,3135,1828,4963,24595.42024,33.12659321,408.2782589,206882.7405,638.526977,173,1,0,30,166,6712,hbase-common\src\main\java\org\apache\hadoop\hbase\KeyValue.java,199,894,39402,2.26892,,,9,4.522613,71.420151,20.654396,19254,0.488655,561.571838,1.425237,196,655,38220,1.713762,,,15,7.653061,60.636417,21.973095,18782.5,0.491431,300.308319,0.785736,5,4,20,20,,,1,20,53.211552,70.87912,8,0.4,5,25,199,11.726576,0.009279,5,196,0.294638,11.549794,0.022689,19701,0.098996,14.000163,-2.459608,-1.051128,1028044,2867933,0.165071,0.059172,7.5,585.900208,0.004417,0.345053,2081.371338,0.072317,4.346014,191.087067,0.960236,0.016147,0.252783,0.414446,0,0,1,1,0,0,1,1,0
hbase-client\src\main\java\org\apache\hadoop\hbase\protobuf\ProtobufUtil.java,2193,1486,979,37,360,8,1418,2119,3537,5893,4087,9980,56703.56551,27.60279151,529.8966841,378280.313,1167.53183,360,1,0,192,914,3234,hbase-client\src\main\java\org\apache\hadoop\hbase\protobuf\ProtobufUtil.java,151,1036,22650,4.573951,,,3,1.986755,72.834412,17.240898,10807,0.47713,5337.423828,23.564785,107,376,11342,3.315112,,,8,7.476635,50.85445,24.085962,5483,0.483424,1876.242798,16.542435,52,173,2652,6.523378,,,4,7.692307,69.239838,25.892464,1239.5,0.467383,261.959534,9.87781,151,8.898055,0.007041,52,107,3.064231,6.305244,0.04574,11325,0.104215,14.738282,-5.679317,-2.42709,1201234,1898462,0.141271,0.089388,229.908844,474.650818,0.1354,0.279535,99712.15625,3.464499,1.989861,138.257858,0.915615,0.017096,0.097908,0.442535,0,0,1,0,0,0,1,0,0
