class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,minor,trivial,high,middle,low,non
java\org\apache\hadoop\hbase\util\Bytes.java,1339,703,452,9,167,3,1354,734,2088,3068,1709,4777,23756.35308,56.1029244,800.8778914,415860.2788,1283.519379,167,1,0,26,93,3284,java\org\apache\hadoop\hbase\util\Bytes.java,223,1131,49506,2.284572,,,5,2.242152,84.960938,13.031755,24187.5,0.488577,1913.548096,3.865285,223,1131,49506,2.284572,,,5,2.242152,84.960938,13.031755,24187.5,0.488577,1913.548096,3.865285,1,0,0,,0,0,1,100,21.484375,100,0,,0,,223,43.554688,0.043167,1,223,0.195313,43.554688,0.022846,24753,0.323608,45.765125,1,2.915479,53983,191530,0.948447,0.267321,31.771429,310.866699,0.061933,0.605978,4767.642578,1.82227,30.879519,214.310272,0.961033,0.018256,0.200004,0.610483,0,0,3,2,1,0,3,3,0
contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\ResourceBase.java,8,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,2,17,0,contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\ResourceBase.java,11,18,110,16.363636,,,1,9.090909,9.570313,37.984497,46,0.418182,0.166667,0.151515,10,9,90,10,,,1,10,8.984375,42.201836,40.5,0.45,0,0,1,0,0,,0,0,1,100,3.90625,100,0,,0,,11,2.148438,0.002129,1,10,0.195313,1.953125,0.163636,55,0.007603,1.075172,1,2.915479,255494,188934,0.200396,0.270994,36.470261,12.666666,0.071092,0.024691,0.238095,0.000091,0.026097,7.954545,0.72314,0.158845,0.024502,0.303728,0,0,0,0,0,0,0,0,1
contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\RESTServlet.java,83,55,29,5,12,3,25,29,54,70,47,117,609.3041455,0.458280083,11.71731036,5106.498951,15.76079923,12,1,0,13,54,16,contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\RESTServlet.java,20,54,380,14.210526,,,2,10,42.773438,41.242939,163,0.428947,50.666668,13.333333,14,23,182,12.637362,,,3,21.428572,10.546875,34.177216,79.5,0.436813,0,0,6,5,30,16.666666,,,2,33.333332,37.5,51.474529,12.5,0.416667,0,0,20,3.90625,0.003871,6,14,1.171875,2.734375,0.142105,190,0.032333,4.572612,6,17.492872,248344,189302,0.206166,0.270467,48.976227,20.333336,0.09547,0.039636,713.251709,0.272616,0.423707,15.45,0.7725,0.097724,0.022058,0.37595,0,0,0,1,0,0,0,1,0
contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\metrics\StargateMetrics.java,56,34,16,2,7,1,23,31,54,56,41,97,425.8313574,2.520231001,11.35096365,1962.167854,6.056073623,7,1,0,4,26,10,contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\metrics\StargateMetrics.java,13,24,156,15.384615,,,2,15.384615,12.5,40,66,0.423077,30,19.23077,10,21,90,23.333334,,,1,10,9.765625,36.764706,34.5,0.383333,0,0,3,3,6,50,,,1,33.333332,2.929688,62.5,1.5,0.25,0,0,13,2.539063,0.002516,3,10,0.585938,1.953125,0.153846,78,0.009296,1.314681,3,8.746436,247847,190430,0.206579,0.268865,37.720261,17.833334,0.073529,0.034763,250.910599,0.095902,0.166771,10.153846,0.781065,0.132882,0.029621,0.29045,0,0,0,0,0,0,0,0,1
java\org\apache\hadoop\hbase\regionserver\HLogKey.java,124,88,44,7,22,2,77,53,130,207,107,314,1365.072354,1.271009469,51.9788234,13055.98124,40.29623839,22,1,1,8,32,40,java\org\apache\hadoop\hbase\regionserver\HLogKey.java,6,7,30,23.333334,,,1,16.666666,46.875,76.433121,11.5,0.383333,1,3.333333,5,3,20,15,,,2,40,11.328125,63.736263,8.5,0.425,0,0,1,0,0,,0,0,1,100,43.554688,100,0,,0,,6,1.171875,0.001161,1,5,0.195313,0.976563,0.233333,15,0.019541,2.763459,1,2.915479,54919,191665,0.932282,0.267133,26.573385,119.102432,0.0518,0.232168,139,0.053128,0.065533,4.583333,0.763889,0.227199,0.012693,0.160932,0,0,1,1,0,0,1,1,0
java\org\apache\hadoop\hbase\util\ClassSize.java,256,131,103,17,23,6,67,85,152,289,189,478,2751.087201,1.74910647,30.0295816,36549.26126,112.8063619,23,1,0,8,16,9,java\org\apache\hadoop\hbase\util\ClassSize.java,7,7,42,16.666666,,,3,42.857143,46.289063,66.386551,17.5,0.416667,4.5,10.714286,7,7,42,16.666666,,,3,42.857143,46.289063,66.386551,17.5,0.416667,4.5,10.714286,1,0,0,,0,0,1,100,31.054688,100,0,,0,,7,1.367188,0.001355,1,7,0.195313,1.367188,0.166667,21,0.02082,2.944459,1,2.915479,54361,191591,0.941852,0.267236,30.178949,177.633179,0.058828,0.346263,496.562714,0.189794,0.830607,5.375,0.767857,0.196632,0.133925,0.104924,0,1,4,0,0,1,4,0,0
contrib\stargate\src\test\org\apache\hadoop\hbase\stargate\model\TestRowModel.java,60,50,31,1,7,0,35,54,89,97,80,177,825.8103377,1.068692432,15.97328489,3607.242947,11.13346589,7,2,0,15,31,17,contrib\stargate\src\test\org\apache\hadoop\hbase\stargate\model\TestRowModel.java,3,2,6,33.333332,,,1,33.333332,44.140625,91.869919,2,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.333332,,,1,33.333332,44.140625,91.869919,2,0.333333,0,0,3,0.585938,0.000581,3,0,0.585938,0,0.333333,3,0.01155,1.633476,3,8.746436,262656,189113,0.194932,0.270738,29.573383,1,0.057648,0.001949,0,0,0.011979,1.833333,0.611111,0.393263,0.000261,0.086103,0,0,0,0,0,0,0,0,1
contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\model\RowModel.java,93,45,16,1,11,0,68,34,102,84,46,130,508.6122737,3.364957927,25.20586693,1972.704338,6.088593637,11,1,0,9,22,44,contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\model\RowModel.java,10,16,90,17.777779,,,1,10,12.304688,44.366196,37,0.411111,0.5,0.555556,9,8,72,11.111111,,,2,22.222221,12.109375,48.062016,32,0.444444,0,0,1,0,0,,0,0,1,100,2.539063,100,0,,0,,10,1.953125,0.001936,1,9,0.195313,1.757813,0.177778,45,0.011203,1.584398,1,2.915479,251410,189626,0.203651,0.270005,28.073383,15.833334,0.054724,0.030864,0.5,0.000191,0.015472,6.95,0.695,0.17111,0.03613,0.282764,0,0,0,0,0,0,0,0,1
contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\model\CellModel.java,143,74,32,2,17,1,95,69,164,199,112,311,1303.629868,3.111038849,34.09983046,4912.664232,15.16254393,17,1,0,9,71,85,contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\model\CellModel.java,13,30,156,19.23077,,,1,7.692307,53.515625,59.051723,63,0.403846,12,7.692307,10,15,90,16.666666,,,2,20,12.304688,49.21875,37.5,0.416667,0,0,3,2,6,33.333332,,,2,66.666664,49.21875,75,2,0.333333,0,0,13,2.539063,0.002516,3,10,0.585938,1.953125,0.192308,78,0.026442,3.739527,3,8.746436,250387,189995,0.204483,0.269481,34.271431,17.333334,0.066806,0.033788,477.62381,0.182556,0.406165,9.192307,0.707101,0.152873,0.054767,0.36304,0,0,1,0,0,0,1,0,0
java\org\apache\hadoop\hbase\filter\BinaryComparator.java,14,6,1,1,2,0,7,2,9,8,3,11,34.86917502,2.983779368,0.335145424,11.68624443,0.036068656,2,2,0,0,25,1,java\org\apache\hadoop\hbase\filter\BinaryComparator.java,8,4,56,7.142857,,,4,50,13.28125,41.463413,26,0.464286,4.5,8.035714,7,3,42,7.142857,,,4,57.142857,12.890625,43.137257,19.5,0.464286,0,0,1,0,0,,0,0,1,100,2.148438,100,0,,0,,8,1.5625,0.001549,1,7,0.195313,1.367188,0.071429,28,0.01565,2.213192,1,2.915479,258050,190787,0.198411,0.268362,23.348406,9,0.045513,0.017544,1.809524,0.000692,0.006102,7,0.875,0.143078,0.003711,0.067838,0,1,1,0,0,1,1,0,0
java\org\apache\hadoop\hbase\filter\WritableByteArrayComparable.java,37,22,5,1,6,0,36,19,55,40,26,66,250.1466348,1.378348511,15.55371406,1014.246332,3.130389913,6,1,4,5,23,5,java\org\apache\hadoop\hbase\filter\WritableByteArrayComparable.java,11,10,110,9.090909,,,1,9.090909,44.921875,79.861115,50,0.454545,5,4.545455,10,5,90,5.555555,,,5,50,4.6875,36.923077,42.5,0.472222,0,0,1,0,0,,0,0,1,100,43.554688,100,0,,0,,11,2.148438,0.002129,1,10,0.195313,1.953125,0.090909,55,0.015942,2.254557,1,2.915479,253448,191158,0.202014,0.267841,26.740047,15,0.052125,0.02924,143.333328,0.054784,0.077881,9.409091,0.855372,0.146141,0.065275,0.223241,0,0,0,0,0,0,0,0,1
test\org\apache\hadoop\hbase\client\TestGet.java,62,43,32,1,4,0,17,41,58,83,79,162,731.1439313,1.032166389,11.59759837,3866.18403,11.93266676,4,4,0,14,584,3,test\org\apache\hadoop\hbase\client\TestGet.java,8,9,56,16.071428,,,1,12.5,36.914063,33.931778,23.5,0.419643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,56,16.071428,,,1,12.5,36.914063,33.931778,23.5,0.419643,0,0,8,1.5625,0.001549,8,0,1.5625,0,0.160714,28,0.037243,5.266889,8,23.32383,262656,188729,0.194932,0.271288,54.950008,1,0.107115,0.001949,0,0,0.002823,6,0.75,0.132968,0.000594,0.031065,0,0,0,0,0,0,0,0,1
test\org\apache\hadoop\hbase\HBaseClusterTestCase.java,188,121,72,7,29,3,85,98,183,250,152,402,1955.886322,2.756000607,28.00066947,7729.220516,23.85561888,29,3,35,17,567,42,test\org\apache\hadoop\hbase\HBaseClusterTestCase.java,31,68,930,7.311828,,,1,3.225806,50.195313,37.300434,431,0.463441,91,9.784946,24,0,552,0,,,24,100,17.96875,30.463575,276,0.5,0,0,7,6,42,14.285714,,,1,14.285714,45.703125,60.465115,18,0.428571,0,0,31,6.054688,0.006001,7,24,1.367188,4.6875,0.073118,465,0.066258,9.370329,7,20.408352,233537,189214,0.219237,0.270593,55.999977,37.616665,0.109162,0.073327,432.775482,0.165414,0.178996,26.983871,0.870447,0.054419,0.089678,0.214353,1,0,2,0,0,1,2,0,0
java\org\apache\hadoop\hbase\client\Get.java,361,223,142,7,50,4,221,186,407,686,384,1070,5738.848998,25.0354478,84.01785797,67742.07676,209.0804838,50,1,0,24,53,244,java\org\apache\hadoop\hbase\client\Get.java,49,196,2352,8.333333,,,1,2.040816,70.117188,25.299507,1078,0.458333,123.050003,5.231718,45,117,1980,5.909091,,,1,2.222222,57.421875,27.450981,931.5,0.470455,56.933334,2.875421,5,5,20,25,,,2,40,58.398438,65.570175,7.5,0.375,2,10,49,9.570313,0.009485,5,45,0.976563,8.789063,0.083333,1176,0.125652,17.769842,5,14.577394,54473,191273,0.939915,0.26768,52.699978,182.899826,0.102729,0.35653,1868.740356,0.714263,0.459563,42.860001,0.874694,0.04079,0.088913,0.30865,0,0,3,0,0,0,3,0,0
java\org\apache\hadoop\hbase\client\Result.java,497,355,223,8,91,2,311,262,573,1085,578,1663,8551.941064,4.206857272,169.2628292,104407.1816,322.2443878,91,1,0,23,102,296,java\org\apache\hadoop\hbase\client\Result.java,63,235,3906,6.016385,,,1,1.587302,74.414063,23.649906,1835.5,0.469918,127.716667,3.269756,58,131,3306,3.962492,,,2,3.448276,59.960938,25.330032,1587.5,0.480188,0,0,5,7,20,35,,,2,40,50.390625,64.661652,6.5,0.325,0,0,63,12.304688,0.012195,5,58,0.976563,11.328125,0.060164,1953,0.146307,20.690914,5,14.577394,54514,191498,0.939208,0.267366,36.354767,186.935547,0.070867,0.364397,1088.695923,0.416117,1.838961,56.976189,0.904384,0.033066,0.111042,0.310149,0,2,3,0,0,2,3,0,0
java\org\apache\hadoop\hbase\client\Put.java,482,266,168,11,62,3,334,291,625,1026,613,1639,8413.328388,35.9089368,138.8084897,74960.55019,231.3597228,62,1,0,19,103,368,java\org\apache\hadoop\hbase\client\Put.java,69,212,4692,4.518329,,,2,2.898551,70.898438,23.26923,2240,0.477408,108.783333,2.318485,65,117,4160,2.8125,,,4,6.153846,57.226563,24.13509,2021.5,0.485938,0,0,4,3,12,25,,,2,50,49.21875,72.832367,4.5,0.375,0,0,69,13.476563,0.013357,4,65,0.78125,12.695313,0.045183,2346,0.150572,21.294033,4,11.661915,54526,191522,0.939002,0.267332,33.82143,187.352188,0.065929,0.365209,168.652298,0.064462,1.254359,64.144928,0.929637,0.029745,0.140966,0.268606,0,1,3,2,0,1,3,2,0
java\org\apache\hadoop\hbase\util\FileSystemVersionException.java,14,9,3,1,2,0,5,3,8,6,4,10,30,0.5169925,1.934264036,58.02792109,0.179098522,2,4,0,1,41,1,java\org\apache\hadoop\hbase\util\FileSystemVersionException.java,1,0,0,,0,0,1,100,3.90625,100,0,,0,,1,0,0,,0,0,1,100,3.90625,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.195313,0.000194,0,1,0,0.195313,,0,0.001722,0.24355,0,0,54501,262656,0.939432,0.194932,1,110.423882,0.001949,0.215251,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
java\org\apache\hadoop\hbase\RegionException.java,17,9,3,1,2,0,5,3,8,6,4,10,30,0.9509775,1.051549589,31.54648768,0.097365703,2,4,3,1,41,1,java\org\apache\hadoop\hbase\RegionException.java,4,0,12,0,,,4,100,14.84375,95,6,0.5,0,0,4,0,12,0,,,4,100,14.84375,95,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.78125,0.000774,0,4,0,0.78125,0,6,0.004896,0.69233,0,0,53229,262656,0.961882,0.194932,1,106.772125,0.001949,0.208133,0,0,0.400765,4,1,0.25,0,0,0,0,0,0,0,0,0,0,1
contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\RootResource.java,62,51,24,3,9,1,34,44,78,82,61,143,700.461271,0.550943607,16.41350582,3974.855858,12.26807363,9,2,0,12,38,15,contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\RootResource.java,12,21,132,15.909091,,,2,16.666666,47.070313,55.658199,55.5,0.420455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,132,15.909091,,,2,16.666666,47.070313,55.658199,55.5,0.420455,0,0,12,2.34375,0.002323,12,0,2.34375,0,0.159091,66,0.022776,3.220957,12,34.985744,262656,168819,0.194932,0.303283,72.283325,1,0.140903,0.001949,0,0,0.355405,9.166667,0.763889,0.130433,0.006082,0.24629,0,0,0,0,0,0,0,0,1
contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\model\TableListModel.java,75,45,20,2,11,1,54,45,99,94,67,161,675.0264853,1.595073762,28.09080678,3474.88249,10.72494596,11,1,0,10,30,13,contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\model\TableListModel.java,5,3,20,15,,,2,40,5.859375,76.92308,8.5,0.425,3,15,3,0,6,0,,,3,100,5.46875,84.848488,3,0.5,0,0,2,0,2,0,,,2,100,1.171875,100,1,0.5,0,0,5,0.976563,0.000968,2,3,0.390625,0.585938,0.15,10,0.002771,0.391926,2,5.830957,261120,261121,0.196078,0.196078,3.5,4,0.006823,0.007797,5.5,0.002102,0.324164,3.8,0.76,0.314198,0.01744,0.244444,0,0,0,0,0,0,0,0,1
contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\model\TableModel.java,43,20,6,1,5,0,16,6,22,18,10,28,96.86408532,0.640389769,7.783721142,365.0138473,1.126585948,5,1,0,3,15,4,contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\model\TableModel.java,4,3,12,25,,,1,25,5.664063,76.315788,4.5,0.375,0,0,4,3,12,25,,,1,25,5.664063,76.315788,4.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.78125,0.000774,0,4,0,0.78125,0.25,6,0.002768,0.39142,0,0,260608,262656,0.196464,0.194932,1,5,0.001949,0.009747,0,0,0.031661,2.5,0.625,0.405465,0.012756,0.268056,0,0,0,0,0,0,0,0,1
contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\StorageClusterStatusResource.java,60,53,35,6,7,3,18,71,89,150,115,265,1716.069359,0.156216413,6.401376013,10985.20523,33.90495442,7,2,0,14,64,1,contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\StorageClusterStatusResource.java,12,17,132,12.878788,,,2,16.666666,43.75,62.395542,57.5,0.435606,4.5,3.409091,1,0,0,,0,0,1,100,2.34375,100,0,,0,,11,11,110,10,,,2,18.181818,43.359375,63.976944,49.5,0.45,0,0,12,2.34375,0.002323,11,1,2.148438,0.195313,0.128788,66,0.018761,2.653253,11,32.070267,262144,180080,0.195313,0.284318,60.550003,2,0.118031,0.003899,6,0.002293,0.177704,9.458333,0.788194,0.12078,0.005258,0.199894,0,0,0,0,0,0,0,0,1
contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\TableResource.java,41,29,7,1,6,0,18,14,32,26,19,45,181.8494456,0.477606204,9.253725641,921.2811783,2.843460427,6,2,0,7,68,0,contrib\stargate\src\java\org\apache\hadoop\hbase\stargate\TableResource.java,7,6,42,14.285714,,,1,14.285714,7.8125,47.619049,18,0.428571,5,11.904762,1,0,0,,0,0,1,100,2.34375,100,0,,0,,6,5,30,16.666666,,,1,16.666666,7.421875,52.777779,12.5,0.416667,0,0,7,1.367188,0.001355,6,1,1.171875,0.195313,0.142857,21,0.005185,0.733336,6,17.492872,262144,175051,0.195313,0.292486,56.435738,2,0.110011,0.003899,15,0.005733,0.007167,5.357143,0.765306,0.196188,0.023073,0.159706,0,0,0,0,0,0,0,0,1
