class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,minor,trivial,high,middle,low,non
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileReaderV2.java,1146,765,481,14,52,6,168,289,457,753,518,1271,7780.875469,1.330743973,66.49646429,61436.62718,189.6192197,52,2,1,41,160,169,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileReaderV2.java,21,76,420,18.095238,,,2,9.523809,58.792374,49.887642,172,0.409524,56.349998,13.416667,5,4,20,20,,,2,40,5.455509,71.527779,8,0.4,2,10,17,41,272,15.073529,,,2,11.764706,58.792374,51.317616,115.5,0.424632,37,13.602942,21,1.112288,0.000871,17,5,0.900424,0.26483,0.180952,210,0.018208,2.57493,51.790188,12.406885,697778,2324478,0.270573,0.081223,179.602112,389.737579,0.095078,0.20632,6029.963379,0.169255,0.096273,15.272727,0.727273,0.08225,0.043575,0.276951,0,0,3,0,0,0,3,0,0
hbase-common\src\main\java\org\apache\hadoop\hbase\HConstants.java,946,313,250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,12,0,hbase-common\src\main\java\org\apache\hadoop\hbase\HConstants.java,1,0,0,,0,0,1,100,0.423729,100,0,,0,,1,0,0,,0,0,1,100,0.423729,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.052966,0.000041,0,1,0,0.052966,,0,0.000115,0.016245,0.000571,0.000137,695067,3566432,0.271628,0.052938,1,333.615448,0.000529,0.17661,0,0,0,1,1,1,1,0,1,1,4,1,0,2,4,1,0
hbase-common\src\main\java\org\apache\hadoop\hbase\KeyValue.java,2870,1413,802,10,224,3,1338,1180,2518,4287,2542,6829,34781.69602,46.54450234,502.658408,300857.423,928.5722933,224,1,0,33,189,8251,hbase-common\src\main\java\org\apache\hadoop\hbase\KeyValue.java,230,1102,52670,2.092273,,,8,3.478261,72.722458,20.070166,25784,0.489539,3676.360107,6.979989,227,907,51302,1.767962,,,15,6.60793,69.809319,21.29929,25197.5,0.49116,4315.71875,8.412379,6,6,30,20,,,1,16.666666,54.661018,68.389664,12,0.4,21,70,230,12.182203,0.009543,6,227,0.317797,12.023305,0.020923,26335,0.100967,14.278898,-2.34619,-0.562055,694704,2324708,0.27177,0.081215,156.602081,801.081665,0.082902,0.424077,42653.46094,1.197238,4.310928,221.703857,0.96393,0.015736,0.289811,0.439027,2,1,4,0,0,3,4,0,0
hbase-server\src\main\java\org\apache\hadoop\hbase\fs\HFileSystem.java,328,200,130,8,24,2,138,169,307,500,330,830,4688.06759,2.128452109,101.4708673,107259.14,331.0467284,24,2,0,14,24,70,hbase-server\src\main\java\org\apache\hadoop\hbase\fs\HFileSystem.java,25,89,600,14.833333,,,1,4,55.03178,43.400166,255.5,0.425833,58,9.666667,22,48,462,10.38961,,,2,9.090909,34.163136,53.705246,207,0.448052,28.75,6.222944,4,3,12,25,,,1,25,46.080509,68.235291,4.5,0.375,1,8.333333,25,1.324153,0.001037,4,22,0.211864,1.165254,0.148333,300,0.024971,3.53144,7.987466,1.913482,696114,2324499,0.27122,0.081222,171.594986,550.496826,0.090839,0.291422,5577.855469,0.156565,0.01281,19.826923,0.793077,0.0654,0.067546,0.218085,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\io\FSDataInputStreamWrapper.java,173,99,56,5,26,2,97,77,174,254,131,385,1836.645258,2.559476048,33.33862856,10615.44083,32.76370627,26,1,0,3,32,36,hbase-server\src\main\java\org\apache\hadoop\hbase\io\FSDataInputStreamWrapper.java,12,29,132,21.969696,,,1,8.333333,42.213982,76.340996,51.5,0.390152,21.5,16.287878,9,10,72,13.888889,,,2,22.222221,8.156779,61.111111,31,0.430556,0,0,3,2,6,33.333332,,,1,33.333332,39.93644,95.202019,2,0.333333,0,0,12,0.635593,0.000498,3,9,0.158898,0.476695,0.219697,66,0.009586,1.35566,35.248375,8.444119,697617,2324648,0.270636,0.081217,158.598526,406.387939,0.083959,0.215134,391.434723,0.010987,0.001357,9.083333,0.756944,0.1181,0.019839,0.176464,0,0,0,0,0,0,0,0,1
hbase-common\src\main\java\org\apache\hadoop\hbase\io\encoding\DataBlockEncoding.java,161,93,48,4,21,1,93,86,179,190,123,313,1468.152325,1.887412808,39.10551435,8296.691543,25.60707266,21,2,0,16,34,64,hbase-common\src\main\java\org\apache\hadoop\hbase\io\encoding\DataBlockEncoding.java,38,98,1406,6.970128,,,1,2.631579,44.96822,47.403687,654,0.465149,11.5,0.817923,37,76,1332,5.705706,,,1,2.702703,30.349577,48.31366,628,0.471471,0,0,1,0,0,,0,0,1,100,32.044491,100,0,,0,,38,2.012712,0.001577,1,37,0.052966,1.959746,0.069701,703,0.02106,2.978274,0.090821,0.021757,696094,2325371,0.271228,0.081191,124.104103,556.330261,0.065698,0.29451,45.326427,0.001272,0.405383,33.473682,0.880886,0.044069,0.03619,0.254386,0,0,0,0,0,0,0,0,1
hbase-common\src\main\java\org\apache\hadoop\hbase\util\ByteBufferUtils.java,420,255,154,9,65,3,377,267,644,915,557,1472,7292.121822,4.889035256,210.7916932,85749.26565,264.6582273,65,1,0,11,35,250,hbase-common\src\main\java\org\apache\hadoop\hbase\util\ByteBufferUtils.java,12,10,132,7.575758,,,3,25,34.26907,89.61219,61,0.462121,7,5.30303,11,7,110,6.363636,,,5,45.454544,4.608051,74.358971,51.5,0.468182,0,0,1,0,0,,0,0,1,100,32.044491,100,0,,0,,12,0.635593,0.000498,1,11,0.052966,0.582627,0.075758,66,0.005481,0.775155,0.068185,0.016334,697764,2325369,0.270579,0.081191,124.187439,405.658722,0.065742,0.214748,681.712769,0.019135,0.159937,10.458333,0.871528,0.141763,0.045357,0.268759,0,0,0,0,0,0,0,0,1
hbase-common\src\main\java\org\apache\hadoop\hbase\util\Bytes.java,1983,1071,659,8,228,3,1672,962,2634,3918,2177,6095,30178.08304,285.4481882,873.0125738,431917.043,1333.077293,228,1,0,36,118,5405,hbase-common\src\main\java\org\apache\hadoop\hbase\util\Bytes.java,605,4219,365420,1.154562,,,28,4.628099,81.832626,11.310395,180600.5,0.494227,16598.69922,4.542362,603,4214,363006,1.160862,,,28,4.643449,81.779663,11.3155,179396,0.494196,15420.19922,4.247919,3,0,6,0,,,3,100,40.51907,99.609375,3,0.5,2,33.333332,605,32.044491,0.025102,3,603,0.158898,31.938559,0.011546,182710,0.261384,36.96526,-1.320681,-0.316383,694038,2324715,0.272031,0.081214,154.435394,1029.081665,0.081755,0.544776,110585.1172,3.104008,21.909815,593.077576,0.980294,0.010745,0.367989,0.572606,0,0,2,0,0,0,2,0,0
hbase-server\src\main\java\org\apache\hadoop\hbase\util\IdLock.java,82,53,28,5,8,4,34,25,59,86,52,138,688.9036946,0.405793513,11.0551186,4412.312365,13.61824804,8,1,0,8,15,0,hbase-server\src\main\java\org\apache\hadoop\hbase\util\IdLock.java,3,0,6,0,,,3,100,1.90678,87.804878,3,0.5,0,0,3,0,6,0,,,3,100,1.90678,87.804878,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.158898,0.000124,0,3,0,0.158898,0,3,0.000587,0.083002,-0.003827,-0.000917,697248,3566432,0.270779,0.052938,1,317.980225,0.000529,0.168333,0,0,0.000378,3,1,0.333333,0,0,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFile.java,675,387,188,5,42,2,225,255,480,589,419,1008,5020.632689,4.454277266,106.0100615,35674.04494,110.105077,42,1,0,47,251,342,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFile.java,82,369,6642,5.555555,,,3,3.658537,66.631355,32.380951,3136.5,0.472222,1097.733276,16.527151,69,113,4692,2.408355,,,13,18.84058,29.555084,33.716011,2289.5,0.487958,285,6.074169,16,36,240,15,,,2,12.5,61.228813,50.48035,102,0.425,35.333332,14.722222,82,4.34322,0.003402,16,69,0.847458,3.654661,0.055556,3321,0.049716,7.030901,66.484306,15.927016,696262,2324403,0.271162,0.081225,188.442551,542.681091,0.099758,0.287285,26476.79688,0.743176,0.556653,75.029411,0.914993,0.028,0.130275,0.342023,0,0,1,0,0,0,1,0,0
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\AbstractHFileReader.java,311,194,67,3,31,1,47,33,80,106,56,162,685.6606729,1.113737776,25.10657532,3270.21194,10.09324673,31,1,1,18,67,257,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\AbstractHFileReader.java,14,47,182,25.824175,,,1,7.142857,52.43644,55.995476,67.5,0.370879,10.916667,5.998168,4,2,12,16.666666,,,2,50,2.277542,55.844154,5,0.416667,0,0,10,19,90,21.111111,,,2,20,52.224575,58.308693,35.5,0.394444,0,0,14,0.741525,0.000581,10,4,0.529661,0.211864,0.258242,91,0.014964,2.11621,17.93609,4.296779,699294,2324507,0.269987,0.081222,173.694992,308.415741,0.091951,0.163269,8.954484,0.000251,0.00835,9.142857,0.653061,0.104096,0.008088,0.200813,0,0,1,0,0,0,1,0,0
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileBlock.java,1675,928,610,13,76,2,203,264,467,804,517,1321,6805.163286,3.11065496,121.8413527,68933.32089,212.7571632,76,1,0,24,78,558,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileBlock.java,26,69,650,10.615385,,,2,7.692307,35.381355,64.35453,290.5,0.446923,77.25,11.884615,19,15,342,4.385965,,,7,36.842106,4.925848,32.63158,163.5,0.47807,17,4.97076,8,11,56,19.642857,,,1,12.5,33.68644,83.684212,22.5,0.401786,3,5.357143,26,1.377119,0.001079,8,19,0.423729,1.006356,0.106154,325,0.011292,1.596973,-54.80402,-13.128881,697660,2325326,0.270619,0.081193,130.970779,402.355011,0.069333,0.212999,898.580322,0.025222,0.14685,21.24074,0.816952,0.066381,0.038875,0.275454,0,0,1,0,0,0,1,0,0
hbase-common\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileContext.java,172,126,70,2,24,1,91,87,178,272,192,464,2087.897935,2.717238721,52.8891769,12779.64165,39.44333841,24,1,0,14,34,174,hbase-common\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileContext.java,27,55,702,7.834758,,,4,14.814815,11.440678,37.894737,323.5,0.460826,63.083332,8.98623,22,30,462,6.493506,,,5,22.727272,9.692797,41.123596,216,0.467532,0,0,5,0,20,0,,,5,100,4.661017,70.400002,10,0.5,0,0,27,1.430085,0.00112,5,22,0.26483,1.165254,0.078348,351,0.008972,1.268831,-12.751677,-3.054798,697510,2325325,0.270677,0.081193,129.587463,419.145813,0.068601,0.221888,196.647034,0.00552,0.085629,23.425926,0.867627,0.058349,0.017297,0.237998,0,0,1,1,0,0,1,1,0
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\CacheConfig.java,383,214,144,11,29,3,93,148,241,426,292,718,4097.067073,3.825575786,32.80268416,33086.37019,102.1184265,29,1,0,18,106,123,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\CacheConfig.java,69,280,4692,5.967605,,,1,1.449275,55.985168,35.034801,2206,0.470162,375.899994,8.011509,60,143,3540,4.039548,,,2,3.333333,26.430084,31.482651,1698.5,0.479802,0,0,9,14,72,19.444445,,,1,11.111111,48.516949,63.96648,29,0.402778,0,0,69,3.654661,0.002863,9,60,0.476695,3.177966,0.059676,2346,0.042434,6.001063,-41.062958,-9.837064,697040,2324524,0.27086,0.081221,172.786636,488.267639,0.09147,0.258479,31235.47266,0.876747,0.13253,62.826088,0.910523,0.030175,0.119783,0.301711,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\FixedFileTrailer.java,594,380,230,14,86,2,353,396,749,997,686,1683,8616.525613,9.766986206,162.3693438,53748.58383,165.8906908,86,1,0,36,116,1067,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\FixedFileTrailer.java,23,89,506,17.588932,,,1,4.347826,57.786018,54.143921,208.5,0.412055,36.116665,7.137681,16,30,240,12.5,,,3,18.75,6.620763,38.109756,105,0.4375,0,0,7,7,42,16.666666,,,3,42.857143,57.203388,64.018967,17.5,0.416667,0,0,23,1.21822,0.000954,7,16,0.370763,0.847458,0.175889,253,0.018475,2.612763,-1.469891,-0.352128,697747,2324696,0.270585,0.081215,158.485413,397.337708,0.083899,0.210343,337.667694,0.009478,0.048923,17.108696,0.743856,0.077654,0.041906,0.295763,0,0,0,0,0,0,0,0,1
hbase-common\src\main\java\org\apache\hadoop\hbase\io\hfile\BlockType.java,184,99,43,4,20,2,117,104,221,226,171,397,1852.619643,2.364991051,56.1504102,12836.51313,39.61886768,20,2,1,11,37,65,hbase-common\src\main\java\org\apache\hadoop\hbase\io\hfile\BlockType.java,16,32,240,13.333333,,,1,6.25,35.06356,75.056686,104,0.433333,5,2.083333,15,23,210,10.952381,,,2,13.333333,6.726695,45.848377,93.5,0.445238,0,0,1,0,0,,0,0,1,100,32.044491,100,0,,0,,16,0.847458,0.000664,1,15,0.052966,0.794492,0.133333,120,0.007871,1.113195,0.072364,0.017336,698409,2325369,0.270329,0.081191,124.187439,374.208832,0.065742,0.198099,17.434877,0.000489,0.064938,12.65625,0.791016,0.094848,0.012552,0.221496,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\BlockCacheKey.java,76,51,22,3,13,1,42,25,67,80,50,130,593.9986554,1.108523281,15.72330443,3848.769915,11.87891949,13,1,0,7,20,13,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\BlockCacheKey.java,19,19,342,5.555555,,,2,10.526316,6.25,45.559845,161.5,0.472222,38.5,11.25731,16,11,240,4.583333,,,6,37.5,4.555085,45.744682,114.5,0.477083,0,0,3,0,6,0,,,3,100,3.230932,85.915489,3,0.5,0,0,19,1.006356,0.000788,3,16,0.158898,0.847458,0.055556,171,0.003782,0.534918,0.792954,0.189961,699074,2325361,0.270072,0.081192,125.687431,329.354034,0.066536,0.174354,423.733582,0.011894,0.109062,17.105263,0.900277,0.076404,0.014031,0.193038,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileBlockIndex.java,1367,657,433,1,1,0,9,6,15,10,7,17,66.41714013,0.361352506,2.767380839,183.8015209,0.567288645,1,1,0,3,12,0,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileBlockIndex.java,11,20,110,18.181818,,,2,18.181818,45.868645,66.207954,45,0.409091,4,3.636364,9,6,72,8.333333,,,4,44.444443,2.330508,33.082706,33,0.458333,0,0,2,0,2,0,,,2,100,45.180084,72.595741,1,0.5,0,0,11,0.582627,0.000456,2,9,0.105932,0.476695,0.181818,55,0.010951,1.548728,-5.024577,-1.20369,699236,2324699,0.270009,0.081215,155.518738,314.64917,0.082329,0.166569,185.727829,0.005213,0.006267,8.181818,0.743802,0.121472,0.017547,0.144415,0,0,0,0,0,0,0,0,1
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileWriterV2.java,420,261,166,6,46,3,205,296,501,707,501,1208,6580.788926,2.628717415,109.1244612,43160.16597,133.2103888,46,2,1,33,238,158,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileWriterV2.java,17,67,272,24.632353,,,1,5.882353,60.858051,48.62463,102.5,0.376838,14.333333,5.269608,4,2,12,16.666666,,,2,50,1.536017,46.774193,5,0.416667,0,0,13,33,156,21.153847,,,1,7.692307,60.858051,49.934811,61.5,0.394231,0,0,17,0.900424,0.000705,13,4,0.688559,0.211864,0.246324,136,0.018902,2.673132,12.619049,3.023026,3551332,2322600,0.053163,0.081288,177.835464,7,0.094143,0.003706,20.019985,0.000562,0.034915,10.823529,0.636678,0.095933,0.007634,0.270063,0,0,2,0,0,0,2,0,0
hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileDataBlockEncoderImpl.java,111,81,39,4,18,2,86,87,173,177,131,308,1466.76462,1.73344983,38.9911852,9434.268711,29.1181133,18,1,0,21,43,17,hbase-server\src\main\java\org\apache\hadoop\hbase\io\hfile\HFileDataBlockEncoderImpl.java,15,35,210,16.666666,,,1,6.666667,36.864407,69.66967,87.5,0.416667,47,22.380953,8,2,56,3.571429,,,6,75,6.461864,59.803921,27,0.482143,0,0,7,8,42,19.047619,,,1,14.285714,34.904659,82.893082,17,0.404762,0,0,15,0.794492,0.000622,7,8,0.370763,0.423729,0.166667,105,0.00966,1.366123,67.017059,16.054642,697596,2325017,0.270644,0.081204,148.432007,403.279053,0.078577,0.213488,7874.704102,0.221035,0.032877,11.166666,0.744444,0.094482,0.009127,0.183154,0,1,0,0,0,1,0,0,0
