version, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1.4.0all_bug.csv,26,21,5388.10430571572,10518,7040.88305324114,10544,5442.10430571572,7,,, 
2.6.0all_bug.csv,22,21,3236.42302197457,10123,4096.88919275452,10145,3282.42302197457,7,,, 
3.8.0all_bug.csv,24,22,3130.79247136168,9987,4117.52477921289,10011,3180.79247136168,7,,, 
4.10.0all_bug.csv,28,26,5322.354110293,10926,7242.65390552646,10954,5380.354110293,7,,, 
5.12.0all_bug.csv,23,19,4409.15226087331,11162,5533.6124048803,11185,4457.15226087331,6,,, 
