"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","ks.p"
"CL",4423944,403.791894852136,1984.77527695249,3939332.90000185,0,0,120,363,135121,49.7312824494142,3077.59500365826,0
"LOC",2472061,225.635359620299,1025.07965373892,1050788.29650951,0,0,36,181,58528,36.5964693973228,1810.54768626804,0
"LOCE",1633798,149.123585250091,1501.72235772042,2255170.03967737,0,0,0,37,110840,61.4680984603866,4279.98518609082,0
"CCMax",73315,6.69176706827309,24.0009015831522,576.043276804159,0,0,1,6,748,16.1600231571245,374.14004788641,0
"CCSum",395442,36.0936473165389,152.877370638948,23371.4904534782,0,0,2,26,8841,32.7137474881911,1695.60711505955,0
"NMax",13131,1.19852135815991,1.72058220024643,2.96040310780486,0,0,0,2,14,1.4814576748961,5.07396391837072,0
"n1",1146391,104.635907265425,407.865363883229,166354.155055599,0,0,8,88,24519,35.2312396259347,1926.72893251904,0
"n2",1802911,164.559236947791,766.564727696583,587621.481748537,0,0,7,125,49208,42.0288882671495,2489.89729159641,0
"n",2949302,269.195144213217,1170.26272071231,1369514.83548897,0,0,15,216,73727,39.9336389191828,2313.85873755923,0
"N1",5822083,531.405896312523,3229.1252389827,10427249.8090351,0,0,12.5,350.25,226037,52.9747465848844,3473.85804894052,0
"N2",4386846,400.405805038335,2493.50645286297,6217574.43046926,0,0,10,261.25,175637,53.9138393997694,3561.82877019332,0
"N",10208929,931.811701350858,5721.43293293506,32734794.8060739,0,0,23,613,401674,53.4120780219773,3514.8882259753,0
"V",62373206.2266375,5693.06373006914,41822.172747821,1749094133.34858,0,0,82.792659255,3317.5629655,3008066.76,57.0039533521121,3844.83179529641,0
"L",25269.110641902,2.30641754672344,12.4665922378151,155.415922023951,0,0,0.0201389255,1.07759292275,479.9382136,20.4569357826488,573.888260056036,0
"D",3319255.40874958,302.962341068782,1343.20928291407,1804211.17770653,0,0,5.808811073,154.48586595,54075.7286,17.5926463803962,501.258652734551,0
"E",40463421959.8612,3693265.9693192,78587932.5491784,6176063142354209,0,0,460.3291041,106017.271525,4211196568,36.2604984530935,1522.52598881841,0
"T",124887104.804643,11398.9690402194,242555.347339006,58833096522.7457,0,0,1.4207688395,327.213801025,12997520.27,36.2604984502907,1522.52598858379,0
"Size",172101,15.7083789704272,68.7664468660982,4728.82421458791,0,0,6,16,3069,26.7848730017096,935.106419879826,0
"Ties",1122924,102.493975903614,790.548359656153,624966.708955035,0,0,8,60,39090,32.8725724839594,1356.80046053033,0
"Pairs",54335596,4959.43738590727,146357.734529865,21420586456.7146,0,0,30,240,9415692,49.3543081877812,2766.20998481983,0
"Density",187283.522084,17.678263364546,16.6329076363614,276.653616439728,0,0,16.8807995,30,100,0.666675597965195,3.2202071809142,NA
"nWeakComp",12138,1.1078860898138,2.65528208009241,7.05052292485989,0,0,1,1,108,22.4095679059338,714.010640961102,0
"pWeakComp",171560.915252,15.6590831737861,25.2627393004158,638.205996960771,0,0,5.882353,16.666666,100,2.32795108330076,7.71279109434011,0
"X2StepReach",122850.89482,11.2131156279664,13.7252157351039,188.381546975144,0,0,2.955083,26.77305,46.133064,0.732644840435453,1.72273700765164,0
"ReachEffic",383496.211472,35.0352833429563,31.8935416349086,1017.19799801765,0,0,28.9316375,59.457409,100,0.515717914184386,2.08562901200466,NA
"Broker",26606336,2428.47170500183,72815.0965472226,5302038285.18135,0,0,10,94,4688460,49.4164351633438,2772.44040126626,0
"nBroker",2695.58235,0.25444424674344,0.181704206606179,0.0330164186983809,0,0,0.333333,0.39894225,0.5,-0.512261854872238,1.58064049020142,NA
"EgoBetween",1193703.749179,108.954340012687,2612.36876013614,6824470.53893525,0,0,0,6,196417.5313,55.1411501709442,3559.99487041007,0
"nEgoBetween",33390.05369,3.15178909665849,6.23431799343795,38.8667208433042,0,0,0,4.02305975,58.333332,3.61232812782939,21.310723613769,NA
"Size2",90547,8.26460387002556,67.6106081364232,4571.19433257698,0,0,1,3,3067,28.2985963285288,1008.38890461972,0
"Ties2",419792,38.3161737860533,657.443445723218,432231.884324419,0,0,0,1,38641,43.5366903252974,2238.60320272502,0
"Pairs2",50735222,4630.81617378605,146017.191908556,21321020332.86,0,0,0,6,9403422,49.4947819361839,2779.2311058791,0
"Density2",86227.727504,9.33200514112554,19.1763140335061,367.731019911643,0,0,0,8.47712475,100,2.57831931508137,10.0004917993164,NA
"nWeakComp2",15845,1.44623950346842,5.44975250626219,29.699802379511,0,0,1,1,168,15.3345794910832,339.45783984111,0
"pWeakComp2",341306.402156,31.152464599854,40.769267456969,1662.13316897787,0,0,0.911545,66.666664,100,0.860964419055627,2.0066848562922,0
"X2StepReach2",7377.102324,0.673339021905805,2.10070680797195,4.41296909305969,0,0,0.025329,0.52558275,46.116177,8.61476381987584,109.51883936672,0
"ReachEffic2",376642.818478,34.4248988646376,39.6218093383721,1569.88777524631,0,0,9.715142,70.535713,100,0.592219859688421,1.71950681925876,NA
"Broker2",25157715,2296.25,72687.2256291968,5283432769.66976,0,0,0,2,4682390.5,49.5110713223898,2780.91102885644,0
