"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","ks.p"
"Density2",79246.631184,8.8781796083352,18.8808672387507,356.487147687328,0,0,0,7.25319675,100,2.67493916424635,10.5303067848239,NA
"nWeakComp2",15513,1.47112375533428,5.60565047603189,31.4233172594366,0,0,0,1,185,15.1422304081384,339.199332082511,0
"pWeakComp2",324748.507575,30.7964445305832,40.7148673155914,1657.70042052621,0,0,0,66.666664,100,0.87238264794559,2.02607701737299,0
"X2StepReach2",7336.168023,0.695701092745377,2.27001306084561,5.15295929640967,0,0,0,0.498688,49.168854,8.86539068453327,112.962818204825,0
"ReachEffic2",353535.92716,33.5677864755032,39.526455965239,1562.34072117198,0,0,0,69.416338,100,0.631106504865499,1.76157512907613,NA
"Broker2",30092704,2853.74148885728,84372.2850194538,7118682479.40395,0,0,0,1.5,5494883,44.9749199993665,2375.88416556419,0
"nBroker2",1378.766811,0.154466369146314,0.20509587942886,0.0420643197586974,0,0,0,0.39239925,0.5,0.700625333042773,1.67099461410865,NA
"EgoBetween2",219085.032649,20.7762003460408,440.845695050896,194344.926844908,0,0,0,0,28794.55469,41.8720078384476,2209.71389538892,0
"nEgoBetween2",18660.637417,2.09059348162671,8.83835855332545,78.1165819171411,0,0,0,0,100,5.66727716421132,41.0287365689838,NA
"Size3",84907,8.05187292555714,12.408927050833,153.981470552895,0,0,3,11,204,3.26246368468147,23.4144074337212,0
"Ties3",412697,39.1367472735894,104.020774784296,10820.3215867253,0,0,2,29,1917,6.29572557895669,65.7080099560143,0
"Pairs3",2222334,210.747652916074,868.806710548684,754825.100294424,0,0,6,110,41412,19.4336900734861,662.174098365098,0
"Density3",162340.13372,16.3435149219772,17.3738928596994,301.852153100314,0,0,15.359477,27.777779,100,0.95590149551255,3.94253643773101,NA
"nWeakComp3",9932,0.941868183973447,1.11256468997337,1.23780018937554,0,0,1,1,47,8.63008953464501,292.835245430324,0
"pWeakComp3",211017.789726,20.0111701968706,30.1492622968452,908.978017043971,0,0,6.25,25,100,1.76737845990357,4.92819038422007,0
"X2StepReach3",129302.134595,12.2619378468468,15.2430380470553,232.350208903975,0,0,2.108486,30.393702,43.263344,0.654114064043414,1.55437835626243,0
"ReachEffic3",350745.616213,33.2807302602714,34.1266900090427,1164.63097097329,0,0,21.523338,60.281235,100,0.654509450403138,2.06795479112682,NA
"Broker3",904818.5,85.8054528212423,393.100667249306,154528.13459185,0,0,2,43.5,20572,22.8063845803133,891.350663083174,0
"nBroker3",2267.299287,0.228259265780731,0.188136710880484,0.0353954219809269,0,0,0.318681,0.392857,0.5,-0.241724479663414,1.31426595042376,NA
"EgoBetween3",65819.958072,6.24181679203414,77.0972134274854,5943.98031828324,0,0,0,0,4372.799316,31.6132689428334,1335.20770829616,0
"nEgoBetween3",9861.255709,0.99277717799255,4.70850500779218,22.170019408404,0,0,0,0,100,8.77080645477695,108.46338812168,NA
"Degree",171482,16.2619250829777,76.5365691124586,5857.84641150615,0,0,6,17,3324,25.5509718760609,820.829169855465,0
"OutDegree",84907,8.05187292555714,12.408927050833,153.981470552895,0,0,3,11,204,3.26246368468147,23.4144074337212,0
"InDegree",90208,8.55457562825984,75.3994137224772,5685.07158969328,0,0,0,3,3322,26.8396611760743,878.186601684547,0
"Clus.Coef",1673.786669,0.245928102997355,0.136468763618636,0.0186237234435992,0,0.163116,0.2371665,0.32426675,1,0.771080443567067,5.15602398844035,NA
"Eigenvec",-41.871218,-0.00397071768610716,0.00859628413902857,7.38961009989142e-05,-0.204823,-0.004025,-3.6e-05,0,0,-8.20912324271925,143.270339226174,0
"Power",65114.819412,6.17494731266003,257.652054398477,66384.5811357558,-4951.345703,-1.263611,3e-06,4.216705,5351.667969,3.70840512583684,152.05902927551,0
"inCloseness",116.98435,0.0110938217164533,0.00494963417915668,2.4498878507476e-05,0.008747,0.008747,0.008747,0.008773,0.023029,1.6428312975884,3.69931422875586,0
"outCloseness",103.969326,0.00985958520625889,0.000938677445711598,8.8111534708765e-07,0.008747,0.008747,0.010637,0.01064,0.010877,-0.338931831981575,1.11809827649065,0
"Betweenness",112120252.747856,10632.5512326084,149322.418714022,22297184730.6057,0,0,0,50.270416,6312125.5,30.2220529689813,1067.05912815325,0
"Betweenness2",69522662.235184,6592.95042533751,113893.380363261,12971702090.5704,0,0,18.135067,752.500244,9818615,65.8993269952959,5349.8301763211,0
"OutdwReach",1842524.433375,174.729675995733,163.641301604944,26778.4755909602,1,1,206.659073,282.355621,676.939026,0.329355149246584,1.97039970209131,0
"IndwReach",1927837.827564,182.820087962447,416.210607562193,173231.26984729,1,1,1,15.616666,4821.029297,2.7789034717738,13.2974811921052,0
"EffSize",136862.677022,12.9789167398767,75.1701437683774,5650.55051415853,0,0,3.416667,11.192307,3304.669922,26.4123934102651,860.891569688644,0
"Efficiency",5019.362125,0.47599451161688,0.352257694898671,0.124085483615325,0,0,0.602041,0.739859,1,-0.348573199780904,1.61647968552098,0
"Constraint",1418.088012,0.134479659743954,0.208954049796438,0.0436617949263324,0,0,0.060188,0.16438,1.256944,2.67974717702547,10.6852633370057,0
"Hierarchy",525.476836,0.0735035439921667,0.214761013100895,0.0461222927481227,0,0.001015,0.006848,0.038709,1,3.88661579789078,16.7528315672114,NA
"Indirectsfile",1018.372927,0.0965740091986724,0.130169163058074,0.0169440110112394,0,0,0.042131,0.151305,0.831489,1.76060835152584,6.2919600914409,0
