version, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
2.0all_bug_me_all.csv,18,17,6590.75826474767,5995,7211.89444023137,6013,6628.75826474767,5,,, 
2.1all_bug_me_all.csv,20,19,7343.74596626559,7757,8191.10907263261,7777,7385.74596626559,5,,, 
3.0all_bug_me_all.csv,20,20,10769.4794332855,9736,12059.165490893,9756,10811.4794332855,5,,, 
3.1all_bug_me_all.csv,21,20,12278.2744788746,11266,13465.7425121756,11287,12322.2744788746,4,,, 
