version, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
2.0all_bug_me_all.csv,24,20,6463.23702583359,5989,7211.89444023137,6013,6513.23702583359,5,,, 
2.1all_bug_me_all.csv,25,24,7200.9808888901,7752,8191.10907263261,7777,7252.9808888901,5,,, 
3.0all_bug_me_all.csv,25,19,10483.7182524674,9731,12059.165490893,9756,10535.7182524674,5,,, 
3.1all_bug_me_all.csv,25,23,11935.7474124025,11261,13463.2229838402,11286,11987.7474124025,5,,, 
