"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",0.153999901952802,1.32577414368393,0.116158474417733,0.90752694652168
"wmc",-0.0917417344088848,0.0468186489247879,-1.95951264113289,0.0500527809340927
"rfc",0.0452669838885208,0.0185697474524969,2.43767364119075,0.0147821128714719
"cam",-6.7213598035955,2.74078908576245,-2.45234477855698,0.0141928598485534
