"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-4.31255064703312,0.62208496507699,-6.93241420245447,4.13718473973822e-12
"Size3",0.702906825449333,0.171458282556405,4.09957929689455,4.13901839468062e-05
"Pairs3",-0.0329229964193017,0.01138078687558,-2.89285765380118,0.00381754267850495
