,BPP,BCE,MFM
1.3,0.000437517,0.00057095,0.000437517
1.4,0.001423502,0.001081956,0.000511783
1.5,0.000486665,0.000484834,0.000331167
1.6,0.000898706,0.000963466,0.000330797
