"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-1.9989411485068,0.385378903503385,-5.18695011671608,2.13765959301865e-07
"nBroker2",-0.667684542021687,0.42128187977921,-1.58488787215727,0.112991812506572
"IndwReach",-0.0358903984833268,0.018906782733793,-1.89828163726546,0.0576589915855574
"ce",0.160737163849095,0.0437798927511255,3.67148372799435,0.000241146433913049
