version, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1.3_all_bug2.csv,8,6,56.1407048583957,105,105.884536225025,113,74.1407048583957,7,,, 
1.4_all_bug2.csv,3,2,148.78233297604,158,176.494836206038,161,156.78233297604,6,,, 
1.5_all_bug2.csv,4,4,151.740830440736,258,194.748940885253,262,161.740830440736,6,,, 
1.6_all_bug2.csv,12,8,235.099299662614,304,378.250676042191,316,261.099299662614,11,,, 
