version, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
1.3_all_bug2.csv,6,4,72.947477680052,107,105.884536225025,113,86.947477680052,6,,, 
1.4_all_bug2.csv,4,2,148.462496865533,157,176.494836206038,161,158.462496865533,6,,, 
1.5_all_bug2.csv,2,3,159.91640418097,260,194.748940885253,262,165.91640418097,6,,, 
1.6_all_bug2.csv,11,4,309.565044495375,306,380.760941325569,317,333.565044495375,10,,, 
