"Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-5.55868146871007,0.980419133296237,-5.66969909085862,1.43048535374295e-08
"Size3",0.635869789539057,0.177663176482164,3.57907475330374,0.000344812835392139
"Pairs3",-0.0320619673386343,0.0123050701973279,-2.60558995799932,0.00917161858040632
"loc",0.000825692713910299,0.000357887763804207,2.30712753387685,0.0210477114101127
"dam",1.40176327248058,0.841333862611352,1.66612011565748,0.0956894927424716
