class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,normal,minor,trivial,enhancement,high,middle,low,non
main\org\apache\tools\ant\types\ZipScanner.java,69,48,33,10,10,4,20,39,59,134,93,227,1335.359972,0.082404073,12.13532255,16205.02399,50.01550613,10,3,0,12,478,0,main\org\apache\tools\ant\types\ZipScanner.java-->ZipScanner,8,16,56,28.571428,,,1,12.5,45.81749,78.119934,20,0.357143,1,1.785714,1,0,0,,0,0,1,100,2.471483,100,0,,0,,7,10,42,23.809525,,,1,14.285714,45.437263,80.879868,16,0.380952,0,0,8,0.760456,0.00103,7,1,0.665399,0.095057,0.285714,28,0.016871,2.385932,1.261562,0.720989,1101450,967214,0.09551,0.108766,40.579788,4.333333,0.038537,0.004115,5,0.000452,0.141235,4.3125,0.539063,0.188054,0.003332,0.224396,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\types\resources\ArchiveResource.java,239,134,75,6,40,1,102,77,179,217,117,334,1469.480492,2.783898726,42.67088112,7929.693483,24.4743626,40,4,2,6,386,179,main\org\apache\tools\ant\types\resources\ArchiveResource.java-->ArchiveResource,8,19,56,33.92857,,,1,12.5,46.863117,73.145401,18.5,0.330357,1.583333,2.827381,4,1,12,8.333333,,,3,75,3.51711,56.923077,5.5,0.458333,0,0,4,5,12,41.666668,,,1,25,46.007603,79.474548,3.5,0.291667,0,0,8,0.760456,0.00103,4,4,0.380228,0.380228,0.339286,28,0.020489,2.897614,-6.498519,-3.713939,1096192,976673,0.095969,0.107713,35.003597,8.333334,0.033242,0.007914,2.069048,0.000187,0.009085,3.625,0.453125,0.175955,0.008246,0.181348,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\util\GlobPatternMapper.java,137,63,39,4,13,2,80,60,140,157,109,266,1200.68589,1.710864619,31.15757536,4997.459309,15.42425713,13,1,2,1,18,16,main\org\apache\tools\ant\util\GlobPatternMapper.java-->GlobPatternMapper,5,0,20,0,,,5,100,4.372623,90.196075,10,0.5,0,0,5,0,20,0,,,5,100,4.372623,90.196075,10,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.475285,0.000644,0,5,0,0.475285,0,10,0.002876,0.406744,-0.00002,-0.000011,1083584,1107756,0.097085,0.094967,1,13.999999,0.00095,0.013295,0,0,0.514905,5,1,0.2,0,0,0,0,2,1,0,0,1,2,1,1,0
main\org\apache\tools\ant\util\IdentityMapper.java,25,9,1,1,3,0,15,9,24,17,12,29,89.13189033,0.364096295,25.88009963,696.5460175,2.149833387,3,1,0,1,14,3,main\org\apache\tools\ant\util\IdentityMapper.java-->IdentityMapper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-0.000004,-0.000002,1107756,1107756,0.094967,0.094967,1,1,0.00095,0.00095,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\util\MergingMapper.java,30,11,3,1,3,0,18,11,29,19,14,33,109.967131,0.686147252,17.12979923,507.1466022,1.565267291,3,1,0,1,14,2,main\org\apache\tools\ant\util\MergingMapper.java-->MergingMapper,3,0,6,0,,,3,100,3.707224,66.101692,3,0.5,0,0,3,0,6,0,,,3,100,3.707224,66.101692,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.285171,0.000386,0,3,0,0.285171,0,3,0.004,0.565618,-0.000049,-0.000028,1090945,1107756,0.09643,0.094967,1,9.166666,0.00095,0.008705,0,0,0.000977,3,1,0.333333,0,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\util\ResourceUtils.java,511,317,224,17,60,4,215,281,496,1085,721,1806,10805.98453,1.673046997,117.054068,149214.0614,460.5372267,60,1,0,41,419,66,main\org\apache\tools\ant\util\ResourceUtils.java-->ResourceUtils,22,47,462,10.173161,,,3,13.636364,51.806084,50.462963,207.5,0.449134,121.416664,26.280664,10,8,90,8.888889,,,4,40,20.057034,74.295776,41,0.455556,3.5,3.888889,13,16,156,10.256411,,,3,23.076923,50.855515,55.555557,70,0.448718,39.5,25.320513,22,2.091255,0.002832,13,10,1.235741,0.95057,0.101732,231,0.035657,5.042719,-14.690065,-8.395452,265757,977554,0.39585,0.107616,51.96664,280.099609,0.049351,0.266002,20977.50586,1.897297,0.31839,18.173912,0.826087,0.081357,0.104082,0.245196,0,0,0,3,0,2,0,0,3,2,0
main\org\apache\tools\zip\ZipEntry.java,340,148,80,5,44,2,174,130,304,350,211,561,2530.939476,4.894455877,77.19152978,16468.48221,50.82864878,44,2,0,10,59,309,main\org\apache\tools\zip\ZipEntry.java-->ZipEntry,12,16,132,12.121212,,,1,8.333333,5.418251,47.107437,58,0.439394,13.166667,9.974748,10,12,90,13.333333,,,2,20,4.942966,49.056602,39,0.433333,0,0,2,1,2,50,,,1,50,1.045627,73.333336,0.5,0.25,0,0,12,1.140684,0.001545,2,10,0.190114,0.95057,0.121212,66,0.005903,0.834753,2.476336,1.415239,1088828,1104601,0.096618,0.095238,3.5,15,0.003324,0.014245,41.066666,0.003714,0.929554,9.333333,0.777778,0.145706,0.033826,0.296024,0,1,0,1,0,2,1,1,1,3,0
main\org\apache\tools\zip\ZipFile.java,508,300,216,8,34,6,174,200,374,659,462,1121,6038.508118,2.795490023,96.3907805,75653.77937,233.4993191,34,1,0,21,50,101,main\org\apache\tools\zip\ZipFile.java-->ZipFile,10,11,90,12.222222,,,2,20,5.513308,50.877193,39.5,0.438889,10.5,11.666667,7,3,42,7.142857,,,4,57.142857,4.372623,53.488373,19.5,0.464286,0,0,3,1,6,16.666666,,,2,66.666664,1.996198,75,2.5,0.416667,0,0,10,0.95057,0.001287,3,7,0.285171,0.665399,0.122222,45,0.005829,0.824296,3.532389,2.018779,1093035,1102499,0.096246,0.09542,4.833333,11.5,0.00459,0.010921,17.233334,0.001559,0.713198,7.8,0.78,0.151082,0.037986,0.204894,0,1,0,1,2,2,0,1,1,4,0
main\org\apache\tools\zip\ZipOutputStream.java,846,359,268,8,62,4,292,313,605,1014,692,1706,9039.303197,4.728429065,138.4796793,81205.58291,250.6345152,62,3,0,21,54,265,main\org\apache\tools\zip\ZipOutputStream.java-->ZipOutputStream,6,5,30,16.666666,,,2,33.333332,4.46768,64.38356,12.5,0.416667,5,16.666666,3,1,6,16.666666,,,2,66.666664,3.136882,73.333336,2.5,0.416667,0,0,3,1,6,16.666666,,,2,66.666664,1.996198,75,2.5,0.416667,0,0,6,0.570342,0.000772,3,3,0.285171,0.285171,0.166667,15,0.002674,0.378137,3.532411,2.018792,1100396,1102499,0.095602,0.09542,4.833333,6,0.00459,0.005698,8.7,0.000787,0.405656,4.333333,0.722222,0.24551,0.014967,0.205913,0,0,0,0,1,0,0,0,0,1,0
main\org\apache\tools\ant\types\ArchiveScanner.java,296,131,74,5,32,1,94,88,182,223,158,381,1684.478114,2.76984985,54.01407632,9237.347294,28.51033116,32,2,2,11,440,74,main\org\apache\tools\ant\types\ArchiveScanner.java-->ArchiveScanner,9,16,72,22.222221,,,1,11.111111,14.258555,59.288536,28,0.388889,11,15.277778,5,4,20,20,,,2,40,3.612167,53.521126,8,0.4,0,0,4,4,12,33.333332,,,1,25,12.642586,73.07692,4,0.333333,0,0,9,0.855513,0.001159,4,5,0.380228,0.475285,0.222222,36,0.010649,1.505967,-2.899905,-1.657312,1093038,976675,0.096246,0.107712,34.746449,10.333333,0.032998,0.009813,31.616293,0.00286,0.007388,5.777778,0.641975,0.155603,0.014819,0.173903,0,0,0,1,0,1,0,0,1,1,0
tests\junit\org\apache\tools\ant\taskdefs\ExecTaskTest.java,458,381,241,6,64,2,114,189,303,404,319,723,3505.402347,2.248812922,79.53128757,24039.09569,74.19473978,64,3,0,15,478,663,tests\junit\org\apache\tools\ant\taskdefs\ExecTaskTest.java-->ExecTaskTest,3,3,6,50,,,1,33.333332,45.532318,71.706589,1.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,50,,,1,33.333332,45.532318,71.706589,1.5,0.25,0,0,3,0.285171,0.000386,3,0,0.285171,0,0.5,3,0.014373,2.032644,-18.123075,-10.357435,1107756,975522,0.094967,0.10784,42.359535,1,0.040227,0.00095,0,0,0.004064,1.833333,0.611111,0.339228,0.000074,0.008783,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\ProjectHelper.java,496,197,114,11,45,4,196,212,408,520,373,893,4501.580385,2.567664133,101.9011836,40540.17778,125.1240055,45,1,2,26,347,153,main\org\apache\tools\ant\ProjectHelper.java-->ProjectHelper,22,65,462,14.069264,,,1,4.545455,61.88213,56.412479,198.5,0.429654,50.416668,10.912699,17,23,272,8.455882,,,5,29.411764,21.292776,65.306122,124.5,0.457721,26.5,9.742647,6,9,30,30,,,1,16.666666,54.277565,69.549332,10.5,0.35,4,13.333333,22,2.091255,0.002832,6,17,0.570342,1.61597,0.140693,231,0.037433,5.293798,-18.444296,-10.541014,265821,977647,0.395755,0.107605,41.735725,284.173553,0.039635,0.26987,498.608582,0.045096,0.152215,17.826086,0.810277,0.097586,0.107624,0.352591,0,0,0,0,0,1,0,0,0,1,0
main\org\apache\tools\ant\Target.java,424,179,100,6,51,4,188,162,350,413,279,692,3139.44442,6.150057823,85.28963854,21418.82312,66.10747875,51,1,0,17,368,308,main\org\apache\tools\ant\Target.java-->Target,21,71,420,16.904762,,,1,4.761905,57.319393,51.58255,174.5,0.415476,27.183332,6.472222,18,46,306,15.03268,,,1,5.555555,43.346008,65.611511,130,0.424837,7.9,2.581699,5,9,20,45,,,1,20,56.74905,58.414871,5.5,0.275,1.5,7.5,21,1.996198,0.002703,5,18,0.475285,1.711027,0.169048,210,0.038519,5.447432,-22.570152,-12.898963,265364,977648,0.396437,0.107605,41.235722,339.53595,0.03916,0.322446,380.114532,0.034379,0.170755,15.23913,0.725673,0.122256,0.150578,0.439103,0,0,0,0,0,0,0,0,0,0,1
tests\junit\org\apache\tools\ant\taskdefs\JarTest.java,235,197,119,6,44,3,95,130,225,299,205,504,2475.18297,2.790543866,52.35070447,21363.27509,65.93603423,44,3,0,17,462,421,tests\junit\org\apache\tools\ant\taskdefs\JarTest.java-->JarTest,4,4,12,33.333332,,,1,25,45.722435,71.153847,4,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33.333332,,,1,25,45.722435,71.153847,4,0.333333,0,0,4,0.380228,0.000515,4,0,0.380228,0,0.333333,6,0.014895,2.106404,-17.11104,-9.779051,1107756,975519,0.094967,0.10784,43.192867,1,0.041019,0.00095,0,0,0.012411,2.75,0.6875,0.270744,0.00382,0.039308,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\Manifest.java,1025,558,367,7,50,4,160,190,350,588,387,975,5007.751082,2.510746154,74.9928618,38737.29988,119.5595675,50,1,0,19,60,67,main\org\apache\tools\ant\taskdefs\Manifest.java-->Manifest,8,10,56,17.857143,,,2,25,47.813686,74.518517,23,0.410714,5.5,9.821428,5,0,20,0,,,5,100,4.847909,79.6875,10,0.5,0,0,3,1,6,16.666666,,,2,66.666664,46.673004,80.360069,2.5,0.416667,0,0,8,0.760456,0.00103,3,5,0.285171,0.475285,0.178571,28,0.019125,2.704692,0.056181,0.032108,266235,977701,0.39514,0.107599,35.186932,231.573212,0.033416,0.219918,18.994047,0.001718,0.046845,5.9375,0.742188,0.184702,0.011124,0.208384,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\ManifestException.java,10,5,1,1,1,0,5,3,8,6,4,10,30,1.107309365,0.903089987,27.09269961,0.083619443,1,3,0,1,36,0,main\org\apache\tools\ant\taskdefs\ManifestException.java-->ManifestException,4,3,12,25,,,1,25,4.752851,76.92308,4.5,0.375,0,0,4,3,12,25,,,1,25,4.752851,76.92308,4.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.380228,0.000515,0,4,0,0.380228,0.25,6,0.003912,0.553257,0.000019,0.000011,265185,1107756,0.396704,0.094967,1,231.573181,0.00095,0.219918,0,0,0.001489,2.625,0.65625,0.332029,0.002326,0.151523,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\Mkdir.java,62,40,25,5,9,2,33,27,60,72,43,115,517.4363978,0.474864822,19.32317683,3399.612098,10.49262993,9,3,0,6,359,2,main\org\apache\tools\ant\taskdefs\Mkdir.java-->Mkdir,3,2,6,33.333332,,,1,33.333332,49.904942,54.291622,2,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.333332,,,1,33.333332,49.904942,54.291622,2,0.333333,0,0,3,0.285171,0.000386,3,0,0.285171,0,0.333333,3,0.025224,3.567242,-6.656202,-3.804055,1107756,976714,0.094967,0.107708,32.611912,1,0.03097,0.00095,0,0,0.000132,2.166667,0.722222,0.336593,0,0.004877,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\Sync.java,418,201,121,7,34,3,162,182,344,514,374,888,4831.641958,3.139633015,98.06301515,55052.9816,169.9166099,34,3,0,16,587,74,main\org\apache\tools\ant\taskdefs\Sync.java-->Sync,10,22,90,24.444445,,,1,10,51.996197,44.363342,34,0.377778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,90,24.444445,,,1,10,51.996197,44.363342,34,0.377778,0,0,10,0.95057,0.001287,10,0,0.95057,0,0.244444,45,0.036401,5.147811,-30.399973,-17.373747,1107756,974390,0.094967,0.107965,53.026176,1,0.050357,0.00095,0,0,0.031375,6.3,0.63,0.129526,0.006319,0.134021,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\types\selectors\NoneSelector.java,47,26,14,3,6,2,22,21,43,61,38,99,441.2932501,0.316264965,12.96517094,2991.892782,9.234236981,6,5,1,4,373,3,main\org\apache\tools\ant\types\selectors\NoneSelector.java-->NoneSelector,6,8,30,26.666666,,,1,16.666666,9.790874,54.497353,11,0.366667,1.5,5,6,8,30,26.666666,,,1,16.666666,9.790874,54.497353,11,0.366667,1.5,5,1,0,0,,0,0,1,100,2.091255,100,0,,0,,6,0.570342,0.000772,1,6,0.095057,0.570342,0.266667,15,0.007278,1.029291,-4.624312,-2.642819,266658,977652,0.394513,0.107605,38.469048,213.979904,0.036533,0.20321,132.5,0.011984,0.000525,4,0.666667,0.257035,0.12515,0.178906,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\Copy.java,949,587,406,29,138,6,394,482,876,1621,1098,2719,16131.97922,7.592092838,200.8301865,176137.4387,543.63407,138,3,2,37,577,853,main\org\apache\tools\ant\taskdefs\Copy.java-->Copy,19,73,342,21.34503,,,1,5.263158,63.4981,34.882507,134.5,0.393275,20.166666,5.896686,3,1,6,16.666666,,,2,66.666664,1.61597,58.620689,2.5,0.416667,0,0,16,52,240,21.666666,,,1,6.25,63.4981,35.418877,94,0.391667,0,0,19,1.806084,0.002446,16,3,1.520913,0.285171,0.21345,171,0.057932,8.192846,-42.167847,-24.099152,1104600,975368,0.095238,0.107857,64.066643,4,0.060842,0.003799,112.595291,0.010184,0.06876,13.131578,0.691136,0.087309,0.013143,0.275636,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\types\selectors\BaseSelectorContainer.java,280,109,44,4,34,3,137,118,255,213,163,376,1368.717008,7.928771145,108.5735238,6320.488673,19.50768109,34,4,5,25,371,368,main\org\apache\tools\ant\types\selectors\BaseSelectorContainer.java-->BaseSelectorContainer,22,29,462,6.277056,,,5,22.727272,55.323193,60.186142,216.5,0.468615,133.833328,28.968254,7,2,42,4.761905,,,5,71.428574,1.901141,47.619049,20,0.47619,34,80.952377,21,27,420,6.428571,,,5,23.809525,55.228138,60.710552,196.5,0.467857,114.833336,27.34127,22,2.091255,0.002832,21,7,1.996198,0.665399,0.062771,231,0.029927,4.232255,-26.159678,-14.950397,267449,977529,0.393346,0.107618,58.583328,169.18335,0.055635,0.160668,667.879883,0.060406,0.22955,20,0.909091,0.068195,0.073491,0.15528,0,0,0,0,0,1,0,0,0,1,0
main\org\apache\tools\ant\taskdefs\optional\extension\resolvers\AntResolver.java,85,47,24,3,10,1,55,41,96,108,67,175,832.8898817,0.771467948,32.65448384,5301.18774,16.36169056,10,1,0,9,479,5,main\org\apache\tools\ant\taskdefs\optional\extension\resolvers\AntResolver.java-->AntResolver,6,10,30,33.333332,,,1,16.666666,57.224335,53.606411,10,0.333333,1,3.333333,1,0,0,,0,0,1,100,0.855513,100,0,,0,,5,6,20,30,,,2,40,57.224335,54.039497,7,0.35,0,0,6,0.570342,0.000772,5,1,0.475285,0.095057,0.333333,15,0.029745,4.20658,-20.928661,-11.960842,1106704,957696,0.095057,0.109847,48.24287,2,0.045815,0.001899,17.166666,0.001553,0.036352,3.416667,0.569444,0.21292,0.003928,0.128256,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\Ant.java,718,398,262,21,84,4,264,357,621,1042,677,1719,9969.377855,6.000921482,112.6436347,89816.69854,277.2120325,84,3,0,29,519,258,main\org\apache\tools\ant\taskdefs\Ant.java-->Ant,14,45,182,24.725275,,,1,7.142857,60.171104,38.858196,68.5,0.376374,12.666667,6.959707,3,0,6,0,,,3,100,1.520913,64,3,0.5,0,0,11,29,110,26.363636,,,1,9.090909,60.076046,39.401497,40.5,0.368182,0,0,14,1.330799,0.001802,11,3,1.045627,0.285171,0.247253,91,0.048002,6.788476,-42.773163,-24.445093,1103549,962894,0.095329,0.109254,52.883331,4.5,0.050222,0.004274,87.73333,0.007935,0.042516,9.178572,0.655612,0.117218,0.027245,0.258525,0,0,0,0,0,1,1,0,0,2,0
main\org\apache\tools\ant\taskdefs\optional\extension\Extension.java,650,321,192,8,59,2,199,251,450,855,590,1445,7535.276575,2.480087797,119.3154971,75687.62991,233.603796,59,1,0,17,34,206,main\org\apache\tools\ant\taskdefs\optional\extension\Extension.java-->Extension,13,18,156,11.538462,,,2,15.384615,2.756654,31.182796,69,0.442308,21.5,13.782051,10,14,90,15.555555,,,1,10,2.56654,33.333332,38,0.422222,0,0,3,1,6,16.666666,,,2,66.666664,0.665399,58.333332,2.5,0.416667,0,0,13,1.235741,0.001674,3,10,0.285171,0.95057,0.115385,78,0.007776,1.099742,3.215004,1.837392,1096185,1104600,0.095969,0.095238,4,11.5,0.003799,0.010921,21.666666,0.00196,0.176866,10.230769,0.786982,0.145182,0.038299,0.341087,0,0,0,0,0,1,0,0,0,1,0
main\org\apache\tools\ant\taskdefs\cvslib\RCSFile.java,45,26,8,2,6,1,17,10,27,36,23,59,226.2697691,0.577900604,6.980925872,822.5186893,2.53863793,6,1,0,1,16,7,main\org\apache\tools\ant\taskdefs\cvslib\RCSFile.java-->RCSFile,2,1,2,50,,,1,50,0.760456,66.666664,0.5,0.25,0,0,2,1,2,50,,,1,50,0.760456,66.666664,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.190114,0.000257,0,2,0,0.190114,0.5,1,0.000081,0.011444,0.00001,0.000006,1099348,1107756,0.095693,0.094967,1,5.666667,0.00095,0.005381,0,0,0,1,0.5,0.680556,0,0.166667,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\compilers\Sj.java,30,14,8,2,3,0,12,16,28,29,22,51,245.175101,0.217407758,4.599651878,1127.720114,3.480617635,3,2,0,6,486,1,main\org\apache\tools\ant\taskdefs\compilers\Sj.java-->Sj,4,4,12,33.333332,,,1,25,25.380228,79.464287,4,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33.333332,,,1,25,25.380228,79.464287,4,0.333333,0,0,4,0.380228,0.000515,4,0,0.380228,0,0.333333,6,0.011363,1.606924,-17.674389,-10.101008,1107756,956640,0.094967,0.109968,47.785721,1,0.045381,0.00095,0,0,0.000539,2.25,0.5625,0.281443,0.000405,0.060876,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\types\resources\FileResourceIterator.java,80,38,16,3,11,1,30,20,50,57,46,103,458.8587841,1.499311968,15.50061161,4690.993273,14.4783743,11,1,0,6,31,24,main\org\apache\tools\ant\types\resources\FileResourceIterator.java-->FileResourceIterator,7,2,42,4.761905,,,5,71.428574,8.745247,61.744965,20,0.47619,5,11.904762,6,1,30,3.333333,,,5,83.333336,7.034221,68.518517,14.5,0.483333,0,0,1,0,0,,0,0,1,100,3.897338,100,0,,0,,7,0.665399,0.000901,1,6,0.095057,0.570342,0.047619,21,0.007781,1.10036,-3.442523,-1.96742,266695,977736,0.394458,0.107596,32.113098,209.36322,0.030497,0.198825,2.884387,0.000261,0.001603,6.5,0.928571,0.156649,0.003623,0.045347,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\splash\SplashTask.java,208,135,97,17,25,4,93,113,206,364,227,591,3624.924637,1.553784986,55.01783611,37336.1462,115.2350191,25,3,0,22,372,29,main\org\apache\tools\ant\taskdefs\optional\splash\SplashTask.java-->SplashTask,7,9,42,21.428572,,,3,42.857143,59.030418,47.477066,16.5,0.392857,3,7.142857,1,0,0,,0,0,1,100,0.285171,100,0,,0,,6,7,30,23.333334,,,3,50,59.030418,47.586208,11.5,0.383333,0,0,7,0.665399,0.000901,6,1,0.570342,0.095057,0.214286,21,0.034093,4.821532,-19.326973,-11.045469,1106704,974496,0.095057,0.107953,42.902393,2,0.040743,0.001899,3.533333,0.00032,0.206945,5.428571,0.77551,0.177155,0.020577,0.102785,0,0,0,0,0,1,0,0,0,1,0
main\org\apache\tools\ant\util\Base64Converter.java,83,55,44,4,5,1,32,30,62,199,146,345,1930.974028,0.407137272,80.91667754,147572.4692,455.4705839,5,1,1,1,13,1,main\org\apache\tools\ant\util\Base64Converter.java-->Base64Converter,2,0,2,0,,,2,100,0.95057,76.92308,1,0.5,0,0,2,0,2,0,,,2,100,0.95057,76.92308,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.190114,0.000257,0,2,0,0.190114,0,1,0.001763,0.249271,-0.000004,-0.000002,1102500,1107756,0.09542,0.094967,1,4.333333,0.00095,0.004115,0,0,0.000075,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\splash\SplashScreen.java,97,77,45,2,14,1,85,107,192,232,177,409,2117.374113,2.913689431,66.83120099,14296.42145,44.12475756,14,5,0,16,509,62,main\org\apache\tools\ant\taskdefs\optional\splash\SplashScreen.java-->SplashScreen,2,0,2,0,,,2,100,2.091255,88,1,0.5,1,50,1,0,0,,0,0,1,100,0.665399,100,0,,0,,1,0,0,,0,0,1,100,1.711027,100,0,,0,,2,0.190114,0.000257,1,1,0.095057,0.095057,0,1,0.001823,0.257755,-4.448635,-2.542419,1105653,976723,0.095147,0.107707,30.695244,2.5,0.02915,0.002374,0.5,0.000045,0.000112,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1
tests\junit\org\apache\tools\ant\taskdefs\optional\BeanShellScriptTest.java,18,11,3,1,3,0,5,3,8,6,4,10,30,0.386988016,2.584059348,77.52178045,0.239264754,3,3,0,1,418,3,tests\junit\org\apache\tools\ant\taskdefs\optional\BeanShellScriptTest.java-->BeanShellScriptTest,1,0,0,,0,0,1,100,15.874525,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,15.874525,100,0,,0,,1,0.095057,0.000129,1,0,0.095057,0,,0,0.001619,0.228923,-2.345433,-1.340428,1107756,975674,0.094967,0.107823,30.861908,1,0.029309,0.00095,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\dotnet\CSharp.java,297,110,53,3,32,2,82,48,130,127,81,208,781.378932,2.166452651,58.67121286,4717.799285,14.5611089,32,6,0,4,685,226,main\org\apache\tools\ant\taskdefs\optional\dotnet\CSharp.java-->CSharp,5,8,20,40,,,1,20,30.703423,87.297295,6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,20,40,,,1,20,30.703423,87.297295,6,0.3,0,0,5,0.475285,0.000644,5,0,0.475285,0,0.4,10,0.013122,1.855766,-27.621809,-15.786012,1107756,958748,0.094967,0.109726,46.369057,1,0.044035,0.00095,0,0,0.000464,2.1,0.42,0.28104,0.002914,0.184016,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\util\FlatFileNameMapper.java,26,9,1,1,3,0,16,13,29,23,16,39,136.9752338,0.32241019,28.06451543,1207.900631,3.728088367,3,1,0,2,14,3,main\org\apache\tools\ant\util\FlatFileNameMapper.java-->FlatFileNameMapper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-0.000001,0,1107756,1107756,0.094967,0.094967,1,1,0.00095,0.00095,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\extension\JarLibDisplayTask.java,78,44,26,4,10,3,47,46,93,129,83,212,1047.224564,0.569185948,32.6083402,10808.51188,33.35960457,10,3,0,9,456,1,main\org\apache\tools\ant\taskdefs\optional\extension\JarLibDisplayTask.java-->JarLibDisplayTask,6,8,30,26.666666,,,1,16.666666,49.61977,54.149376,11,0.366667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,30,26.666666,,,1,16.666666,49.61977,54.149376,11,0.366667,0,0,6,0.570342,0.000772,6,0,0.570342,0,0.266667,15,0.026857,3.798176,-7.257782,-4.147861,1107756,967121,0.094967,0.108776,47.619061,1,0.045222,0.00095,0,0,0.008242,3.5,0.583333,0.188143,0.005929,0.059754,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\extension\LibraryDisplayer.java,119,78,49,10,18,2,72,78,150,283,211,494,2659.868083,0.568465541,62.57291871,63496.45418,195.9767104,18,1,0,12,46,10,main\org\apache\tools\ant\taskdefs\optional\extension\LibraryDisplayer.java-->LibraryDisplayer,5,3,20,15,,,2,40,42.585552,94.315788,8.5,0.425,3,15,1,0,0,,0,0,1,100,0.570342,100,0,,0,,4,2,12,16.666666,,,2,50,42.395439,95.095947,5,0.416667,0,0,5,0.475285,0.000644,4,1,0.380228,0.095057,0.15,10,0.012191,1.724004,2.296452,1.312435,1106704,968242,0.095057,0.108651,40.117851,2,0.038099,0.001899,8,0.000724,0.178513,3.8,0.76,0.236213,0.008896,0.08296,0,0,0,0,0,0,0,0,0,0,1
