class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,normal,minor,trivial,enhancement,high,middle,low,non
main\org\apache\tools\ant\taskdefs\optional\sound\SoundTask.java,118,68,38,3,7,1,11,16,27,52,32,84,399.4105502,0.133454083,7.49321395,2992.868706,9.237249093,7,3,0,3,62,8,main\org\apache\tools\ant\taskdefs\optional\sound\SoundTask.java-->SoundTask,3,0,6,0,,,3,100,36.25304,87.134506,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,,,3,100,36.25304,87.134506,3,0.5,0,0,3,0.729927,0.001271,3,0,0.729927,0,0,3,0.020711,2.929012,90.886871,12.801849,169332,162372,0.242718,0.253122,9.283333,1,0.022532,0.002427,0,0,0.071162,3,1,0.333333,0,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\sound\AntSoundPlayer.java,189,101,56,7,26,2,106,117,223,280,186,466,2265.815598,1.820932456,102.7406767,18222.87231,56.24343305,26,1,0,21,27,89,main\org\apache\tools\ant\taskdefs\optional\sound\AntSoundPlayer.java-->AntSoundPlayer,3,1,6,16.666666,,,2,66.666664,11.435523,85.454544,2.5,0.416667,2,33.333332,1,0,0,,0,0,1,100,0.729927,100,0,,0,,2,1,2,50,,,1,50,11.192214,88.46154,0.5,0.25,0,0,3,0.729927,0.001271,2,1,0.486618,0.243309,0.166667,3,0.008073,1.141661,76.61528,10.791628,168921,162783,0.243309,0.252483,8.4,2,0.020388,0.004854,4,0.002374,0.025011,2.333333,0.777778,0.358248,0.002075,0.036111,0,0,0,0,0,0,0,0,0,0,1
testcases\org\apache\tools\ant\types\EnumeratedAttributeTest.java,57,51,30,6,9,2,33,38,71,114,80,194,946.1282422,0.317738931,117.748085,50072.05383,154.543376,9,2,0,6,18,2,testcases\org\apache\tools\ant\types\EnumeratedAttributeTest.java-->EnumeratedAttributeTest,2,1,2,50,,,1,50,46.715328,91.428574,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,,,1,50,46.715328,91.428574,0.5,0.25,0,0,2,0.486618,0.000847,2,0,0.486618,0,0.5,1,0.025104,3.550188,3.250046,0.457785,169332,168100,0.242718,0.244497,3.5,1,0.008495,0.002427,0,0,0,1,0.5,0.53116,0.001721,0.030382,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\Chmod.java,139,89,50,4,21,2,87,68,155,130,88,218,882.5386512,2.393147789,44.87658086,3721.567553,11.48631961,21,5,0,11,211,83,main\org\apache\tools\ant\taskdefs\Chmod.java-->Chmod,7,14,42,33.333332,,,1,14.285714,49.635036,57.790367,14,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,42,33.333332,,,1,14.285714,49.635036,57.790367,14,0.333333,0,0,7,1.703163,0.002966,7,0,1.703163,0,0.333333,21,0.052424,7.413889,398.502472,56.130974,169332,154990,0.242718,0.265178,19.666666,1,0.047735,0.002427,0,0,0.004789,3,0.428571,0.199013,0.00522,0.177297,0,0,0,0,0,0,1,0,0,1,0
main\org\apache\tools\ant\taskdefs\ExecuteOn.java,327,220,157,11,43,5,126,137,263,585,438,1023,5878.400777,1.988421784,77.14375376,104443.8936,322.3576964,43,4,2,18,183,70,main\org\apache\tools\ant\taskdefs\ExecuteOn.java-->ExecuteOn,11,20,110,18.181818,,,1,9.090909,55.231144,41.048824,45,0.409091,3.833333,3.484848,1,0,0,,0,0,1,100,1.703163,100,0,,0,,10,15,90,16.666666,,,1,10,55.231144,41.575092,37.5,0.416667,0,0,11,2.676399,0.004661,10,1,2.43309,0.243309,0.181818,55,0.079302,11.214981,334.813141,47.16003,168921,155394,0.243309,0.264489,21.166666,2,0.051375,0.004854,8,0.004747,0.057172,7.545455,0.68595,0.123945,0.011264,0.159857,0,0,0,2,0,0,1,0,2,1,0
main\org\apache\tools\ant\types\PatternSet.java,365,248,147,9,56,4,179,193,372,520,346,866,4390.176184,2.75998986,79.09967694,37043.07707,114.3304848,56,3,0,14,52,162,main\org\apache\tools\ant\types\PatternSet.java-->PatternSet,10,19,90,21.111111,,,1,10,51.094891,56.756756,35.5,0.394444,12.5,13.888889,5,2,20,10,,,3,60,16.058393,79.518074,9,0.45,0,0,5,8,20,40,,,1,20,50.121655,71.777,6,0.3,0,0,10,2.43309,0.004237,5,5,1.216545,1.216545,0.211111,45,0.055907,7.906467,95.264481,13.418457,122252,162773,0.336191,0.252499,10.666666,49.699989,0.02589,0.120631,222.861115,0.132254,0.030959,6.2,0.62,0.155734,0.036119,0.222962,0,0,0,0,0,0,0,0,0,0,1
testcases\org\apache\tools\ant\util\regexp\RegexpMatcherTest.java,59,53,44,1,4,0,16,69,85,198,188,386,2017.170364,0.691883673,183.5050418,203572.7282,628.3108896,4,2,3,3,15,6,testcases\org\apache\tools\ant\util\regexp\RegexpMatcherTest.java-->RegexpMatcherTest,3,0,6,0,,,3,100,0.729927,,3,0.5,0,0,3,0,6,0,,,3,100,0.729927,,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.729927,0.001271,0,3,0,0.729927,0,3,0,0,0.000037,0.000005,168099,169332,0.244499,0.242718,1,4,0.002427,0.009709,0,0,0.003561,3,1,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\DemuxOutputStream.java,84,52,29,4,12,2,46,38,84,101,66,167,717.9922757,1.417187896,23.35542017,4931.515666,15.22072736,12,2,0,6,20,19,main\org\apache\tools\ant\DemuxOutputStream.java-->DemuxOutputStream,2,1,2,50,,,1,50,9.73236,88.888885,0.5,0.25,0,0,1,0,0,,0,0,1,100,1.216545,100,0,,0,,1,0,0,,0,0,1,100,9.73236,100,0,,0,,2,0.486618,0.000847,1,1,0.243309,0.243309,0.5,1,0.006787,0.959768,17.613607,2.480961,168921,165646,0.243309,0.248119,5.25,2,0.012743,0.004854,0,0,0,1,0.5,0.622656,0.017703,0.1125,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\ejb\WLStop.java,136,56,28,4,12,1,58,49,107,95,72,167,733.1448793,1.217090822,40.67752966,4715.703317,14.55463987,12,3,0,6,198,20,main\org\apache\tools\ant\taskdefs\optional\ejb\WLStop.java-->WLStop,3,3,6,50,,,1,33.333332,48.905109,73.626373,1.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,50,,,1,33.333332,48.905109,73.626373,1.5,0.25,0,0,3,0.729927,0.001271,3,0,0.729927,0,0.5,3,0.036095,5.10462,211.245667,29.754961,169332,155411,0.242718,0.26446,16.399996,1,0.039806,0.002427,0,0,0,1,0.333333,0.363364,0.000425,0.043952,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\rmic\KaffeRmic.java,30,26,19,4,4,2,18,34,52,84,57,141,803.7620003,0.100416072,9.958565215,8004.316297,24.70467993,4,2,0,11,117,0,main\org\apache\tools\ant\taskdefs\rmic\KaffeRmic.java-->KaffeRmic,4,4,12,33.333332,,,1,25,53.77129,57.105942,4,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,33.333332,,,1,25,53.77129,57.105942,4,0.333333,0,0,4,0.973236,0.001695,4,0,0.973236,0,0.333333,6,0.047602,6.731918,198.736343,27.992962,169332,157871,0.242718,0.260339,13.666666,1,0.033172,0.002427,0,0,0.009806,2.25,0.5625,0.287519,0.002521,0.071479,0,0,0,3,0,0,0,0,3,0,0
etc\testcases\taskdefs\fixcrlf\expected\Junk9.java,12,9,3,2,2,1,11,10,21,16,10,26,114.200253,0.101660374,9.836674378,1123.350703,3.467131798,2,1,0,3,12,0,etc\testcases\taskdefs\fixcrlf\expected\Junk9.java-->Junk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,169332,169332,0.242718,0.242718,1,1,0.002427,0.002427,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\types\FilterSet.java,235,116,56,3,21,2,63,71,134,168,108,276,1339.82505,1.031116187,36.47702805,9950.095066,30.71016996,21,3,0,11,42,63,main\org\apache\tools\ant\types\FilterSet.java-->FilterSet,5,5,20,25,,,1,20,17.761557,72.277229,7.5,0.375,9,45,3,2,6,33.333332,,,1,33.333332,11.192214,82.14286,2,0.333333,0,0,2,1,2,50,,,1,50,10.218978,93.333336,0.5,0.25,0,0,5,1.216545,0.002119,2,3,0.486618,0.729927,0.25,10,0.016191,2.289701,30.545479,4.302476,66695,166053,0.616238,0.247511,5.5,87.583359,0.01335,0.212581,327.083344,0.194103,0.013337,3,0.6,0.271421,0.007872,0.16131,0,0,1,1,0,0,1,1,1,1,0
main\org\apache\tools\ant\types\DataType.java,135,59,33,4,14,2,47,46,93,112,74,186,909.9472481,1.118963813,17.3414435,4711.035724,14.54023371,14,2,7,7,27,29,main\org\apache\tools\ant\types\DataType.java-->DataType,11,26,110,23.636364,,,1,9.090909,52.068127,49.308754,42,0.381818,12,10.909091,7,4,42,9.523809,,,3,42.857143,23.114355,68.345322,19,0.452381,0,0,4,4,12,33.333332,,,1,25,50.851582,70.847458,4,0.333333,0,0,11,2.676399,0.004661,4,7,0.973236,1.703163,0.236364,55,0.063187,8.936028,39.477264,5.560561,66741,166048,0.615813,0.247519,7,90.849998,0.01699,0.22051,189.433334,0.112417,0.079314,6.272727,0.570248,0.144784,0.024123,0.244219,0,0,0,0,0,0,0,0,0,0,1
testcases\org\apache\tools\ant\util\DOMElementWriterTest.java,39,35,26,1,2,0,9,22,31,76,74,150,663.2986738,0.284998681,58.29937862,34658.54914,106.9708307,2,2,0,2,15,1,testcases\org\apache\tools\ant\util\DOMElementWriterTest.java-->DOMElementWriterTest,1,0,0,,0,0,1,100,0.973236,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,0.973236,100,0,,0,,1,0.243309,0.000424,1,0,0.243309,0,,0,0.000209,0.029548,0.999941,0.140846,169332,168921,0.242718,0.243309,2,1,0.004854,0.002427,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\util\DOMElementWriter.java,179,133,105,13,29,3,74,108,182,431,291,722,4368.778742,0.194067347,47.23765155,67726.48037,209.0323468,29,1,0,13,14,3,main\org\apache\tools\ant\util\DOMElementWriter.java-->DOMElementWriter,4,0,12,0,,,4,100,3.649635,88.235291,6,0.5,0,0,4,0,12,0,,,4,100,3.649635,88.235291,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.973236,0.001695,0,4,0,0.973236,0,6,0.004472,0.632393,0.000102,0.000014,167278,169332,0.245699,0.242718,1,5.5,0.002427,0.01335,0,0,0.440949,4,1,0.25,0,0,0,1,0,1,0,0,0,1,1,0,0
main\org\apache\tools\ant\taskdefs\optional\dotnet\NetCommand.java,137,68,35,5,14,3,69,82,151,169,121,290,1329.107421,2.452597728,28.82744582,6072.493499,18.74226389,14,1,0,12,62,20,main\org\apache\tools\ant\taskdefs\optional\dotnet\NetCommand.java-->NetCommand,8,13,56,23.214285,,,1,12.5,54.257908,46.361748,21.5,0.383929,8,14.285714,2,0,2,0,,,2,100,1.703163,63.636364,1,0.5,0,0,6,9,30,30,,,1,16.666666,54.257908,47.446808,10.5,0.35,0,0,8,1.946472,0.00339,6,2,1.459854,0.486618,0.232143,28,0.066116,9.350201,145.169708,20.447845,168510,159913,0.243902,0.257015,13.316665,3,0.032322,0.007282,17.333334,0.010286,0.013288,5.0625,0.632813,0.167339,0.024797,0.142694,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\Javah.java,321,194,114,12,46,2,155,135,290,395,252,647,3142.723125,2.971223704,99.77840931,28939.73244,89.32016186,46,3,0,14,133,150,main\org\apache\tools\ant\taskdefs\optional\Javah.java-->Javah,5,5,20,25,,,1,20,54.014599,47.741936,7.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,20,25,,,1,20,54.014599,47.741936,7.5,0.375,0,0,5,1.216545,0.002119,5,0,1.216545,0,0.25,10,0.059633,8.433361,108.85675,15.332993,169332,160320,0.242718,0.256362,12.699999,1,0.030825,0.002427,0,0,0.003156,3.1,0.62,0.212405,0.000876,0.030184,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantPoolEntry.java,221,77,58,12,18,1,40,47,87,142,67,209,1103.200915,1.903685761,15.96312415,6541.089483,20.18854779,18,1,7,15,30,16,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantPoolEntry.java-->ConstantPoolEntry,14,29,182,15.934066,,,1,7.142857,9.245742,40.860214,76.5,0.42033,119.583336,65.705132,10,25,90,27.777779,,,1,10,9.245742,44.705883,32.5,0.361111,35.583332,39.537037,12,21,132,15.909091,,,5,41.666668,8.272506,43.037975,55.5,0.420455,55.25,41.85606,14,3.406326,0.005932,12,10,2.919708,2.43309,0.159341,91,0.000197,0.02779,-4.590291,-0.646564,153335,163990,0.268041,0.250625,13.5,25.083334,0.032767,0.060882,251.583328,0.149299,2.792752,11.272727,0.805195,0.222299,0.160753,0.573665,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\IntegerCPInfo.java,31,11,3,1,3,0,8,7,15,11,8,19,74.23092132,0.208939546,4.786073382,355.2746367,1.096526656,3,3,0,4,33,3,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\IntegerCPInfo.java-->IntegerCPInfo,2,1,2,50,,,1,50,3.406326,66.666664,0.5,0.25,1,50,1,0,0,,0,0,1,100,3.406326,100,0,,0,,1,0,0,,0,0,1,100,1.703163,100,0,,0,,2,0.486618,0.000847,1,1,0.243309,0.243309,0.5,1,0.00001,0.001443,0.352371,0.049633,153372,164012,0.267976,0.250591,6.166667,16.116661,0.014968,0.039118,0.333333,0.000198,0,1.25,0.625,0.599774,0.005701,0.094156,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\FloatCPInfo.java,31,11,3,1,3,0,8,7,15,11,8,19,74.23092132,0.208939546,4.786073382,355.2746367,1.096526656,3,3,0,4,33,3,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\FloatCPInfo.java-->FloatCPInfo,2,1,2,50,,,1,50,3.406326,66.666664,0.5,0.25,1,50,1,0,0,,0,0,1,100,3.406326,100,0,,0,,1,0,0,,0,0,1,100,1.703163,100,0,,0,,2,0.486618,0.000847,1,1,0.243309,0.243309,0.5,1,0.00001,0.001443,0.352367,0.049633,153372,164012,0.267976,0.250591,6.166667,16.116661,0.014968,0.039118,0.333333,0.000198,0,1.25,0.625,0.599774,0.005701,0.094156,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\LongCPInfo.java,31,11,3,1,3,0,8,7,15,11,8,19,74.23092132,0.208939546,4.786073382,355.2746367,1.096526656,3,3,0,4,33,3,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\LongCPInfo.java-->LongCPInfo,2,1,2,50,,,1,50,3.406326,66.666664,0.5,0.25,1,50,1,0,0,,0,0,1,100,3.406326,100,0,,0,,1,0,0,,0,0,1,100,1.703163,100,0,,0,,2,0.486618,0.000847,1,1,0.243309,0.243309,0.5,1,0.00001,0.001443,0.35237,0.049633,153372,164012,0.267976,0.250591,6.166667,16.116661,0.014968,0.039118,0.333333,0.000198,0,1.25,0.625,0.599774,0.005701,0.094156,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\DoubleCPInfo.java,26,11,3,1,3,0,8,7,15,11,8,19,74.23092132,0.208939546,4.786073382,355.2746367,1.096526656,3,3,0,4,33,3,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\DoubleCPInfo.java-->DoubleCPInfo,2,1,2,50,,,1,50,3.406326,66.666664,0.5,0.25,1,50,1,0,0,,0,0,1,100,3.406326,100,0,,0,,1,0,0,,0,0,1,100,1.703163,100,0,,0,,2,0.486618,0.000847,1,1,0.243309,0.243309,0.5,1,0.00001,0.001443,0.352372,0.049633,153372,164012,0.267976,0.250591,6.166667,16.116661,0.014968,0.039118,0.333333,0.000198,0,1.25,0.625,0.599774,0.005701,0.094156,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ClassCPInfo.java,64,21,7,1,5,0,16,16,32,27,20,47,188,0.546221704,7.996128452,719.1568248,2.21961983,5,2,0,5,35,4,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ClassCPInfo.java-->ClassCPInfo,9,22,72,30.555555,,,1,11.111111,9.489051,44.31818,25,0.347222,3.333333,4.62963,8,19,56,33.92857,,,1,12.5,9.489051,50,18.5,0.330357,1,1.785714,3,5,6,83.333336,1.166667,2,1,33.333332,8.272506,62.962963,0.5,0.083333,0,0,9,2.189781,0.003814,3,8,0.729927,1.946472,0.305556,36,0.000195,0.027625,-3.49791,-0.492697,153339,163999,0.268034,0.250611,9,23.666666,0.021845,0.057443,15.183333,0.00901,0.782236,5.5,0.611111,0.310556,0.243301,0.459858,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\FieldRefCPInfo.java,81,42,19,2,8,1,24,36,60,70,58,128,564.1516784,0.536115656,16.81024262,3105.068645,9.583545201,8,2,0,6,42,12,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\FieldRefCPInfo.java-->FieldRefCPInfo,4,10,12,83.333336,1.166667,2,1,25,8.272506,57.627117,1,0.083333,0,0,2,2,2,100,1,1,1,50,8.272506,77.272728,0,0,0,0,4,10,12,83.333336,1.166667,2,1,25,8.272506,57.627117,1,0.083333,0,0,4,0.973236,0.001695,4,2,0.973236,0.486618,0.833333,6,0.000029,0.004134,-5.34799,-0.75329,153350,163998,0.268014,0.250613,9.5,19.916666,0.023058,0.048341,0,0,0.000198,1.333333,0.333333,0.462248,0.138344,0.290404,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\MethodRefCPInfo.java,81,42,19,2,8,1,24,36,60,70,58,128,564.1516784,0.536115656,16.81024262,3105.068645,9.583545201,8,2,0,6,42,12,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\MethodRefCPInfo.java-->MethodRefCPInfo,4,10,12,83.333336,1.166667,2,1,25,8.272506,57.627117,1,0.083333,0,0,2,2,2,100,1,1,1,50,8.272506,77.272728,0,0,0,0,4,10,12,83.333336,1.166667,2,1,25,8.272506,57.627117,1,0.083333,0,0,4,0.973236,0.001695,4,2,0.973236,0.486618,0.833333,6,0.000029,0.004134,-5.348011,-0.753293,153350,163998,0.268014,0.250613,9.5,19.916666,0.023058,0.048341,0,0,0.000198,1.333333,0.333333,0.462248,0.138344,0.290404,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\InterfaceMethodRefCPInfo.java,82,43,20,2,8,1,24,36,60,70,58,128,564.1516784,0.536115656,16.81024262,3105.068645,9.583545201,8,2,0,6,42,12,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\InterfaceMethodRefCPInfo.java-->InterfaceMethodRefCPInfo,4,10,12,83.333336,1.166667,2,1,25,8.272506,57.627117,1,0.083333,0,0,2,2,2,100,1,1,1,50,8.272506,77.272728,0,0,0,0,4,10,12,83.333336,1.166667,2,1,25,8.272506,57.627117,1,0.083333,0,0,4,0.973236,0.001695,4,2,0.973236,0.486618,0.833333,6,0.000029,0.004134,-5.34804,-0.753297,153350,163998,0.268014,0.250613,9.5,19.916666,0.023058,0.048341,0,0,0.000198,1.333333,0.333333,0.462248,0.138344,0.290404,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\NameAndTypeCPInfo.java,66,33,13,2,7,1,24,28,52,56,41,97,401.0070167,0.625183118,15.18855167,1947.010643,6.009292108,7,2,0,5,36,8,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\NameAndTypeCPInfo.java-->NameAndTypeCPInfo,6,17,30,56.666668,1.433333,2,1,16.666666,8.272506,51.515152,6.5,0.216667,1,3.333333,5,14,20,70,1.3,2,1,20,8.272506,60.714287,3,0.15,0,0,3,5,6,83.333336,1.166667,2,1,33.333332,8.272506,62.962963,0.5,0.083333,0,0,6,1.459854,0.002542,3,5,0.729927,1.216545,0.566667,15,0.000025,0.003482,-3.497664,-0.492663,153347,163999,0.26802,0.250611,9,21.416666,0.021845,0.051982,0.75,0.000445,0.00178,2.6875,0.447917,0.439066,0.220172,0.460227,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\ExitException.java,16,10,3,1,2,0,10,3,13,12,6,18,66.60791493,0.232851832,4.294576479,286.0527848,0.882878965,2,5,0,0,46,0,main\org\apache\tools\ant\ExitException.java-->ExitException,1,0,0,,0,0,1,100,5.596107,100,0,,0,,1,0,0,,0,0,1,100,5.596107,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.243309,0.000424,0,1,0,0.243309,,0,0.004978,0.704016,0.000037,0.000005,163183,169332,0.251864,0.242718,1,8.666667,0.002427,0.021036,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\ExecuteJava.java,75,61,42,10,14,2,51,61,112,178,109,287,1647.061592,1.012374449,32.53962251,18178.68019,56.10703762,14,1,0,16,84,7,main\org\apache\tools\ant\taskdefs\ExecuteJava.java-->ExecuteJava,6,10,30,33.333332,,,1,16.666666,52.554745,56.396866,10,0.333333,1.5,5,1,0,0,,0,0,1,100,5.596107,100,0,,0,,5,7,20,35,,,1,20,51.824818,59.166668,6.5,0.325,0,0,6,1.459854,0.002542,5,1,1.216545,0.243309,0.333333,15,0.052143,7.374117,140.837326,19.83761,163183,159911,0.251864,0.257018,13.233332,8.666667,0.03212,0.021036,25.200001,0.014955,0.010511,2.666667,0.444444,0.196279,0.001961,0.084262,0,0,0,0,0,0,2,0,0,2,0
main\org\apache\tools\ant\taskdefs\PumpStreamHandler.java,82,58,27,5,17,1,61,51,112,100,76,176,658.7099752,2.877161419,37.46293505,2664.088751,8.222496144,17,1,1,7,25,62,main\org\apache\tools\ant\taskdefs\PumpStreamHandler.java-->PumpStreamHandler,8,11,56,19.642857,,,2,25,14.355231,49.57983,22.5,0.401786,7,12.5,7,11,42,26.190475,,,1,14.285714,14.111922,49.152542,15.5,0.369048,0,0,1,0,0,,0,0,1,100,0.243309,,0,,0,,8,1.946472,0.00339,1,7,0.243309,1.703163,0.196429,28,0.027866,3.940782,1.000032,0.140859,134925,168921,0.304614,0.243309,2,39.833336,0.004854,0.096683,84,0.049849,0.439668,5.25,0.65625,0.180066,0.031778,0.181242,0,0,0,3,0,0,0,0,3,0,0
main\org\apache\tools\ant\types\Environment.java,64,51,20,3,5,1,18,15,33,35,25,60,254.5658971,0.692152154,8.183245393,1406.677393,4.341596893,5,1,1,4,16,0,main\org\apache\tools\ant\types\Environment.java-->Environment,3,0,6,0,,,3,100,7.055961,82.85714,3,0.5,0,0,3,0,6,0,,,3,100,7.055961,82.85714,3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.729927,0.001271,0,3,0,0.729927,0,3,0.007927,1.121006,-0.000139,-0.00002,154997,169332,0.265166,0.242718,1,17.166664,0.002427,0.041667,0,0,0.002776,3,1,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\ClassFile.java,128,102,56,3,19,1,50,94,144,222,173,395,2159.226624,0.531146173,33.85513381,17342.94972,53.52762258,19,1,0,21,96,80,main\org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\ClassFile.java-->ClassFile,12,17,132,12.878788,,,2,16.666666,7.785888,38.095238,57.5,0.435606,11,8.333333,1,0,0,,0,0,1,100,0.486618,100,0,,0,,11,17,110,15.454545,,,1,9.090909,7.29927,36.585365,46.5,0.422727,0,0,12,2.919708,0.005085,11,1,2.676399,0.243309,0.128788,66,0.000061,0.008625,-3.72178,-0.52423,168511,155802,0.243901,0.263796,21.166668,2.5,0.051375,0.006068,66,0.039167,0.671251,9.958333,0.829861,0.187042,0.150973,0.377655,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\InterfaceList.java,41,40,20,3,10,2,56,46,102,111,82,193,866.3483501,0.923800867,46.12035777,9878.506151,30.48921652,10,1,0,6,18,8,main\org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\InterfaceList.java-->InterfaceList,3,4,6,66.666664,,,1,33.333332,7.542579,60.784313,1,0.166667,0,0,1,0,0,,0,0,1,100,2.919708,100,0,,0,,2,2,2,100,1,1,1,50,7.29927,76.92308,0,0,0,0,3,0.729927,0.001271,2,1,0.486618,0.243309,0.666667,3,0.000022,0.003076,-3.303876,-0.465367,168102,163595,0.244494,0.25123,8.166668,2.833333,0.019822,0.006877,0,0,0,1.333333,0.444444,0.461015,0.005589,0.174242,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\MethodInfoList.java,51,31,15,2,7,1,37,31,68,82,63,145,636.2267329,1.200714128,21.10471372,4964.581712,15.32278306,7,1,0,6,58,3,main\org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\MethodInfoList.java-->MethodInfoList,3,3,6,50,,,1,33.333332,7.542579,62,1.5,0.25,0,0,1,0,0,,0,0,1,100,2.919708,100,0,,0,,2,1,2,50,,,1,50,7.29927,78.947365,0.5,0.25,0,0,3,0.729927,0.001271,2,1,0.486618,0.243309,0.5,3,0.000013,0.001894,-2.551546,-0.359397,168102,157462,0.244494,0.261015,13.5,2.833333,0.032767,0.006877,0,0,0,1.333333,0.444444,0.447059,0.002156,0.157407,0,0,0,0,0,0,0,0,0,0,1
