class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,normal,minor,trivial,enhancement,high,middle,low,non
main\org\apache\tools\ant\taskdefs\condition\ConditionBase.java,104,39,24,1,11,0,50,39,89,57,47,104,361.4127898,2.056153713,31.13040327,1406.566451,4.341254477,11,1,4,11,22,26,main\org\apache\tools\ant\taskdefs\condition\ConditionBase.java-->ConditionBase,9,0,72,0,,,9,100,12.16545,81.967216,36,0.5,15,20.833334,2,0,2,0,,,2,100,0.729927,75,1,0.5,1,50,8,0,56,0,,,8,100,11.922141,83.05085,28,0.5,7,12.5,9,2.189781,0.003814,8,2,1.946472,0.486618,0,36,0.014089,1.992505,246.245117,34.684799,168510,157040,0.243902,0.261717,17.816669,3,0.043244,0.007282,55,0.032639,0.902624,9,1,0.12,0.07938,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\JUnitTest.java,83,48,23,1,15,0,57,37,94,96,61,157,617.8160493,1.824570198,41.21417186,5854.358635,18.06900813,15,2,0,3,41,93,main\org\apache\tools\ant\taskdefs\optional\junit\JUnitTest.java-->JUnitTest,7,1,42,2.380952,,,6,85.714287,4.136253,77.272728,20.5,0.488095,0,0,7,1,42,2.380952,,,6,85.714287,4.136253,77.272728,20.5,0.488095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.703163,0.002966,0,7,0,1.703163,0.02381,21,0.005391,0.762401,-0.000078,-0.000011,166045,169332,0.247523,0.242718,1,8.5,0.002427,0.020631,0,0,0.493141,6.714286,0.959184,0.175737,0.027481,0.095238,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\Project.java,112,74,55,4,5,2,15,31,46,66,49,115,635.2096249,0.118163591,8.462843719,5375.679785,16.59160427,5,1,0,14,16,1,main\org\apache\tools\ant\Project.java-->Project,40,89,1560,5.705128,,,3,7.5,63.260342,39.156628,735.5,0.471474,169.166672,10.844017,36,60,1260,4.761905,,,3,8.333333,48.6618,44.052864,600,0.47619,0,0,4,3,12,25,,,1,25,47.445255,92.85714,4.5,0.375,0,0,40,9.73236,0.016949,4,36,0.973236,8.759124,0.057051,780,0.113516,16.053534,33.227234,4.680214,66459,166049,0.618426,0.247517,6.833333,132.616699,0.016586,0.321885,1042.876221,0.618881,4.193693,35.612499,0.890312,0.059999,0.103719,0.429398,0,0,0,6,0,0,3,0,6,3,0
main\org\apache\tools\ant\types\Commandline.java,314,191,115,13,42,4,144,126,270,454,297,751,3857.682236,16.44914151,63.84156513,41562.00164,128.2777828,42,1,0,9,30,116,main\org\apache\tools\ant\types\Commandline.java-->Commandline,52,95,2652,3.582202,,,1,1.923077,53.284672,38.286713,1278.5,0.482089,4,0.15083,51,50,2550,1.960784,,,6,11.764706,28.710463,31.052631,1250,0.490196,0,0,1,0,0,,0,0,1,100,46.715328,100,0,,0,,52,12.652068,0.022034,1,51,0.243309,12.408759,0.035822,1326,0.151595,21.438787,1.500054,0.21129,130337,168511,0.315336,0.243901,2.5,73,0.006068,0.177184,1.983333,0.001177,1.129797,48.365383,0.930104,0.063149,0.347401,0.389592,0,0,0,0,1,0,0,0,0,1,0
main\org\apache\tools\ant\taskdefs\optional\junit\BaseTest.java,83,59,24,2,16,1,63,31,94,64,43,107,362.5964894,2.707887156,30.25826188,1228.104341,3.790445497,16,1,2,4,26,99,main\org\apache\tools\ant\taskdefs\optional\junit\BaseTest.java-->BaseTest,2,0,2,0,,,2,100,2.43309,100,1,0.5,1,50,1,0,0,,0,0,1,100,1.459854,100,0,,0,,1,0,0,,0,0,1,100,0.973236,100,0,,0,,2,0.486618,0.000847,1,1,0.243309,0.243309,0,1,0.002142,0.302859,2.625136,0.369763,168921,167692,0.243309,0.245092,3.333333,2,0.008091,0.004854,2,0.001187,0.004997,2,1,0.5,0,0,0,0,0,0,1,0,0,0,0,1,0
main\org\apache\tools\ant\taskdefs\optional\perforce\SimpleP4OutputHandler.java,29,13,5,3,4,1,21,18,39,46,35,81,375.0638258,1.178283909,11.01717459,3419.296346,10.55338378,4,2,0,4,22,0,main\org\apache\tools\ant\taskdefs\optional\perforce\SimpleP4OutputHandler.java-->SimpleP4OutputHandler,8,12,56,21.428572,,,1,12.5,47.445255,87.053574,22,0.392857,0.5,0.892857,7,6,42,14.285714,,,1,14.285714,3.406326,43.75,18,0.428571,0,0,2,1,2,50,,,1,50,47.445255,94.660194,0.5,0.25,0,0,8,1.946472,0.00339,2,7,0.486618,1.703163,0.214286,28,0.032013,4.527272,71.355965,10.050828,165225,159526,0.248752,0.257638,9.766665,9.5,0.023705,0.023058,0.833333,0.000495,0.146365,4.944444,0.618056,0.393362,0.29886,0.514583,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\perforce\P4HandlerAdapter.java,60,39,18,4,10,2,52,34,86,71,46,117,478.4504535,1.13479495,34.85858866,2282.591143,7.045034393,10,1,1,9,19,17,main\org\apache\tools\ant\taskdefs\optional\perforce\P4HandlerAdapter.java-->P4HandlerAdapter,1,0,0,,0,0,1,100,46.715328,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,46.715328,100,0,,0,,1,0.243309,0.000424,1,0,0.243309,0,,0,0.021971,3.107121,1.500004,0.211283,169332,168511,0.242718,0.243901,2.5,1,0.006068,0.002427,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\perforce\P4Base.java,105,62,46,9,19,2,85,73,158,226,146,372,1949.25382,1.391236429,47.93408276,13401.98897,41.36416348,19,3,9,12,93,25,main\org\apache\tools\ant\taskdefs\optional\perforce\P4Base.java-->P4Base,14,20,182,10.989011,,,2,14.285714,54.501217,50.564335,81,0.445055,33,18.131868,10,6,90,6.666667,,,4,40,2.919708,38.709679,42,0.466667,3,3.333333,5,6,20,30,,,1,20,54.257908,53.095238,7,0.35,3,15,14,3.406326,0.005932,5,10,1.216545,2.43309,0.10989,91,0.06249,8.837486,137.711761,19.39736,165222,159505,0.248756,0.257672,13.149998,11,0.031917,0.026699,194.666672,0.115522,0.886933,11.233334,0.802381,0.201808,0.238851,0.445376,0,0,0,0,0,0,0,0,0,0,1
etc\testcases\taskdefs\fixcrlf\expected\Junk6.java,12,9,3,2,2,1,11,10,21,16,10,26,114.200253,0.101660374,9.836674378,1123.350703,3.467131798,2,1,0,3,12,0,etc\testcases\taskdefs\fixcrlf\expected\Junk6.java-->Junk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-0.000001,0,169332,169332,0.242718,0.242718,1,1,0.002427,0.002427,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\FieldInfoList.java,41,33,15,2,8,1,44,37,81,89,67,156,675.3727722,1.493513713,24.13148707,4867.685299,15.02372006,8,1,0,6,52,8,main\org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\FieldInfoList.java-->FieldInfoList,3,2,6,33.333332,,,1,33.333332,7.542579,67.391304,2,0.333333,1,16.666666,1,0,0,,0,0,1,100,2.919708,100,0,,0,,2,1,2,50,,,1,50,7.29927,88.235291,0.5,0.25,0,0,3,0.729927,0.001271,2,1,0.486618,0.243309,0.333333,3,0.000013,0.001863,-2.816889,-0.396772,168102,157468,0.244494,0.261005,12.749999,2.833333,0.030947,0.006877,3,0.00178,0.001187,2,0.666667,0.43227,0.029827,0.12963,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantPool.java,314,142,85,4,39,3,172,177,349,473,343,816,4053.410579,2.972114248,110.5623216,41794.2503,128.9945997,39,1,0,16,56,23,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantPool.java-->ConstantPool,30,78,870,8.965517,,,1,3.333333,9.489051,23.92638,396,0.455172,182.449997,20.971264,28,66,756,8.730159,,,1,3.571429,9.489051,26.712328,345,0.456349,147.5,19.510582,8,21,56,37.5,,,1,12.5,5.109489,36.206898,17.5,0.3125,14.75,26.339285,30,7.29927,0.012712,8,28,1.946472,6.812652,0.089655,435,0.000209,0.029571,-7.11008,-1.001489,153319,163994,0.268069,0.250619,11.5,33.666664,0.027913,0.081715,274.183319,0.16271,8.363287,26.611111,0.887037,0.143627,0.220888,0.72584,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\Utf8CPInfo.java,36,15,4,1,4,0,8,6,14,9,7,16,60.91767875,0.190579167,5.247163242,319.6450048,0.986558657,4,2,0,3,32,3,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\Utf8CPInfo.java-->Utf8CPInfo,10,18,90,20,,,1,10,8.272506,40.963856,36,0.4,5,5.555555,10,18,90,20,,,1,10,8.272506,40.963856,36,0.4,5,5.555555,1,0,0,,0,0,1,100,3.406326,100,0,,0,,10,2.43309,0.004237,1,10,0.243309,2.43309,0.2,45,0.000034,0.004744,-1.295168,-0.182431,153342,164002,0.268028,0.250607,7.833333,23.916666,0.019013,0.05805,15,0.008902,0.023836,7.954545,0.795455,0.218513,0.191789,0.326446,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\FieldInfo.java,63,52,22,1,10,0,23,35,58,79,62,141,640.2358378,0.884536025,12.33319003,3085.449117,9.522991102,10,1,0,8,50,33,main\org\apache\tools\ant\taskdefs\optional\sitraka\bytecode\FieldInfo.java-->FieldInfo,4,3,12,25,,,1,25,7.29927,66.666664,4.5,0.375,2,16.666666,1,0,0,,0,0,1,100,0.729927,100,0,,0,,3,2,6,33.333332,,,1,33.333332,7.29927,71.428574,2,0.333333,0,0,4,0.973236,0.001695,3,1,0.729927,0.243309,0.25,6,0.000012,0.001679,-2.523713,-0.355477,167694,157865,0.245089,0.260349,13.833331,3.083333,0.033576,0.007484,14,0.008308,0.001029,2.875,0.71875,0.371672,0.079255,0.1875,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\RuntimeConfigurable.java,92,54,27,3,13,1,63,63,126,132,100,232,1055.225398,2.838087303,26.63592072,6375.216493,19.67659411,13,1,0,8,38,46,main\org\apache\tools\ant\RuntimeConfigurable.java-->RuntimeConfigurable,5,5,20,25,,,1,20,41.36253,82.524269,7.5,0.375,4.5,22.5,3,3,6,50,,,1,33.333332,33.81995,92.052979,1.5,0.25,0,0,2,1,2,50,,,1,50,11.192214,83.63636,0.5,0.25,0,0,5,1.216545,0.002119,2,3,0.486618,0.729927,0.25,10,0.027479,3.88606,62.469002,8.799057,71567,163188,0.574287,0.251857,8.333334,96.302368,0.020227,0.233744,670.994446,0.398193,0.015339,3.6,0.72,0.251496,0.017024,0.113932,0,1,0,0,0,0,0,1,0,0,0
main\org\apache\tools\ant\ProjectHelper.java,730,534,332,12,41,3,150,208,358,586,440,1026,5700.858315,1.87271673,70.38188422,56236.21008,173.5685496,41,1,0,25,38,52,main\org\apache\tools\ant\ProjectHelper.java-->ProjectHelper,15,20,210,9.523809,,,1,6.666667,58.150852,69.679298,95,0.452381,31,14.761905,10,1,90,1.111111,,,9,90,15.815085,69.892471,44.5,0.494444,0,0,5,5,20,25,,,1,20,50.121655,82.400002,7.5,0.375,0,0,15,3.649635,0.006356,5,10,1.216545,2.43309,0.095238,105,0.05375,7.601399,87.710808,12.354486,71595,163182,0.574062,0.251866,10.25,88.800049,0.024879,0.215534,848.049988,0.503264,0.354364,12.333333,0.822222,0.11901,0.142417,0.228161,0,1,0,1,1,0,0,1,1,1,0
main\org\apache\tools\ant\taskdefs\Expand.java,134,91,62,10,19,5,67,99,166,282,187,469,2790.902056,0.795717217,33.6412949,25309.14841,78.11465557,19,4,0,13,131,7,main\org\apache\tools\ant\taskdefs\Expand.java-->Expand,5,7,20,35,,,1,20,54.257908,55.610973,6.5,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,20,35,,,1,20,54.257908,55.610973,6.5,0.325,0,0,5,1.216545,0.002119,5,0,1.216545,0,0.35,10,0.051913,7.341633,170.166031,23.968699,169332,160733,0.242718,0.255704,11.866666,1,0.028803,0.002427,0,0,0.006828,2.5,0.5,0.248528,0.004156,0.112855,0,0,0,1,0,0,1,0,1,1,0
main\org\apache\tools\ant\taskdefs\MatchingTask.java,145,68,35,4,18,3,73,73,146,147,107,254,1187.30607,3.564966254,32.76016934,8610.395083,26.57529347,18,3,25,9,116,32,main\org\apache\tools\ant\taskdefs\MatchingTask.java-->MatchingTask,25,48,600,8,,,1,4,41.119221,44.708996,276,0.46,36.5,6.083333,21,1,420,0.238095,,,20,95.238098,15.328467,41.447369,209.5,0.49881,0,0,4,2,12,16.666666,,,2,50,37.226276,67.699112,5,0.416667,0,0,25,6.082725,0.010593,4,21,0.973236,5.109489,0.08,300,0.092334,13.058021,143.550461,20.219769,154151,161546,0.266622,0.254417,11.249999,28.333336,0.027306,0.06877,94.522224,0.056093,0.583343,21.58,0.8632,0.101407,0.25664,0.328247,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\DirectoryScanner.java,844,493,329,28,128,5,327,261,588,1456,894,2350,12838.28869,3.282856967,304.9204701,517957.0595,1598.6329,128,1,3,7,34,197,main\org\apache\tools\ant\DirectoryScanner.java-->DirectoryScanner,42,94,1722,5.458769,,,2,4.761905,54.014599,37.7551,814,0.472706,4,0.232288,41,58,1640,3.536585,,,3,7.317073,32.603405,33.838383,791,0.482317,0,0,1,0,0,,0,0,1,100,46.715328,100,0,,0,,42,10.218978,0.017797,1,41,0.243309,9.975669,0.054588,861,0.145318,20.551069,1.500107,0.211297,120932,168511,0.33986,0.243901,2.5,77.083336,0.006068,0.187095,5.916667,0.003511,2.42854,37.523811,0.893424,0.06871,0.264969,0.373186,0,0,0,1,0,0,4,0,1,4,0
main\org\apache\tools\ant\taskdefs\Touch.java,133,93,57,8,23,3,82,88,170,219,153,372,1954.520907,1.952364247,31.71064911,12362.53096,38.15595974,23,3,0,17,100,16,main\org\apache\tools\ant\taskdefs\Touch.java-->Touch,8,12,56,21.428572,,,1,12.5,54.987835,52.680653,22,0.392857,8,14.285714,3,0,6,0,,,3,100,2.189781,69.230766,3,0.5,0,0,5,5,20,25,,,1,20,54.501217,53.846153,7.5,0.375,0,0,8,1.946472,0.00339,5,3,1.216545,0.729927,0.214286,28,0.0598,8.456949,102.736397,14.470912,168099,161547,0.244499,0.254415,11.7,4,0.028398,0.009709,21.700001,0.012878,0.03181,5.25,0.65625,0.209308,0.072718,0.247398,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\mail\MailMessage.java,41,33,16,3,9,1,235,194,429,476,332,808,3561.571591,4.916235213,157.4359747,37711.40724,116.3932322,9,4,0,1,56,10,main\org\apache\tools\mail\MailMessage.java-->MailMessage,3,0,6,0,,,3,100,1.216545,100,3,0.5,2,33.333332,1,0,0,,0,0,1,100,0.729927,100,0,,0,,2,0,2,0,,,2,100,0.486618,,1,0.5,0,0,3,0.729927,0.001271,2,1,0.486618,0.243309,0,3,0.001788,0.25288,1.999998,0.281709,168921,168510,0.243309,0.243902,3,2,0.007282,0.004854,2,0.001187,0.867604,3,1,0.333333,0,0,0,0,1,0,0,0,0,1,0,0,0
main\org\apache\tools\mail\MailMessage.java,41,33,16,3,9,1,235,194,429,476,332,808,3561.571591,4.916235213,157.4359747,37711.40724,116.3932322,9,4,0,1,56,10,main\org\apache\tools\mail\MailMessage.java-->MailPrintStream,1,0,0,,0,0,1,100,0.729927,100,0,,0,,1,0,0,,0,0,1,100,0.729927,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.243309,0.000424,0,1,0,0.243309,,0,0.000084,0.011818,0.000071,0.00001,168511,169332,0.243901,0.242718,1,2.5,0.002427,0.006068,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
main\org\apache\tools\mail\MailMessage.java,41,33,16,3,9,1,235,194,429,476,332,808,3561.571591,4.916235213,157.4359747,37711.40724,116.3932322,9,4,0,1,56,10,main\org\apache\tools\mail\MailMessage.java-->MailMessage,3,0,6,0,,,3,100,1.216545,100,3,0.5,2,33.333332,1,0,0,,0,0,1,100,0.729927,100,0,,0,,2,0,2,0,,,2,100,0.486618,,1,0.5,0,0,3,0.729927,0.001271,2,1,0.486618,0.243309,0,3,0.001788,0.25288,1.999998,0.281709,168921,168510,0.243309,0.243902,3,2,0.007282,0.004854,2,0.001187,0.867604,3,1,0.333333,0,0,0,0,1,0,0,0,0,1,0,0,0
main\org\apache\tools\mail\MailMessage.java,41,33,16,3,9,1,235,194,429,476,332,808,3561.571591,4.916235213,157.4359747,37711.40724,116.3932322,9,4,0,1,56,10,main\org\apache\tools\mail\MailMessage.java-->MailPrintStream,1,0,0,,0,0,1,100,0.729927,100,0,,0,,1,0,0,,0,0,1,100,0.729927,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.243309,0.000424,0,1,0,0.243309,,0,0.000084,0.011818,0.000071,0.00001,168511,169332,0.243901,0.242718,1,2.5,0.002427,0.006068,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
main\org\apache\tools\mail\SmtpResponseReader.java,59,33,18,4,8,2,33,32,65,72,50,122,518.3166534,1.089995519,16.022562,2437.36764,7.522739629,8,1,0,6,16,6,main\org\apache\tools\mail\SmtpResponseReader.java-->SmtpResponseReader,1,0,0,,0,0,1,100,0.729927,100,0,,0,,1,0,0,,0,0,1,100,0.729927,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.243309,0.000424,0,1,0,0.243309,,0,0.000084,0.011818,-0.000161,-0.000023,168511,169332,0.243901,0.242718,1,2.5,0.002427,0.006068,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
