class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,normal,minor,trivial,enhancement,high,middle,low,non
main\org\apache\tools\ant\taskdefs\condition\FilesMatch.java,57,25,13,3,5,1,30,16,46,40,24,64,264.1737971,0.574184876,15.82163938,1303.337135,4.022645478,5,1,0,5,17,1,main\org\apache\tools\ant\taskdefs\condition\FilesMatch.java-->FilesMatch,3,1,6,16.666666,,,2,66.666664,47.584187,88.075882,2.5,0.416667,2,33.333332,1,0,0,,0,0,1,100,2.489019,100,0,,0,,2,1,2,50,,,1,50,47.144947,91.477272,0.5,0.25,0,0,3,0.439239,0.000734,2,1,0.292826,0.146413,0.166667,3,0.022352,3.160988,5.399578,1.958044,464443,438607,0.147058,0.15572,13.992858,3.5,0.020457,0.005117,44.544521,0.009563,0.045539,2.5,0.833333,0.338642,0.000144,0.007892,0,0,0,3,0,0,0,0,3,0,0
main\org\apache\tools\ant\taskdefs\condition\Http.java,42,38,25,6,8,4,36,30,66,78,47,125,636.1909828,0.483544368,21.71960695,6815.362617,21.03506981,8,2,0,8,21,1,main\org\apache\tools\ant\taskdefs\condition\Http.java-->Http,3,0,6,0,,,3,100,47.584187,76.832153,3,0.5,2,33.333332,1,0,0,,0,0,1,100,2.489019,100,0,,0,,2,0,2,0,,,2,100,47.144947,79.310349,1,0.5,0,0,3,0.439239,0.000734,2,1,0.292826,0.146413,0,3,0.026708,3.777115,2.848451,1.032931,464443,438675,0.147058,0.155696,10.878967,3.5,0.015905,0.005117,1.397086,0.0003,0.045629,3,1,0.333333,0,0,0,0,0,3,0,0,0,0,3,0,0
main\org\apache\tools\ant\taskdefs\condition\IsFalse.java,25,12,5,2,3,1,10,3,13,11,5,16,59.20703549,0.196085488,5.099816452,301.9450137,0.931929054,3,2,0,2,19,0,main\org\apache\tools\ant\taskdefs\condition\IsFalse.java-->IsFalse,2,0,2,0,,,2,100,45.241581,95.665634,1,0.5,1,50,1,0,0,,0,0,1,100,2.489019,100,0,,0,,1,0,0,,0,0,1,100,44.802341,100,0,,0,,2,0.292826,0.000489,1,1,0.146413,0.146413,0,1,0.018876,2.669459,1.215002,0.440595,464443,465807,0.147058,0.146627,2.5,3.5,0.003655,0.005117,0.14359,0.000031,0.033681,2,1,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\condition\IsSet.java,15,11,5,2,3,1,6,4,10,6,5,11,36.54120904,0.218930906,4.56765113,166.9074948,0.515146589,3,2,0,2,19,0,main\org\apache\tools\ant\taskdefs\condition\IsSet.java-->IsSet,3,0,6,0,,,3,100,47.584187,76.832153,3,0.5,2,33.333332,1,0,0,,0,0,1,100,2.489019,100,0,,0,,2,0,2,0,,,2,100,47.144947,79.310349,1,0.5,0,0,3,0.439239,0.000734,2,1,0.292826,0.146413,0,3,0.026708,3.777115,2.848453,1.032932,464443,438675,0.147058,0.155696,10.878967,3.5,0.015905,0.005117,1.397086,0.0003,0.045629,3,1,0.333333,0,0,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\taskdefs\condition\IsTrue.java,25,12,5,2,3,1,10,3,13,11,5,16,59.20703549,0.196085488,5.099816452,301.9450137,0.931929054,3,2,0,2,19,0,main\org\apache\tools\ant\taskdefs\condition\IsTrue.java-->IsTrue,2,0,2,0,,,2,100,45.241581,95.665634,1,0.5,1,50,1,0,0,,0,0,1,100,2.489019,100,0,,0,,1,0,0,,0,0,1,100,44.802341,100,0,,0,,2,0.292826,0.000489,1,1,0.146413,0.146413,0,1,0.018876,2.669459,1.215002,0.440595,464443,465807,0.147058,0.146627,2.5,3.5,0.003655,0.005117,0.14359,0.000031,0.033681,2,1,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\condition\Not.java,13,11,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,35,0,main\org\apache\tools\ant\taskdefs\condition\Not.java-->Not,2,0,2,0,,,2,100,45.241581,95.665634,1,0.5,1,50,1,0,0,,0,0,1,100,2.489019,100,0,,0,,2,0,2,0,,,2,100,45.241581,95.665634,1,0.5,1,50,2,0.292826,0.000489,2,1,0.292826,0.146413,0,1,0.018876,2.669459,9.184898,3.330711,465125,421615,0.146842,0.161996,21.921829,3,0.032049,0.004386,0.14359,0.000031,0.033681,2,1,0.555556,0.278072,0,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\taskdefs\condition\Or.java,12,11,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,34,0,main\org\apache\tools\ant\taskdefs\condition\Or.java-->Or,1,0,0,,0,0,1,100,2.489019,100,0,,0,,1,0,0,,0,0,1,100,2.489019,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.146413,0.000245,0,1,0,0.146413,,0,0.000617,0.087248,0.000002,0.000001,464443,467172,0.147058,0.146199,1,3.5,0.001462,0.005117,0,0,0,1,1,1,1,0,0,0,0,3,0,0,0,0,3,0,0
main\org\apache\tools\ant\taskdefs\condition\Socket.java,31,27,16,4,6,1,28,13,41,35,20,55,213.13512,0.550593264,16.37606517,1137.956892,3.512212629,6,2,0,5,20,1,main\org\apache\tools\ant\taskdefs\condition\Socket.java-->Socket,3,0,6,0,,,3,100,47.584187,76.832153,3,0.5,2,33.333332,1,0,0,,0,0,1,100,2.489019,100,0,,0,,2,0,2,0,,,2,100,47.144947,79.310349,1,0.5,0,0,3,0.439239,0.000734,2,1,0.292826,0.146413,0,3,0.026708,3.777115,2.848454,1.032933,464443,438675,0.147058,0.155696,10.878967,3.5,0.015905,0.005117,1.397086,0.0003,0.045629,3,1,0.333333,0,0,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\taskdefs\optional\vss\MSVSSLABEL.java,184,87,55,4,22,1,87,81,168,228,149,377,1744.751919,1.083728084,69.76654398,15537.94049,47.95660647,22,4,0,4,135,39,main\org\apache\tools\ant\taskdefs\optional\vss\MSVSSLABEL.java-->MSVSSLABEL,3,3,6,50,,,1,33.333332,45.827232,82.152229,1.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,50,,,1,33.333332,45.827232,82.152229,1.5,0.25,0,0,3,0.439239,0.000734,3,0,0.439239,0,0.5,3,0.024429,3.454718,5.699082,2.066653,467172,426464,0.146199,0.160154,15.71667,1,0.022978,0.001462,0,0,0,1,0.333333,0.380845,0.001954,0.068316,0,0,0,0,0,0,4,0,0,4,0
main\org\apache\tools\ant\taskdefs\optional\extension\Compatibility.java,27,12,2,1,2,0,5,4,9,5,5,10,31.69925001,0.36624338,2.730424778,86.55241768,0.267137092,2,1,0,1,12,0,main\org\apache\tools\ant\taskdefs\optional\extension\Compatibility.java-->Compatibility,2,0,2,0,,,2,100,1.903368,86.666664,1,0.5,0,0,2,0,2,0,,,2,100,1.903368,86.666664,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.292826,0.000489,0,2,0,0.292826,0,1,0.000554,0.078333,-0.000027,-0.00001,458305,467172,0.149027,0.146199,1,8.333334,0.001462,0.012183,0,0,0.000735,2,1,0.5,0,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\util\SourceFileScanner.java,110,68,47,11,14,4,52,79,131,262,199,461,2813.37006,1.003771898,24.85453878,34496.46501,106.470571,14,1,0,10,23,2,main\org\apache\tools\ant\util\SourceFileScanner.java-->SourceFileScanner,10,10,90,11.111111,,,2,20,31.625183,68.571426,40,0.444444,11,12.222222,7,0,42,0,,,7,100,7.61347,57.142857,21,0.5,0,0,3,0,6,0,,,3,100,28.4041,86.60714,3,0.5,0,0,10,1.464129,0.002446,3,7,0.439239,1.02489,0.111111,45,0.031816,4.499392,9.608651,3.484377,448077,432472,0.152429,0.157929,18.409527,17.166666,0.026915,0.025097,80.045235,0.017184,0.054154,8.5,0.85,0.122097,0.025512,0.090205,0,1,0,1,0,0,0,1,1,0,0
main\org\apache\tools\ant\taskdefs\optional\sos\SOSLabel.java,84,51,37,7,9,1,12,12,24,22,16,38,174.228575,0.137750079,7.259523959,1264.816515,3.903754675,9,4,0,5,199,0,main\org\apache\tools\ant\taskdefs\optional\sos\SOSLabel.java-->SOSLabel,4,6,12,50,,,1,25,45.973644,80.512817,3,0.25,0,0,1,0,0,,0,0,1,100,1.610542,100,0,,0,,3,3,6,50,,,1,33.333332,45.827232,82.585754,1.5,0.25,0,0,4,0.585652,0.000978,3,1,0.439239,0.146413,0.5,6,0.026649,3.768718,7.167587,2.599176,466489,426414,0.146413,0.160173,17.90159,2,0.026172,0.002924,0,0,0,1,0.25,0.335442,0.002015,0.157538,0,0,0,1,0,0,1,0,1,1,0
main\org\apache\tools\ant\taskdefs\optional\sos\SOS.java,398,161,84,4,42,3,157,96,253,215,139,354,1470.068467,12.04788753,39.05873645,4557.210975,14.06546597,42,3,4,10,189,512,main\org\apache\tools\ant\taskdefs\optional\sos\SOS.java-->SOS,10,21,90,23.333334,,,1,10,47.877014,60.220993,34.5,0.383333,14,15.555555,5,4,20,20,,,1,20,1.610542,40.740742,8,0.4,0,0,5,6,20,30,,,1,20,47.877014,63.372093,7,0.35,0,0,10,1.464129,0.002446,5,5,0.732064,0.732064,0.233333,45,0.043739,6.185617,17.16909,6.226012,463757,427041,0.147275,0.159938,22.638496,6,0.033097,0.008772,240,0.051524,0.00832,5.8,0.58,0.217074,0.093746,0.396095,0,0,0,3,0,1,1,0,3,2,0
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantPoolEntry.java,191,79,59,12,18,1,40,47,87,142,67,209,1103.200915,1.903685761,15.96312415,6541.089483,20.18854779,18,1,7,15,30,16,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantPoolEntry.java-->ConstantPoolEntry,14,29,182,15.934066,,,1,7.142857,3.074671,29.166666,76.5,0.42033,119.583336,65.705132,10,25,90,27.777779,,,1,10,3.074671,32.8125,32.5,0.361111,35.583332,39.537037,12,21,132,15.909091,,,5,41.666668,2.489019,29.310345,55.5,0.420455,55.25,41.85606,14,2.04978,0.003425,12,10,1.756955,1.464129,0.159341,91,0.000012,0.00166,878.857727,318.699402,449438,458294,0.151968,0.149031,13.5,17.833334,0.019737,0.026072,188.916672,0.040557,1.262445,11.272727,0.805195,0.236446,0.158172,0.623479,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ClassCPInfo.java,66,21,7,1,5,0,16,16,32,27,20,47,188,0.546221704,7.996128452,719.1568248,2.21961983,5,2,0,5,35,4,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ClassCPInfo.java-->ClassCPInfo,8,21,56,37.5,,,1,12.5,3.513909,39.344261,17.5,0.3125,1.666667,2.976191,7,17,42,40.476189,,,1,14.285714,3.513909,44.444443,12.5,0.297619,0.5,1.190476,3,5,6,83.333336,1.166667,2,1,33.333332,2.489019,50,0.5,0.083333,0,0,8,1.171303,0.001957,3,7,0.439239,1.02489,0.375,28,0.000028,0.004019,404.904205,146.830048,449440,458303,0.151967,0.149028,9,16.333332,0.013158,0.023879,13.916667,0.002988,0.398933,4.45,0.55625,0.365169,0.220791,0.519361,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantCPInfo.java,39,12,3,1,3,0,13,7,20,16,10,26,86.37013047,1.672778878,2.40943532,105.4430796,0.325441604,3,2,5,0,32,2,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantCPInfo.java-->ConstantCPInfo,7,9,42,21.428572,,,1,14.285714,2.489019,43.589745,16.5,0.392857,24,57.142857,6,1,30,3.333333,,,5,83.333336,2.489019,68,14.5,0.483333,0,0,1,0,0,,0,0,1,100,2.04978,100,0,,0,,7,1.02489,0.001712,1,6,0.146413,0.878477,0.214286,21,0.000002,0.000254,189.954727,68.88311,449447,458305,0.151965,0.149027,8,15.083333,0.011696,0.022052,48,0.010305,0.049691,5.428571,0.77551,0.400671,0.318428,0.445933,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\FieldRefCPInfo.java,103,46,21,2,8,1,24,36,60,70,58,128,564.1516784,0.536115656,16.81024262,3105.068645,9.583545201,8,2,0,6,42,12,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\FieldRefCPInfo.java-->FieldRefCPInfo,4,10,12,83.333336,1.166667,2,1,25,2.489019,41.463413,1,0.083333,0,0,2,2,2,100,1,1,1,50,2.489019,62.962963,0,0,0,0,4,10,12,83.333336,1.166667,2,1,25,2.489019,41.463413,1,0.083333,0,0,4,0.585652,0.000978,4,2,0.585652,0.292826,0.833333,6,0.000003,0.000399,539.173035,195.519836,449454,458302,0.151962,0.149028,9.5,12.583331,0.013889,0.018397,0,0,0.000072,1.333333,0.333333,0.496725,0.122872,0.346172,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\InterfaceMethodRefCPInfo.java,110,47,22,2,8,1,24,36,60,70,58,128,564.1516784,0.536115656,16.81024262,3105.068645,9.583545201,8,2,0,6,42,12,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\InterfaceMethodRefCPInfo.java-->InterfaceMethodRefCPInfo,4,10,12,83.333336,1.166667,2,1,25,2.489019,41.463413,1,0.083333,0,0,2,2,2,100,1,1,1,50,2.489019,62.962963,0,0,0,0,4,10,12,83.333336,1.166667,2,1,25,2.489019,41.463413,1,0.083333,0,0,4,0.585652,0.000978,4,2,0.585652,0.292826,0.833333,6,0.000003,0.000399,539.173035,195.519836,449454,458302,0.151962,0.149028,9.5,12.583331,0.013889,0.018397,0,0,0.000072,1.333333,0.333333,0.496725,0.122872,0.346172,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\MethodRefCPInfo.java,106,46,21,2,8,1,24,36,60,70,58,128,564.1516784,0.536115656,16.81024262,3105.068645,9.583545201,8,2,0,6,42,12,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\MethodRefCPInfo.java-->MethodRefCPInfo,4,10,12,83.333336,1.166667,2,1,25,2.489019,41.463413,1,0.083333,0,0,2,2,2,100,1,1,1,50,2.489019,62.962963,0,0,0,0,4,10,12,83.333336,1.166667,2,1,25,2.489019,41.463413,1,0.083333,0,0,4,0.585652,0.000978,4,2,0.585652,0.292826,0.833333,6,0.000003,0.000399,539.173035,195.519836,449454,458302,0.151962,0.149028,9.5,12.583331,0.013889,0.018397,0,0,0.000072,1.333333,0.333333,0.496725,0.122872,0.346172,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\NameAndTypeCPInfo.java,85,34,14,2,7,1,24,28,52,56,41,97,401.0070167,0.625183118,15.18855167,1947.010643,6.009292108,7,2,0,5,36,8,main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\NameAndTypeCPInfo.java-->NameAndTypeCPInfo,6,17,30,56.666668,1.433333,2,1,16.666666,2.489019,36.95652,6.5,0.216667,1,3.333333,5,14,20,70,1.3,2,1,20,2.489019,43.589745,3,0.15,0,0,3,5,6,83.333336,1.166667,2,1,33.333332,2.489019,50,0.5,0.083333,0,0,6,0.878477,0.001468,3,5,0.439239,0.732064,0.566667,15,0.000003,0.000392,404.904846,146.830276,449451,458303,0.151963,0.149028,9,14.083331,0.013158,0.02059,0.75,0.000161,0.000644,2.6875,0.447917,0.47473,0.207405,0.528932,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\KeySubst.java,143,104,74,9,20,3,89,97,186,291,199,490,2527.607659,0.905589566,59.83095024,26130.896,80.65091359,20,3,0,16,78,17,main\org\apache\tools\ant\taskdefs\KeySubst.java-->KeySubst,1,0,0,,0,0,1,100,24.158127,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,24.158127,100,0,,0,,1,0.146413,0.000245,1,0,0.146413,0,,0,0.011179,1.580941,4.162775,1.509543,467172,433261,0.146199,0.157642,12.449997,1,0.018202,0.001462,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
testcases\org\apache\tools\ant\util\regexp\JakartaOroMatcherTest.java,11,8,2,1,2,0,5,3,8,6,4,10,30,0.386988016,2.584059348,77.52178045,0.239264754,2,3,0,3,33,1,testcases\org\apache\tools\ant\util\regexp\JakartaOroMatcherTest.java-->JakartaOroMatcherTest,2,0,2,0,,,2,100,1.464129,100,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,,2,100,1.464129,100,1,0.5,0,0,2,0.292826,0.000489,2,0,0.292826,0,0,1,0.000711,0.10054,2.476232,0.897954,467172,463761,0.146199,0.147274,4.333333,1,0.006335,0.001462,0,0,0.388717,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\util\regexp\JakartaOroMatcher.java,99,58,29,4,15,1,76,66,142,144,106,250,1140.427611,1.50384914,35.14602693,6725.216172,20.75684004,15,1,1,5,22,32,main\org\apache\tools\ant\util\regexp\JakartaOroMatcher.java-->JakartaOroMatcher,4,1,12,8.333333,,,3,75,45.973644,99.053627,5.5,0.458333,3,25,2,0,2,0,,,2,100,0.732064,100,1,0.5,0,0,2,0,2,0,,,2,100,45.534409,99.679489,1,0.5,0,0,4,0.585652,0.000978,2,2,0.292826,0.292826,0.083333,6,0.018373,2.598355,2.215008,0.803226,465124,465124,0.146843,0.146843,3.5,3.5,0.005117,0.005117,7,0.001503,1.677379,3.5,0.875,0.321181,0.021756,0.125,0,0,0,1,0,0,0,0,1,0,0
testcases\org\apache\tools\ant\DirectoryScannerTest.java,139,99,80,11,19,4,47,79,126,328,213,541,3164.030306,0.343029035,57.8823153,81513.79527,251.5857879,19,2,0,10,33,3,testcases\org\apache\tools\ant\DirectoryScannerTest.java-->DirectoryScannerTest,1,0,0,,0,0,1,100,8.63836,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,8.63836,100,0,,0,,1,0.146413,0.000245,1,0,0.146413,0,,0,0.005091,0.71994,2.375926,0.86158,467172,438639,0.146199,0.155709,11.644046,1,0.017023,0.001462,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\perforce\P4Edit.java,22,15,7,3,4,1,8,3,11,8,5,13,44.97261104,0.177886047,5.62157638,252.816968,0.780299284,4,4,0,3,125,0,main\org\apache\tools\ant\taskdefs\optional\perforce\P4Edit.java-->P4Edit,3,4,6,66.666664,,,1,33.333332,45.241581,93.072289,1,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,66.666664,,,1,33.333332,45.241581,93.072289,1,0.166667,0,0,3,0.439239,0.000734,3,0,0.439239,0,0.666667,3,0.021173,2.994253,7.293684,2.644902,467172,425775,0.146199,0.160413,16.600002,1,0.024269,0.001462,0,0,0,1.333333,0.444444,0.442529,0.000945,0.151911,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\perforce\P4Base.java,166,90,56,10,21,2,94,79,173,249,158,407,2151.457406,1.609612307,52.83353675,14328.61348,44.22411568,21,3,11,12,123,32,main\org\apache\tools\ant\taskdefs\optional\perforce\P4Base.java-->P4Base,16,25,240,10.416667,,,2,12.5,50.512444,55.915722,107.5,0.447917,38,15.833333,12,8,132,6.060606,,,4,33.333332,2.635432,40.909092,62,0.469697,3,2.272727,5,6,20,30,,,1,20,50.073208,58.662094,7,0.35,3,15,16,2.342606,0.003914,5,12,0.732064,1.756955,0.104167,120,0.048181,6.813796,13.79056,5.000858,458294,426401,0.149031,0.160178,20.378969,13.5,0.029794,0.019737,625.666687,0.134319,0.800645,12.941176,0.808824,0.191181,0.272696,0.460348,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\perforce\SimpleP4OutputHandler.java,32,15,6,3,4,1,21,18,39,47,35,82,379.9218068,1.434836286,10.98464559,3510.919854,10.83617239,4,2,0,4,22,0,main\org\apache\tools\ant\taskdefs\optional\perforce\SimpleP4OutputHandler.java-->SimpleP4OutputHandler,10,16,90,17.777779,,,1,10,45.387993,88.571426,37,0.411111,0.5,0.555556,9,8,72,11.111111,,,1,11.111111,2.781845,43.18182,32,0.444444,0,0,2,1,2,50,,,1,50,45.241581,95.96273,0.5,0.25,0,0,10,1.464129,0.002446,2,9,0.292826,1.317716,0.177778,45,0.027349,3.867772,5.179983,1.878412,458298,426458,0.14903,0.160156,15.600002,11.833333,0.022807,0.0173,0.833333,0.000179,0.099415,6.681818,0.668182,0.338494,0.329546,0.518547,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\types\CommandlineJava.java,334,202,114,5,40,2,110,101,211,287,199,486,2313.766224,5.156284857,34.67540085,12055.92424,37.20964272,40,1,0,11,124,268,main\org\apache\tools\ant\types\CommandlineJava.java-->CommandlineJava,18,23,306,7.51634,,,2,11.111111,30.45388,56.216217,141.5,0.462418,41,13.398693,13,4,156,2.564103,,,9,69.230766,8.345534,48.717949,76,0.487179,0,0,5,1,20,5,,,4,80,27.964861,75.494072,9.5,0.475,0,0,18,2.635432,0.004403,5,13,0.732064,1.903368,0.075163,153,0.041944,5.93171,13.937087,5.053993,443294,437232,0.154074,0.15621,18.23452,24.25,0.026659,0.035453,172.983337,0.037136,0.150471,15.555555,0.864198,0.093428,0.077696,0.237022,0,0,0,0,0,0,1,0,0,1,0
main\org\apache\tools\ant\taskdefs\Copy.java,464,299,201,14,68,4,216,234,450,692,468,1160,6380.54816,3.787913561,117.9926769,54023.30753,166.7386035,68,3,1,21,185,306,main\org\apache\tools\ant\taskdefs\Copy.java-->Copy,13,23,156,14.743589,,,1,7.692307,54.758419,50.540539,66.5,0.426282,11.5,7.371795,2,0,2,0,,,2,100,1.317716,75,1,0.5,0,0,11,14,110,12.727273,,,1,9.090909,54.758419,51.373627,48,0.436364,0,0,13,1.903368,0.00318,11,2,1.610542,0.292826,0.147436,78,0.057561,8.140286,40.228695,14.588096,465806,431033,0.146628,0.158457,30.366673,3,0.044396,0.004386,57.742424,0.012396,0.125081,9.807693,0.754438,0.12001,0.020548,0.232857,2,0,2,9,3,0,4,4,9,7,0
main\org\apache\tools\ant\types\Mapper.java,206,141,89,9,31,2,109,82,191,231,126,357,1613.137364,4.137018629,38.81571376,7132.659651,22.01438164,31,3,0,12,90,44,main\org\apache\tools\ant\types\Mapper.java-->Mapper,17,33,272,12.132353,,,1,5.882353,50.658859,47.33242,119.5,0.439338,56,20.588236,10,3,90,3.333333,,,7,70,5.270864,46.753246,43.5,0.483333,0,0,7,16,42,38.095238,,,1,14.285714,50.073208,52.293579,13,0.309524,0,0,17,2.489019,0.004159,7,10,1.02489,1.464129,0.121324,136,0.064369,9.103162,20.806742,7.54513,424270,438589,0.160982,0.155727,18.784519,27.600012,0.027463,0.040351,173.920166,0.037337,0.041852,13.382353,0.787197,0.094526,0.071197,0.213959,0,0,0,1,0,0,2,0,1,2,0
main\org\apache\tools\ant\types\FilterChain.java,91,63,25,3,17,1,95,75,170,142,100,242,955.3650082,4.136851584,57.35658964,5441.890121,16.79595716,17,3,0,17,43,0,main\org\apache\tools\ant\types\FilterChain.java-->FilterChain,21,16,420,3.809524,,,13,61.904762,49.926792,61.552345,202,0.480952,59,14.047619,4,2,12,16.666666,,,2,50,3.221083,70.967743,5,0.416667,0,0,17,8,272,2.941176,,,13,76.470589,49.487556,64.627151,132,0.485294,0,0,21,3.074671,0.005137,17,4,2.489019,0.585652,0.038095,210,0.042384,5.993967,36.269184,13.152262,171643,439220,0.397919,0.155503,26.450003,101.980797,0.03867,0.149095,6967.255859,1.495742,2.453502,19.595238,0.933107,0.061694,0.027899,0.116545,0,0,0,1,0,0,2,0,1,2,0
main\org\apache\tools\ant\types\FilterSet.java,237,120,61,3,23,2,72,79,151,194,120,314,1544.751384,0.933162197,40.65719184,11991.91022,37.01206858,23,3,0,11,43,63,main\org\apache\tools\ant\types\FilterSet.java-->FilterSet,6,8,30,26.666666,,,1,16.666666,49.633968,64.571426,11,0.366667,10,33.333332,3,2,6,33.333332,,,1,33.333332,12.445095,89.473686,2,0.333333,0,0,3,2,6,33.333332,,,1,33.333332,47.291363,75.11628,2,0.333333,0,0,6,0.878477,0.001468,3,3,0.439239,0.439239,0.266667,15,0.037443,5.295291,5.501641,1.995055,170968,439350,0.39949,0.155457,11.595634,151.650024,0.016953,0.221711,531.920654,0.114194,0.020113,3.666667,0.611111,0.208192,0.004003,0.115655,0,0,1,2,1,0,0,1,2,1,0
main\org\apache\tools\ant\util\FlatFileNameMapper.java,20,7,1,1,3,0,16,13,29,23,16,39,136.9752338,0.32241019,28.06451543,1207.900631,3.728088367,3,1,0,2,14,3,main\org\apache\tools\ant\util\FlatFileNameMapper.java-->FlatFileNameMapper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-0.000001,0,467172,467172,0.146199,0.146199,1,1,0.001462,0.001462,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\util\IdentityMapper.java,19,7,1,1,3,0,15,9,24,17,12,29,89.13189033,0.364096295,25.88009963,696.5460175,2.149833387,3,1,0,1,14,3,main\org\apache\tools\ant\util\IdentityMapper.java-->IdentityMapper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-0.000017,-0.000006,467172,467172,0.146199,0.146199,1,1,0.001462,0.001462,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
testcases\org\apache\tools\ant\types\DirSetTest.java,37,32,22,3,5,1,14,25,39,82,61,143,688.9081093,0.475928125,13.82758056,7485.969084,23.10484285,5,3,0,8,94,3,testcases\org\apache\tools\ant\types\DirSetTest.java-->DirSetTest,7,11,42,26.190475,,,1,14.285714,47.730598,58.951176,15.5,0.369048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,42,26.190475,,,1,14.285714,47.730598,58.951176,15.5,0.369048,0,0,7,1.02489,0.001712,7,0,1.02489,0,0.261905,21,0.041828,5.915387,18.171492,6.589512,467172,437952,0.146199,0.155953,16.440876,1,0.024036,0.001462,0,0,0.016407,3.857143,0.55102,0.191496,0.010551,0.151911,0,0,0,0,0,0,0,0,0,0,1
