class,CL,LOC,LOCE,CCMax,CCSum,NMax,n1,n2,n,N1,N2,N,V,L,D,E,T,WMC,DIT,NOC,CBO,RFC,LCOM,Class,Size,Ties,Pairs,Density,AvgDist,Diameter,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Size2,Ties2,Pairs2,Density2,AvgDist2,Diameter2,nWeakComp2,pWeakComp2,2StepReach2,ReachEffic2,Broker2,nBroker2,EgoBetween2,nEgoBetween2,Size3,Ties3,Pairs3,Density3,AvgDist3,Diameter3,nWeakComp3,pWeakComp3,2StepReach3,ReachEffic3,Broker3,nBroker3,EgoBetween3,nEgoBetween3,Degree,NrmDegree,Share,OutDegree,InDegree,NrmOutDeg,NrmInDeg,Clus Coef,nPairs,Eigenvec,nEigenvec,Power,Normalized Power,inFarness,outFarness,inCloseness,outCloseness,OutdwReach,IndwReach,nOutdwReach,nIndwReach,Betweenness,nBetweenness,Betweenness2,EffSize,Efficiency,Constraint,Hierarchy,Indirectsfile,blocker,critical,major,normal,minor,trivial,enhancement,high,middle,low,non
main\org\apache\tools\ant\taskdefs\optional\extension\resolvers\LocationResolver.java,23,19,6,2,4,1,22,16,38,30,21,51,226.953792,0.298681732,14.62561585,1965.322494,6.065810166,4,1,0,5,18,0,main\org\apache\tools\ant\taskdefs\optional\extension\resolvers\LocationResolver.java-->LocationResolver,4,4,12,33.333332,,,1,25,54.723503,69.343063,4,0.333333,0,0,1,0,0,,0,0,1,100,1.036866,100,0,,0,,3,1,6,16.666666,,,2,66.666664,54.723503,70.266273,2.5,0.416667,0,0,4,0.460829,0.000647,3,1,0.345622,0.115207,0.333333,6,0.021649,3.061594,-20.639044,-8.364779,753424,668621,0.115207,0.129819,33.04287,2,0.038024,0.002301,0,0,0.032452,2.25,0.5625,0.306478,0.000126,0.107161,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\extension\ExtensionUtil.java,178,115,70,4,19,2,110,118,228,383,243,626,3331.0117,0.608795593,61.96616597,36667.87641,113.172458,19,1,0,18,133,21,main\org\apache\tools\ant\taskdefs\optional\extension\ExtensionUtil.java-->ExtensionUtil,12,25,132,18.939394,,,1,8.333333,56.566822,55.732124,53.5,0.405303,14,10.606061,4,1,12,8.333333,,,3,75,2.18894,57.575756,5.5,0.458333,0,0,8,9,56,16.071428,,,2,25,56.566822,57.900944,23.5,0.419643,0,0,12,1.382488,0.00194,8,4,0.921659,0.460829,0.189394,66,0.031672,4.479034,-34.001057,-13.780257,749086,666816,0.115875,0.130171,43.700012,6,0.050288,0.006904,187.051376,0.024855,0.281952,8.041667,0.670139,0.159844,0.040444,0.350505,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\TaskOutputStream.java,52,30,17,3,5,2,31,33,64,72,50,122,547.5700104,0.641176527,20.03049483,4201.093716,12.96633863,5,2,0,6,27,0,main\org\apache\tools\ant\taskdefs\TaskOutputStream.java-->TaskOutputStream,1,0,0,,0,0,1,100,27.18894,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,27.18894,100,0,,0,,1,0.115207,0.000162,1,0,0.115207,0,,0,0.008144,1.1517,-14.09768,-5.713636,754292,671307,0.115075,0.1293,25.0131,1,0.028784,0.001151,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\types\resolver\ApacheCatalog.java,77,34,23,5,7,2,28,34,62,96,72,168,834.4840327,0.661804551,19.48807562,9348.049156,28.85200357,7,2,0,2,34,0,main\org\apache\tools\ant\types\resolver\ApacheCatalog.java-->ApacheCatalog,1,0,0,,0,0,1,100,0.460829,100,0,,0,,1,0,0,,0,0,1,100,0.460829,100,0,,0,,1,0,0,,0,0,1,100,0.460829,100,0,,0,,1,0.115207,0.000162,1,1,0.115207,0.115207,,0,0.000375,0.053002,-0.945945,-0.383381,753424,668740,0.115207,0.129796,23.645241,2,0.02721,0.002301,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\types\resolver\ApacheCatalogResolver.java,110,45,27,4,7,1,42,45,87,100,79,179,827.4025935,0.676070673,24.99974072,5811.889553,17.93793072,7,2,0,11,35,3,main\org\apache\tools\ant\types\resolver\ApacheCatalogResolver.java-->ApacheCatalogResolver,4,2,12,16.666666,,,2,50,43.202766,95.177666,5,0.416667,3,25,1,0,0,,0,0,1,100,0.115207,,0,,0,,4,2,12,16.666666,,,2,50,43.202766,95.177666,5,0.416667,3,25,4,0.460829,0.000647,4,1,0.460829,0.115207,0.166667,6,0.012834,1.814934,-9.050767,-3.668177,753424,668642,0.115207,0.129815,31.119062,2,0.03581,0.002301,98,0.013022,0.218345,3.2,0.8,0.304328,0.125821,0.05768,0,0,0,2,0,0,0,0,2,0,0
testcases\org\apache\tools\ant\util\regexp\Jdk14RegexpMatcherTest.java,42,36,18,2,10,1,17,11,28,18,12,30,76.4385619,3.143317987,8.388879586,144.9136564,0.447264372,10,3,0,4,38,15,testcases\org\apache\tools\ant\util\regexp\Jdk14RegexpMatcherTest.java-->Jdk14RegexpMatcherTest,2,0,2,0,,,2,100,1.152074,100,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,,,2,100,1.152074,100,1,0.5,0,0,2,0.230415,0.000323,2,0,0.230415,0,0,1,0.000328,0.046366,2.429981,0.984845,754292,668945,0.115075,0.129757,17.81707,1,0.020503,0.001151,0,0,0.307973,2,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\starteam\StarTeamCheckout.java,592,323,220,14,65,5,207,259,466,820,498,1318,7539.016467,2.499760369,134.7063748,92851.34525,286.5782261,65,5,0,10,423,133,main\org\apache\tools\ant\taskdefs\optional\starteam\StarTeamCheckout.java-->StarTeamCheckout,4,6,12,50,,,1,25,47.119816,65.650078,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,50,,,1,25,47.119816,65.650078,3,0.25,0,0,4,0.460829,0.000647,4,0,0.460829,0,0.5,6,0.020692,2.926256,-16.756676,-6.791297,754292,668697,0.115075,0.129805,28.529768,1,0.032831,0.001151,0,0,0,1.375,0.34375,0.364704,0.004244,0.206034,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUpdate.java,243,100,60,6,23,3,73,73,146,194,116,310,1415.021394,1.800912513,45.91185284,8275.90622,25.54292043,23,4,0,9,423,99,main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUpdate.java-->CCUpdate,7,19,42,45.238094,,,1,14.285714,58.640553,40.173637,11.5,0.27381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,42,45.238094,,,1,14.285714,58.640553,40.173637,11.5,0.27381,0,0,7,0.806452,0.001132,7,0,0.806452,0,0.452381,21,0.04426,6.25937,-54.906044,-22.252819,754292,662547,0.115075,0.13101,38.626202,1,0.044449,0.001151,0,0,0.001049,2.857143,0.408163,0.16779,0.000228,0.083635,0,0,0,1,0,0,1,0,1,1,0
main\org\apache\tools\ant\taskdefs\Concat.java,766,470,315,16,62,4,214,187,401,578,338,916,4749.150523,3.480660335,124.5850751,41740.71298,128.8293611,62,3,0,32,372,164,main\org\apache\tools\ant\taskdefs\Concat.java-->Concat,14,39,182,21.428572,,,1,7.142857,61.635944,32.781864,71.5,0.392857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,182,21.428572,,,1,7.142857,61.635944,32.781864,71.5,0.392857,0,0,14,1.612903,0.002264,14,0,1.612903,0,0.214286,91,0.059445,8.406794,-94.930992,-38.474495,754292,670217,0.115075,0.12951,51.48333,1,0.059244,0.001151,0,0,0.050427,10.071428,0.719388,0.088775,0.005967,0.110506,0,0,1,4,0,0,0,1,4,0,0
testcases\org\apache\tools\ant\taskdefs\TypeAdapterTest.java,124,106,50,1,8,0,5,3,8,6,4,10,30,0.386988016,2.584059348,77.52178045,0.239264754,8,3,0,1,398,28,testcases\org\apache\tools\ant\taskdefs\TypeAdapterTest.java-->TypeAdapterTest,1,0,0,,0,0,1,100,13.59447,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,13.59447,100,0,,0,,1,0.115207,0.000162,1,0,0.115207,0,,0,0.001497,0.211766,-5.501072,-2.229525,754292,670446,0.115075,0.129466,24.596432,1,0.028304,0.001151,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
testcases\org\apache\tools\ant\filters\EscapeUnicodeTest.java,23,18,8,1,4,0,10,15,25,25,23,48,185.323588,0.541504148,9.055875514,1082.747488,3.341813234,4,3,0,5,396,6,testcases\org\apache\tools\ant\filters\EscapeUnicodeTest.java-->EscapeUnicodeTest,3,3,6,50,,,1,33.333332,43.317974,75.653923,1.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,50,,,1,33.333332,43.317974,75.653923,1.5,0.25,0,0,3,0.345622,0.000485,3,0,0.345622,0,0.5,3,0.013664,1.932335,-33.222591,-13.464753,754292,670331,0.115075,0.129488,33.826191,1,0.038925,0.001151,0,0,0.004018,1.833333,0.611111,0.342466,0.000265,0.013533,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\optional\ccm\CCMCreateTask.java,291,132,80,6,31,2,107,121,228,342,232,574,2849.063856,1.615866324,84.18716187,25330.49339,78.18053515,31,4,0,15,429,184,main\org\apache\tools\ant\taskdefs\optional\ccm\CCMCreateTask.java-->CCMCreateTask,5,9,20,45,,,1,20,48.156681,55.957161,5.5,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,20,45,,,1,20,48.156681,55.957161,5.5,0.275,0,0,5,0.576037,0.000809,5,0,0.576037,0,0.45,10,0.026421,3.736562,-27.877274,-11.298354,754292,662634,0.115075,0.130992,31.763105,1,0.036551,0.001151,0,0,0.000164,1.7,0.34,0.237282,0.000687,0.08892,0,0,0,3,0,0,0,0,3,0,0
etc\testcases\taskdefs\fixcrlf\input\Junk1.java,12,9,3,2,2,1,11,10,21,16,10,26,114.200253,0.101660374,9.836674378,1123.350703,3.467131798,2,1,0,3,12,0,etc\testcases\taskdefs\fixcrlf\input\Junk1.java-->Junk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,-0.000002,-0.000001,754292,754292,0.115075,0.115075,1,1,0.001151,0.001151,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
testcases\org\apache\tools\ant\taskdefs\ConditionTest.java,203,143,59,1,41,0,5,3,8,6,4,10,30,0.386988016,2.584059348,77.52178045,0.239264754,41,3,0,1,431,820,testcases\org\apache\tools\ant\taskdefs\ConditionTest.java-->ConditionTest,1,0,0,,0,0,1,100,13.59447,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,1,100,13.59447,100,0,,0,,1,0.115207,0.000162,1,0,0.115207,0,,0,0.001497,0.211766,-5.50107,-2.229524,754292,670446,0.115075,0.129466,24.596432,1,0.028304,0.001151,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
testcases\org\apache\tools\tar\TarRoundTripTest.java,34,25,17,1,2,0,13,30,43,71,57,128,635.255396,0.409480035,10.7521456,4350.586409,13.42773583,2,2,0,7,62,1,testcases\org\apache\tools\tar\TarRoundTripTest.java-->TarRoundTripTest,3,2,6,33.333332,,,1,33.333332,0.921659,53.333332,2,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,33.333332,,,1,33.333332,0.921659,53.333332,2,0.333333,0,0,3,0.345622,0.000485,3,0,0.345622,0,0.333333,3,0.000098,0.013872,4.167459,1.689025,754292,749954,0.115075,0.11574,5,1,0.005754,0.001151,0,0,0.000089,1.666667,0.555556,0.540249,0.032631,0.261905,0,0,0,0,0,0,0,0,0,0,1
testcases\org\apache\tools\ant\taskdefs\AbstractCvsTaskTest.java,36,29,13,1,7,0,17,27,44,44,36,80,321.8947501,0.786287984,16.78783659,2225.867845,6.869962485,7,3,0,3,397,21,testcases\org\apache\tools\ant\taskdefs\AbstractCvsTaskTest.java-->AbstractCvsTaskTest,2,1,2,50,,,1,50,40.092167,84.878052,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,50,,,1,50,40.092167,84.878052,0.5,0.25,0,0,2,0.230415,0.000323,2,0,0.230415,0,0.5,1,0.010777,1.524043,-28.570032,-11.579122,754292,670355,0.115075,0.129484,31.626204,1,0.036394,0.001151,0,0,0,1.25,0.625,0.505908,0.000019,0.005887,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\taskdefs\Antlib.java,122,73,48,4,12,2,54,75,129,177,126,303,1612.358995,1.032819785,27.10294759,11966.23611,36.93282752,12,3,0,15,340,12,main\org\apache\tools\ant\taskdefs\Antlib.java-->Antlib,9,30,72,41.666668,,,1,11.111111,58.179722,42.580101,21,0.291667,6.583333,9.143518,1,0,0,,0,0,1,100,1.267281,100,0,,0,,8,24,56,42.857143,,,1,12.5,58.064518,42.893616,16,0.285714,0,0,9,1.036866,0.001455,8,1,0.921659,0.115207,0.416667,36,0.042285,5.980044,-98.918144,-40.090443,204623,672060,0.424195,0.129155,36.342865,140.609863,0.041821,0.161807,1900.063477,0.252481,0.012958,4.944444,0.549383,0.173706,0.006982,0.245537,0,1,0,1,0,0,0,1,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\BaseTest.java,92,66,27,2,18,1,70,34,104,71,47,118,399.1376984,3.712698105,27.31754361,1096.007861,3.382740311,18,1,2,4,28,129,main\org\apache\tools\ant\taskdefs\optional\junit\BaseTest.java-->BaseTest,3,2,6,33.333332,,,1,33.333332,3.225806,66.666664,2,0.333333,1,16.666666,2,1,2,50,,,1,50,3.225806,84.848488,0.5,0.25,0,0,1,0,0,,0,0,1,100,1.036866,100,0,,0,,3,0.345622,0.000485,1,2,0.115207,0.230415,0.333333,3,0.003666,0.518386,-7.365986,-2.985354,752556,670443,0.11534,0.129467,24.979767,3,0.028745,0.003452,0.642857,0.000085,0.000066,1.666667,0.555556,0.41013,0.012862,0.10537,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\BZip2.java,25,23,15,4,4,2,15,20,35,54,35,89,456.5061885,0.116762862,8.564367011,3909.686541,12.06693377,4,4,0,7,377,0,main\org\apache\tools\ant\taskdefs\BZip2.java-->BZip2,4,3,12,25,,,2,50,47.235023,66.775246,4.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,25,,,2,50,47.235023,66.775246,4.5,0.375,0,0,4,0.460829,0.000647,4,0,0.460829,0,0.25,6,0.019926,2.818029,-13.69875,-5.551954,754292,668703,0.115075,0.129804,28.013103,1,0.032236,0.001151,0,0,0.311277,2.75,0.6875,0.322245,0.017423,0.128427,0,0,0,1,0,0,0,0,1,0,0
testcases\org\apache\tools\ant\util\regexp\JakartaRegexpRegexpTest.java,34,23,10,2,7,1,15,10,25,16,11,27,72.8707654,1.866926484,15.31221169,304.3081391,0.939222651,7,4,0,4,43,10,testcases\org\apache\tools\ant\util\regexp\JakartaRegexpRegexpTest.java-->JakartaRegexpRegexpTest,3,1,6,16.666666,,,2,66.666664,1.152074,76.92308,2.5,0.416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,16.666666,,,2,66.666664,1.152074,76.92308,2.5,0.416667,0,0,3,0.345622,0.000485,3,0,0.345622,0,0.166667,3,0.000001,0.00017,3.691216,1.496009,754292,749954,0.115075,0.11574,5,1,0.005754,0.001151,0,0,0.002392,2.333333,0.777778,0.435957,0.014815,0.138889,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\util\regexp\JakartaRegexpRegexp.java,47,40,25,5,8,4,30,39,69,115,85,200,1084.902557,0.286558586,17.44410223,12619.28796,38.94841964,8,2,0,6,24,3,main\org\apache\tools\ant\util\regexp\JakartaRegexpRegexp.java-->JakartaRegexpRegexp,3,1,6,16.666666,,,2,66.666664,1.036866,81.818184,2.5,0.416667,2,33.333332,1,0,0,,0,0,1,100,0.345622,100,0,,0,,2,1,2,50,,,1,50,0.691244,75,0.5,0.25,0,0,3,0.345622,0.000485,2,1,0.230415,0.115207,0.166667,3,0.00002,0.002881,2.215002,0.897716,753424,752556,0.115207,0.11534,3,2,0.003452,0.002301,2,0.000266,0.104355,2.333333,0.777778,0.512346,0.051741,0.222222,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\XMLJUnitResultFormatter.java,208,129,83,6,27,4,121,186,307,399,316,715,3704.127364,3.216227197,63.31293076,24377.46817,75.23909929,27,1,0,26,42,79,main\org\apache\tools\ant\taskdefs\optional\junit\XMLJUnitResultFormatter.java-->XMLJUnitResultFormatter,5,2,20,10,,,3,60,44.009216,94.789085,9,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,20,10,,,3,60,44.009216,94.789085,9,0.45,0,0,5,0.576037,0.000809,5,0,0.576037,0,0.1,10,0.012519,1.770508,-8.37272,-3.393372,754292,664375,0.115075,0.130649,29.929771,1,0.034442,0.001151,0,0,0.249315,4.2,0.84,0.222526,0.002205,0.053871,0,0,0,1,1,0,0,0,1,1,0
etc\testcases\taskdefs\fixcrlf\expected\Junk6.java,12,9,3,2,2,1,11,10,21,16,10,26,114.200253,0.101660374,9.836674378,1123.350703,3.467131798,2,1,0,3,12,0,etc\testcases\taskdefs\fixcrlf\expected\Junk6.java-->Junk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,754292,754292,0.115075,0.115075,1,1,0.001151,0.001151,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\types\optional\image\Rectangle.java,69,58,39,8,12,2,49,55,104,191,140,331,1868.164836,0.964910665,29.48299572,19975.36762,61.6523692,12,5,0,8,54,6,main\org\apache\tools\ant\types\optional\image\Rectangle.java-->Rectangle,4,0,12,0,,,4,100,26.497696,95.435684,6,0.5,3,25,1,0,0,,0,0,1,100,0.691244,100,0,,0,,3,0,6,0,,,3,100,26.382488,97.446808,3,0.5,0,0,4,0.460829,0.000647,3,1,0.345622,0.115207,0,6,0.008473,1.198219,-1.959796,-0.794284,752557,669583,0.11534,0.129633,25.546432,2.5,0.029398,0.002877,24.25,0.003222,0.133543,4,1,0.25,0,0,0,0,0,2,0,0,0,0,2,0,0
main\org\apache\tools\ant\types\optional\image\BasicShape.java,18,14,6,1,3,0,19,11,30,19,14,33,109.6236271,0.656792718,13.70295339,500.7224844,1.545439767,3,4,3,1,47,3,main\org\apache\tools\ant\types\optional\image\BasicShape.java-->BasicShape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.000003,0.000001,754292,754292,0.115075,0.115075,1,1,0.001151,0.001151,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
main\org\apache\tools\ant\util\optional\WeakishReference12.java,24,9,2,1,2,0,8,5,13,9,6,15,55.50659577,0.279422198,3.578813732,198.6477672,0.613110393,2,2,0,2,17,0,main\org\apache\tools\ant\util\optional\WeakishReference12.java-->WeakishReference12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,754292,754292,0.115075,0.115075,1,1,0.001151,0.001151,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\util\WeakishReference.java,81,42,21,5,9,2,30,28,58,76,46,122,595.4430535,0.255006825,16.46572421,5202.320211,16.05654386,9,1,2,9,16,2,main\org\apache\tools\ant\util\WeakishReference.java-->WeakishReference,3,1,6,16.666666,,,2,66.666664,44.239632,93.20388,2.5,0.416667,1,16.666666,1,0,0,,0,0,1,100,0.230415,100,0,,0,,2,0,2,0,,,2,100,44.239632,93.658539,1,0.5,0,0,3,0.345622,0.000485,2,1,0.230415,0.115207,0.166667,3,0.012669,1.791733,0.999638,0.405143,753424,671356,0.115207,0.129291,22.475006,2,0.025863,0.002301,2,0.000266,0.089385,2.5,0.833333,0.477993,0.069233,0.175214,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java,26,10,2,1,3,0,40,23,63,49,31,80,292.8018154,1.617482422,15.67316018,922.2414811,2.846424324,3,1,0,3,16,3,main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java-->ArrayEnumeration,1,0,0,,0,0,1,100,0.460829,100,0,,0,,1,0,0,,0,0,1,100,0.460829,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.115207,0.000162,0,1,0,0.115207,,0,0.000071,0.01008,0.000012,0.000005,751690,754292,0.115473,0.115075,1,3,0.001151,0.003452,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java,26,10,2,1,3,0,40,23,63,49,31,80,292.8018154,1.617482422,15.67316018,922.2414811,2.846424324,3,1,0,3,16,3,main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java-->CompoundEnumeration,1,0,0,,0,0,1,100,0.460829,100,0,,0,,1,0,0,,0,0,1,100,0.460829,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.115207,0.000162,0,1,0,0.115207,,0,0.000071,0.01008,0.000021,0.000008,751690,754292,0.115473,0.115075,1,3,0.001151,0.003452,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java,26,10,2,1,3,0,40,23,63,49,31,80,292.8018154,1.617482422,15.67316018,922.2414811,2.846424324,3,1,0,3,16,3,main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java-->Enumerations,4,1,12,8.333333,,,3,75,3.456221,85.714287,5.5,0.458333,4,33.333332,2,1,2,50,,,1,50,3.225806,84.848488,0.5,0.25,0,0,2,0,2,0,,,2,100,0.230415,,1,0.5,0,0,4,0.460829,0.000647,2,2,0.230415,0.230415,0.083333,6,0.002441,0.345171,1.999993,0.810575,752556,752556,0.11534,0.11534,3,3,0.003452,0.003452,4,0.000532,0.415916,3.5,0.875,0.271702,0.003502,0.04125,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java,26,10,2,1,3,0,40,23,63,49,31,80,292.8018154,1.617482422,15.67316018,922.2414811,2.846424324,3,1,0,3,16,3,main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java-->ArrayEnumeration,1,0,0,,0,0,1,100,0.460829,100,0,,0,,1,0,0,,0,0,1,100,0.460829,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.115207,0.000162,0,1,0,0.115207,,0,0.000071,0.01008,0.000012,0.000005,751690,754292,0.115473,0.115075,1,3,0.001151,0.003452,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java,26,10,2,1,3,0,40,23,63,49,31,80,292.8018154,1.617482422,15.67316018,922.2414811,2.846424324,3,1,0,3,16,3,main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java-->CompoundEnumeration,1,0,0,,0,0,1,100,0.460829,100,0,,0,,1,0,0,,0,0,1,100,0.460829,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.115207,0.000162,0,1,0,0.115207,,0,0.000071,0.01008,0.000021,0.000008,751690,754292,0.115473,0.115075,1,3,0.001151,0.003452,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java,26,10,2,1,3,0,40,23,63,49,31,80,292.8018154,1.617482422,15.67316018,922.2414811,2.846424324,3,1,0,3,16,3,main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java-->Enumerations,4,1,12,8.333333,,,3,75,3.456221,85.714287,5.5,0.458333,4,33.333332,2,1,2,50,,,1,50,3.225806,84.848488,0.5,0.25,0,0,2,0,2,0,,,2,100,0.230415,,1,0.5,0,0,4,0.460829,0.000647,2,2,0.230415,0.230415,0.083333,6,0.002441,0.345171,1.999993,0.810575,752556,752556,0.11534,0.11534,3,3,0.003452,0.003452,4,0.000532,0.415916,3.5,0.875,0.271702,0.003502,0.04125,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java,26,10,2,1,3,0,40,23,63,49,31,80,292.8018154,1.617482422,15.67316018,922.2414811,2.846424324,3,1,0,3,16,3,main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java-->ArrayEnumeration,1,0,0,,0,0,1,100,0.460829,100,0,,0,,1,0,0,,0,0,1,100,0.460829,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.115207,0.000162,0,1,0,0.115207,,0,0.000071,0.01008,0.000012,0.000005,751690,754292,0.115473,0.115075,1,3,0.001151,0.003452,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java,26,10,2,1,3,0,40,23,63,49,31,80,292.8018154,1.617482422,15.67316018,922.2414811,2.846424324,3,1,0,3,16,3,main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java-->CompoundEnumeration,1,0,0,,0,0,1,100,0.460829,100,0,,0,,1,0,0,,0,0,1,100,0.460829,100,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.115207,0.000162,0,1,0,0.115207,,0,0.000071,0.01008,0.000021,0.000008,751690,754292,0.115473,0.115075,1,3,0.001151,0.003452,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java,26,10,2,1,3,0,40,23,63,49,31,80,292.8018154,1.617482422,15.67316018,922.2414811,2.846424324,3,1,0,3,16,3,main\org\apache\tools\ant\taskdefs\optional\junit\Enumerations.java-->Enumerations,4,1,12,8.333333,,,3,75,3.456221,85.714287,5.5,0.458333,4,33.333332,2,1,2,50,,,1,50,3.225806,84.848488,0.5,0.25,0,0,2,0,2,0,,,2,100,0.230415,,1,0.5,0,0,4,0.460829,0.000647,2,2,0.230415,0.230415,0.083333,6,0.002441,0.345171,1.999993,0.810575,752556,752556,0.11534,0.11534,3,3,0.003452,0.003452,4,0.000532,0.415916,3.5,0.875,0.271702,0.003502,0.04125,0,0,0,1,0,0,0,0,1,0,0
