"","Sum","Mean","SD","Var","Min","25%","Median","75%","Max","Skewness","Kurtosis","ks.p"
"Size",101482,13.0473129339162,33.22082278611,1103.62306658613,0,3,7,14,1142,15.7600606691902,372.458522435361,0
"Ties",261077,33.5660838261764,169.267116977636,28651.3568899207,0,2,7,26,9170,31.1225976928126,1389.91502186241,0
"Pairs",9805462,1260.66623810748,21955.9916894323,482065571.066421,0,6,42,182,1303022,41.0001025165278,2037.79036168019,0
"Density",138321.358092,19.2086318694626,15.4070400343866,237.376882621192,0,8.823529,16.483517,25.833334,100,1.31299331656294,5.59981972835905,NA
"nWeakComp",16773,2.15646695808691,3.42574156173273,11.735705247783,0,1,1,2,106,12.3572964721791,239.601837377187,0
"pWeakComp",275082.634105,35.3667567633068,31.7639360295476,1008.94763208919,0,11.111111,25,50,100,1.01241744406864,2.75961703925941,0
"X2StepReach",61344.991618,7.88698786551813,8.95648154164484,80.2185616058247,0,0.784364,3.908962,14.07998,48.784878,1.14896124077355,3.30250570679024,0
"ReachEffic",496717.751387,63.9440977583677,24.2232944648554,586.767994731096,0,46.899205,65.729187,82.84565,100,-0.425456645093879,2.70898410047066,NA
"Broker",4772192.5,613.550077140653,10902.1491472654,118856856.02922,0,2.5,16,72.5,646926,41.0272133160595,2038.7276265291,0
"nBroker",2797.393164,0.388472873767532,0.102288907822892,0.0104630206636,0,0.355263,0.416667,0.451923,0.5,-2.0366130855376,7.94063521211564,NA
"EgoBetween",350655.256131,45.0829591322962,376.656473770297,141870.099233075,0,0,2,11,15485.4834,21.9484343619145,660.918967421858,0
"nEgoBetween",60402.112057,8.38801722774615,10.8170380274748,117.008311687836,0,0,4.920635,12.731482,93.754005,2.02581712473769,8.45931264594809,NA
"Size2",52064,6.69375160709694,32.2048112412732,1037.14986708604,0,1,1,4,1129,17.2040744456092,419.350776495503,0
"Ties2",94902,12.2013371046542,134.406924614584,18065.2213843505,0,0,0,1,7564,37.1037744217758,1752.49511656695,0
"Pairs2",8362354,1075.12908202623,21548.7473715005,464348513.280751,0,0,0,12,1273512,41.1041331415429,2033.60546604755,0
"Density2",61645.299967,11.6005457220549,19.5334422442828,381.555365910733,0,0,0,16.666666,100,2.09400752707135,7.59281328714073,NA
"nWeakComp2",16439,2.11352532784778,6.40514970921186,41.0259427974168,0,1,1,2,356,26.2937482296007,1251.94181873636,0
"pWeakComp2",444749.04215,57.1803859796863,43.0165093909192,1850.42008017904,0,6.666667,64.285713,100,100,-0.225142916818332,1.30098335584505,0
"X2StepReach2",6930.075817,0.890984291205966,2.53657528976598,6.43421420065135,0,0.051434,0.295744,0.771506,48.784878,8.96450906333161,107.855797568003,0
"ReachEffic2",473963.06647,61.1328603727589,39.2151400277921,1537.82720739934,0,28.082191,73.07692,100,100,-0.541622378043914,1.73827769516636,NA
"Broker2",4133726,531.463872460787,10712.1925310257,114751068.821763,0,0,0,3.5,632974,41.1067698536982,2033.18025655074,0
"nBroker2",1459.773456,0.274703322544223,0.214005615194278,0.0457984033346812,0,0,0.35,0.483333,0.5,-0.331061658331264,1.3419027494252,NA
"EgoBetween2",110282.962108,14.1788328758035,209.871924624072,44046.2247454122,0,0,0,0,8126.433105,26.3536176552487,813.280819775423,0
"nEgoBetween2",20199.664593,3.8012165210764,12.9344531715313,167.300078846536,0,0,0,0,100,4.18828350170236,22.035694510971,NA
"Size3",52064,6.69375160709694,8.18720243423395,67.0302836991263,0,2,4,9,144,3.44944206552385,27.8880368088048,0
"Ties3",94902,12.2013371046542,25.5329680111351,651.932455457646,0,0,3,13,609,5.74815887818244,68.8577075903616,0
"Pairs3",817734,105.134224736436,421.872502196731,177976.408109731,0,2,12,72,20592,22.1374415899988,847.61702835559,0
"Density3",127179.773626,18.2336593012186,17.7333453244949,314.471536397787,0,3.571429,14.743589,26.666666,100,1.30762263473452,5.29738510550303,NA
"nWeakComp3",13272,1.70635124710723,1.73725104084334,3.01804117891126,0,1,1,2,66,10.2378688183063,290.580468546713,0
"pWeakComp3",305034.58342,39.21761165081,34.5833581082717,1196.00865804496,0,11.111111,28.571428,60,100,0.690895775091,2.13291606115365,0
"X2StepReach3",57368.561166,7.37574712856776,8.84507698350524,78.2353868441341,0,0.372894,3.150315,13.623505,40.658352,1.15346027585446,3.25255670719934,0
"ReachEffic3",466095.293591,60.1180566994712,31.7301021770494,1006.799384166,0,40.340908,66.634796,85.736679,100,-0.625682710342486,2.35444979917456,NA
"Broker3",361416,46.466443815891,201.124014310306,40450.8691322921,0,0.5,5,28,9991.5,23.2859429475174,914.050141127137,0
"nBroker3",2305.601107,0.330552130035842,0.163105300493616,0.0266033390491129,0,0.25,0.4,0.446429,0.5,-1.15299055252445,2.98018520099603,NA
"EgoBetween3",53367.039878,6.8612805191566,117.058533319274,13702.7002228597,0,0,0,0,5013.026367,32.7474160974401,1162.79152320449,0
"nEgoBetween3",17358.561671,2.48868267684588,8.1954913478417,67.1660784325482,0,0,0,0,100,5.02307794880883,36.3504339513653,NA
"Degree",101482,13.0473129339162,33.22082278611,1103.62306658613,0,3,7,14,1142,15.7600606691902,372.458522435361,0
"OutDegree",52064,6.69375160709694,8.18720243423395,67.0302836991263,0,2,4,9,144,3.44944206552385,27.8880368088048,0
"InDegree",52064,6.69375160709694,32.2048112412732,1037.14986708604,0,1,1,4,1129,17.2040744456092,419.350776495503,0
"Clus.Coef",1383.213644,0.19822494181714,0.152575859486763,0.0232793928981245,0,0.095238,0.166667,0.266667,1,1.33817971230121,5.70320737844275,NA
"Eigenvec",34.254766,0.00440405836976086,0.0104492101676083,0.000109185993126848,0,1.5e-05,0.000584,0.00383325,0.3191,10.1765033881115,212.817673833887,0
"Power",133592829.81729,17175.730241359,123516.632952049,15256358615.8112,0,3.794248,67.980457,429.524811,3083949.5,13.4691736048612,245.362295721631,0
"inCloseness",115.942143,0.0149064210593983,0.00345440114252001,1.19328872534435e-05,0.012858,0.01286,0.012963,0.014974,0.027758,2.14615438737996,7.16672560224774,0
"outCloseness",114.554632,0.0147280318848033,0.00265939875714976,7.07240174952971e-06,0.012858,0.012878,0.01336,0.015078,0.023014,1.59414067325352,4.3041903050462,0
"OutdwReach",1150600.212011,147.930086398946,170.189924355848,28964.6103522492,1,7.916667,69.840954,229.679455,732.992676,1.20158456585988,3.49846788291789,0
"IndwReach",1150601.232097,147.930217549113,237.083654688818,56208.6593206066,1,2,24.448547,214.418106,2165.565674,2.56308651906306,11.8314499242136,0
"Betweenness",38004107.001738,4886.10272585986,37016.1864822404,1370198061.68799,0,0,6.9083335,678.704315,1146303.75,17.4715376190411,385.803034148186,0
"Betweenness2",3.071282,0.000394867832347647,0.00303286662902822,9.19827998947302e-06,0,0,1.5e-05,0.000152,0.184349,35.4123439437154,1853.15286409834,0
"EffSize",85578.983862,11.0026978480329,32.4959141456461,1055.9844361612,0,2.25,5,10.7458335,1127.49646,16.3321575939142,391.383610216559,0
"Efficiency",5901.645675,0.758761336461815,0.200253440811268,0.040101440556752,0,0.666667,0.788976,0.887144,1,-1.57232265548566,6.79790837967122,0
"Constraint",2045.191441,0.262945672537927,0.256952465190489,0.0660245693674696,0,0.08983925,0.174122,0.33804325,1,1.73167362100938,5.4070039632588,0
"Hierarchy",782.812836,0.1036152,0.262872388268195,0.0691018925138248,0,0.0014415,0.008456,0.055454,1,3.00672156561106,10.3644261110767,NA
"Indirectsfile",897.842642,0.115433613011057,0.117422819988251,0.0137881186539932,0,0.0252795,0.0834695,0.1687365,0.708598,1.48256876152329,5.43452228638016,0
