version, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
3.2_all_bug2.csv,8,6,197.431099631312,234,319.269186107788,242,215.431099631312,7,,, 
4.0_all_bug2.csv,5,3,243.874120203134,269,322.273940066953,274,255.874120203134,6,,, 
4.1_all_bug2.csv,6,5,211.897873921474,276,333.242275655749,282,225.897873921474,6,,, 
4.2_all_bug2.csv,6,5,184.4285335368,325,274.356955037826,331,198.4285335368,6,,, 
