version, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
3.2_all_bug2.csv,7,2,166.217879596057,235,319.269186107788,242,182.217879596057,6,,, 
4.0_all_bug2.csv,9,7,216.392627373362,265,322.273940066953,274,236.392627373362,6,,, 
4.1_all_bug2.csv,13,12,207.643655800671,269,333.242275655749,282,235.643655800671,10,,, 
4.2_all_bug2.csv,9,6,185.787198706462,322,274.356955037826,331,205.787198706462,6,,, 
