version, Attr, sigAttr,Residual.deviance, df.residual, null.deviance, df.null, AIC, iter, theta, std.err, 2loglik
3.2_all_bug2.csv,9,7,138.534557078163,233,319.269186107788,242,158.534557078163,7,,, 
4.0_all_bug2.csv,11,9,193.135989049242,263,322.273940066953,274,217.135989049242,6,,, 
4.1_all_bug2.csv,14,9,170.374488469046,268,333.242275655749,282,200.374488469046,8,,, 
4.2_all_bug2.csv,11,9,162.822974712942,320,274.356955037826,331,186.822974712942,6,,, 
